STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,SOIL_TYPE,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,REFERENCES,VS30,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE
Bhimeshwor7,Bhimeshwor7,27.65,86.0621,macroseismic,,,,,,,,,,,,,,0.509692,0.787509,,0.481203,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.5,0.3,0.875,38.8932,1.4737,0.08881,inferred
Bhimeshwor3,Bhimeshwor3,27.684,86.0711,macroseismic,,,,,,,,,,,,,,0.508958,0.786913,,0.481629,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.5,0.3,0.875,38.8932,1.4737,0.088898,inferred
Bhimeshwor2,Bhimeshwor2,27.67,86.0718,macroseismic,,,,,,,,,,,,,,0.508108,0.786222,,0.482122,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.5,0.3,0.875,38.8932,1.4737,0.089,inferred
Bhimeshwor6,Bhimeshwor6,27.629,86.0733,macroseismic,,,,,,,,,,,,,,0.50455,0.783323,,0.484203,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.5,0.3,0.875,38.8932,1.4737,0.089431,inferred
Bhimeshwor4,Bhimeshwor4,27.67,86.088,macroseismic,,,,,,,,,,,,,,0.503352,0.782344,,0.484909,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.5,0.3,0.875,38.8932,1.4737,0.089577,inferred
Manthali14,Manthali14,27.419,86.0083,macroseismic,,,,,,,,,,,,,,0.502321,0.781502,,0.485519,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.5,0.3,0.875,38.8932,1.4737,0.089703,inferred
Dhunche5,Dhunche5,28.108,85.2889,macroseismic,,,,,,,,,,,,,,0.500616,0.780106,,0.486532,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.5,0.3,0.875,38.8932,1.4737,0.089913,inferred
Besisahar1,Besisahar1,28.164,84.4179,macroseismic,,,,,,,,,,,,,,0.486959,0.768845,,0.49485,0.8059,1.0131,,1.0822,Stations_USGS,867.66,7.5,0.3,0.875,38.8932,1.4737,0.091637,inferred
Besisahar2,Besisahar2,28.183,84.4215,macroseismic,,,,,,,,,,,,,,0.484396,0.766714,,0.496453,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.5,0.3,0.875,38.8932,1.4737,0.09197,inferred
Kamalamai5,Kamalamai5,27.246,85.918,macroseismic,,,,,,,,,,,,,,0.474657,0.758571,,0.502672,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.5,0.3,0.875,38.8932,1.4737,0.093262,inferred
Manthali2,Manthali2,27.388,86.063,macroseismic,,,,,,,,,,,,,,0.471889,0.756242,,0.504478,0.8059,1.0131,,1.0822,Stations_USGS,861.0,7.5,0.3,0.875,38.8932,1.4737,0.093638,inferred
Manthali1,Manthali1,27.371,86.0637,macroseismic,,,,,,,,,,,,,,0.468545,0.75342,,0.506681,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.5,0.3,0.875,38.8932,1.4737,0.094096,inferred
Kamalamai9,Kamalamai9,27.24,85.952,macroseismic,,,,,,,,,,,,,,0.466219,0.751452,,0.508229,0.8059,1.0131,,1.0822,Stations_USGS,739.45,7.5,0.3,0.875,38.8932,1.4737,0.094419,inferred
Kamalamai6,Kamalamai6,27.219,85.9208,macroseismic,,,,,,,,,,,,,,0.461234,0.747217,,0.511589,0.8059,1.0131,,1.0822,Stations_USGS,447.05,7.5,0.3,0.875,38.8932,1.4737,0.095118,inferred
Manthali4,Manthali4,27.405,86.0988,macroseismic,,,,,,,,,,,,,,0.460354,0.746467,,0.512188,0.8059,1.0131,,1.0822,Stations_USGS,870.69,7.5,0.3,0.875,38.8932,1.4737,0.095243,inferred
Besisahar9,Besisahar9,28.229,84.3734,macroseismic,,,,,,,,,,,,,,0.457232,0.743801,,0.514329,0.8059,1.0131,,1.0822,Stations_USGS,832.91,7.5,0.3,0.875,38.8932,1.4737,0.09569,inferred
Manthali10,Manthali10,27.367,86.1004,macroseismic,,,,,,,,,,,,,,0.453393,0.740512,,0.516993,0.8059,1.0131,,1.0822,Stations_USGS,705.26,7.5,0.3,0.875,38.8932,1.4737,0.096245,inferred
Jiri5,Jiri5,27.656,86.2262,macroseismic,,,,,,,,,,,,,,0.453157,0.740309,,0.517158,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.5,0.3,0.875,38.8932,1.4737,0.09628,inferred
Kamalamai4,Kamalamai4,27.197,85.898,macroseismic,,,,,,,,,,,,,,0.453053,0.74022,,0.517231,0.8059,1.0131,,1.0822,Stations_USGS,435.39,7.5,0.3,0.875,38.8932,1.4737,0.096295,inferred
Manthali9,Manthali9,27.349,86.0976,macroseismic,,,,,,,,,,,,,,0.451459,0.738849,,0.51835,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.5,0.3,0.875,38.8932,1.4737,0.096528,inferred
Manthali6,Manthali6,27.379,86.1113,macroseismic,,,,,,,,,,,,,,0.451341,0.738748,,0.518433,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.5,0.3,0.875,38.8932,1.4737,0.096546,inferred
Kamalamai7,Kamalamai7,27.201,85.9558,macroseismic,,,,,,,,,,,,,,0.44884,0.736593,,0.520201,0.8059,1.0131,,1.0822,Stations_USGS,799.29,7.5,0.3,0.875,38.8932,1.4737,0.096915,inferred
Kamalamai10,Kamalamai10,27.15,85.9058,macroseismic,,,,,,,,,,,,,,0.433224,0.723007,,0.531615,0.8059,1.0131,,1.0822,Stations_USGS,713.66,7.5,0.3,0.875,38.8932,1.4737,0.099301,inferred
Those2,Those2,27.565,86.2605,macroseismic,,,,,,,,,,,,,,0.429896,0.720081,,0.534134,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.5,0.3,0.875,38.8932,1.4737,0.099829,inferred
Kamalamai11,Kamalamai11,27.102,85.9577,macroseismic,,,,,,,,,,,,,,0.413459,0.705474,,0.547051,0.8059,1.0131,,1.0822,Stations_USGS,486.94,7.5,0.3,0.875,38.8932,1.4737,0.102538,inferred
Kamalamai18,Kamalamai18,27.112,86.0167,macroseismic,,,,,,,,,,,,,,0.41072,0.703013,,0.549284,0.8059,1.0131,,1.0822,Stations_USGS,821.66,7.5,0.3,0.875,38.8932,1.4737,0.103008,inferred
Kamalamai12,Kamalamai12,27.081,85.9739,macroseismic,,,,,,,,,,,,,,0.406045,0.698794,,0.553152,0.8059,1.0131,,1.0822,Stations_USGS,619.55,7.5,0.3,0.875,38.8932,1.4737,0.103821,inferred
Kamalamai17,Kamalamai17,27.089,86.0034,macroseismic,,,,,,,,,,,,,,0.405737,0.698516,,0.553409,0.8059,1.0131,,1.0822,Stations_USGS,612.19,7.5,0.3,0.875,38.8932,1.4737,0.103875,inferred
Thaha9,Thaha9,27.599,85.094,macroseismic,,,,,,,,,,,,,,0.402403,0.620244,,0.309031,0.8059,1.0131,,1.0822,Stations_USGS,778.53,7.0,0.3,0.875,27.0175,1.4737,0.057548,inferred
Bajrabarahi16,Bajrabarahi16,27.575,85.3156,macroseismic,,,,,,,,,,,,,,0.398899,0.617399,,0.310692,0.8059,1.0131,,1.0822,Stations_USGS,590.18,7.0,0.3,0.875,27.0175,1.4737,0.057895,inferred
Bajrabarahi14,Bajrabarahi14,27.572,85.3326,macroseismic,,,,,,,,,,,,,,0.398707,0.617242,,0.310784,0.8059,1.0131,,1.0822,Stations_USGS,652.79,7.0,0.3,0.875,27.0175,1.4737,0.057914,inferred
Dakchhinkali6,Dakchhinkali6,27.616,85.2617,macroseismic,,,,,,,,,,,,,,0.397119,0.615949,,0.311545,0.8059,1.0131,,1.0822,Stations_USGS,644.0,7.0,0.3,0.875,27.0175,1.4737,0.058073,inferred
Dakchhinkali4,Dakchhinkali4,27.613,85.2806,macroseismic,,,,,,,,,,,,,,0.396871,0.615747,,0.311664,0.8059,1.0131,,1.0822,Stations_USGS,797.45,7.0,0.3,0.875,27.0175,1.4737,0.058098,inferred
Godawari5,Godawari5,27.582,85.3836,macroseismic,,,,,,,,,,,,,,0.396704,0.61561,,0.311745,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.0,0.3,0.875,27.0175,1.4737,0.058115,inferred
Bajrabarahi1,Bajrabarahi1,27.609,85.3207,macroseismic,,,,,,,,,,,,,,0.396185,0.615187,,0.311995,0.8059,1.0131,,1.0822,Stations_USGS,550.14,7.0,0.3,0.875,27.0175,1.4737,0.058167,inferred
Bajrabarahi2,Bajrabarahi2,27.611,85.3185,macroseismic,,,,,,,,,,,,,,0.396089,0.615109,,0.312041,0.8059,1.0131,,1.0822,Stations_USGS,550.14,7.0,0.3,0.875,27.0175,1.4737,0.058177,inferred
UTM:(45R 033 305 10000),,27.6089,85.328,macroseismic,,,,,,,,,,,,,,0.396016,0.615049,,0.312076,0.8059,1.0131,,1.0822,Stations_USGS,557.46,7.0,0.3,0.875,27.0175,1.4737,0.058184,inferred
Dakchhinkali3,Dakchhinkali3,27.622,85.2904,macroseismic,,,,,,,,,,,,,,0.395956,0.615,,0.312105,0.8059,1.0131,,1.0822,Stations_USGS,797.45,7.0,0.3,0.875,27.0175,1.4737,0.05819,inferred
Godawari10,Godawari10,27.615,85.3544,macroseismic,,,,,,,,,,,,,,0.394935,0.614166,,0.3126,0.8059,1.0131,,1.0822,Stations_USGS,454.32,7.0,0.3,0.875,27.0175,1.4737,0.058293,inferred
Godawari2,Godawari2,27.616,85.3657,macroseismic,,,,,,,,,,,,,,0.394597,0.61389,,0.312764,0.8059,1.0131,,1.0822,Stations_USGS,641.12,7.0,0.3,0.875,27.0175,1.4737,0.058328,inferred
Chandragiri12,Chandragiri12,27.668,85.2363,macroseismic,,,,,,,,,,,,,,0.394053,0.613444,,0.313028,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.0,0.3,0.875,27.0175,1.4737,0.058383,inferred
Panauti6,Panauti6,27.58,85.515,macroseismic,,,,,,,,,,,,,,0.393886,0.613308,,0.31311,0.8059,1.0131,,1.0822,Stations_USGS,541.01,7.0,0.3,0.875,27.0175,1.4737,0.0584,inferred
Kritipur15,Kritipur15,27.657,85.2776,macroseismic,,,,,,,,,,,,,,0.39371,0.613164,,0.313195,0.8059,1.0131,,1.0822,Stations_USGS,536.07,7.0,0.3,0.875,27.0175,1.4737,0.058418,inferred
Panauti7,Panauti7,27.583,85.5203,macroseismic,,,,,,,,,,,,,,0.393554,0.613036,,0.313272,0.8059,1.0131,,1.0822,Stations_USGS,541.01,7.0,0.3,0.875,27.0175,1.4737,0.058434,inferred
Chandragiri9,Chandragiri9,27.68,85.2237,macroseismic,,,,,,,,,,,,,,0.3934,0.612909,,0.313347,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.0,0.3,0.875,27.0175,1.4737,0.05845,inferred
Kritipur14,Kritipur14,27.659,85.2913,macroseismic,,,,,,,,,,,,,,0.39324,0.612778,,0.313425,0.8059,1.0131,,1.0822,Stations_USGS,526.26,7.0,0.3,0.875,27.0175,1.4737,0.058466,inferred
Chandragiri13,Chandragiri13,27.674,85.2535,macroseismic,,,,,,,,,,,,,,0.393218,0.61276,,0.313436,0.8059,1.0131,,1.0822,Stations_USGS,856.55,7.0,0.3,0.875,27.0175,1.4737,0.058468,inferred
Chandragiri6,Chandragiri6,27.689,85.2151,macroseismic,,,,,,,,,,,,,,0.3929,0.6125,,0.313591,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.0,0.3,0.875,27.0175,1.4737,0.058501,inferred
Kritipur9,Kritipur9,27.672,85.2783,macroseismic,,,,,,,,,,,,,,0.392624,0.612274,,0.313726,0.8059,1.0131,,1.0822,Stations_USGS,526.26,7.0,0.3,0.875,27.0175,1.4737,0.058529,inferred
Mahalaxmi4,Mahalaxmi4,27.642,85.3722,macroseismic,,,,,,,,,,,,,,0.392573,0.612232,,0.313751,0.8059,1.0131,,1.0822,Stations_USGS,303.45,7.0,0.3,0.875,27.0175,1.4737,0.058534,inferred
Chandragiri8,Chandragiri8,27.688,85.2369,macroseismic,,,,,,,,,,,,,,0.392568,0.612228,,0.313754,0.8059,1.0131,,1.0822,Stations_USGS,672.78,7.0,0.3,0.875,27.0175,1.4737,0.058535,inferred
Panauti3,Panauti3,27.6,85.5119,macroseismic,,,,,,,,,,,,,,0.392505,0.612177,,0.313784,0.8059,1.0131,,1.0822,Stations_USGS,707.3,7.0,0.3,0.875,27.0175,1.4737,0.058541,inferred
Kritipur3,Kritipur3,27.679,85.2846,macroseismic,,,,,,,,,,,,,,0.391983,0.611748,,0.314041,0.8059,1.0131,,1.0822,Stations_USGS,487.68,7.0,0.3,0.875,27.0175,1.4737,0.058595,inferred
Lalitpur6,Lalitpur6,27.667,85.3271,macroseismic,,,,,,,,,,,,,,0.391837,0.611628,,0.314112,0.8059,1.0131,,1.0822,Stations_USGS,414.56,7.0,0.3,0.875,27.0175,1.4737,0.05861,inferred
Lalitpur12,Lalitpur12,27.669,85.3249,macroseismic,,,,,,,,,,,,,,0.391748,0.611555,,0.314156,0.8059,1.0131,,1.0822,Stations_USGS,340.09,7.0,0.3,0.875,27.0175,1.4737,0.058619,inferred
Chandragiri23,Chandragiri23,27.688,85.2711,macroseismic,,,,,,,,,,,,,,0.391671,0.611492,,0.314194,0.8059,1.0131,,1.0822,Stations_USGS,361.4,7.0,0.3,0.875,27.0175,1.4737,0.058627,inferred
Lalitpur19,Lalitpur19,27.671,85.3223,macroseismic,,,,,,,,,,,,,,0.391668,0.611489,,0.314196,0.8059,1.0131,,1.0822,Stations_USGS,340.09,7.0,0.3,0.875,27.0175,1.4737,0.058627,inferred
Chandragiri3,Chandragiri3,27.707,85.2128,macroseismic,,,,,,,,,,,,,,0.391638,0.611465,,0.31421,0.8059,1.0131,,1.0822,Stations_USGS,598.74,7.0,0.3,0.875,27.0175,1.4737,0.05863,inferred
Mahalaxmi10,Mahalaxmi10,27.66,85.3581,macroseismic,,,,,,,,,,,,,,0.391622,0.611452,,0.314218,0.8059,1.0131,,1.0822,Stations_USGS,294.96,7.0,0.3,0.875,27.0175,1.4737,0.058632,inferred
Lalitpur21,Lalitpur21,27.675,85.3203,macroseismic,,,,,,,,,,,,,,0.391434,0.611298,,0.31431,0.8059,1.0131,,1.0822,Stations_USGS,403.67,7.0,0.3,0.875,27.0175,1.4737,0.058651,inferred
Suryabinayak7,Suryabinayak7,27.637,85.4399,macroseismic,,,,,,,,,,,,,,0.391425,0.61129,,0.314315,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.0,0.3,0.875,27.0175,1.4737,0.058652,inferred
Anantalingeshwor15,Anantalingeshwor15,27.647,85.4118,macroseismic,,,,,,,,,,,,,,0.391336,0.611217,,0.314358,0.8059,1.0131,,1.0822,Stations_USGS,556.32,7.0,0.3,0.875,27.0175,1.4737,0.058661,inferred
Lalitpur16,Lalitpur16,27.676,85.3236,macroseismic,,,,,,,,,,,,,,0.391289,0.611178,,0.314382,0.8059,1.0131,,1.0822,Stations_USGS,403.67,7.0,0.3,0.875,27.0175,1.4737,0.058666,inferred
Anantalingeshwor1,Anantalingeshwor1,27.666,85.3645,macroseismic,,,,,,,,,,,,,,0.391059,0.61099,,0.314495,0.8059,1.0131,,1.0822,Stations_USGS,290.13,7.0,0.3,0.875,27.0175,1.4737,0.05869,inferred
Suryabinayak6,Suryabinayak6,27.646,85.4299,macroseismic,,,,,,,,,,,,,,0.391012,0.610951,,0.314518,0.8059,1.0131,,1.0822,Stations_USGS,634.84,7.0,0.3,0.875,27.0175,1.4737,0.058695,inferred
Lalitpur22,Lalitpur22,27.679,85.3269,macroseismic,,,,,,,,,,,,,,0.391006,0.610946,,0.314521,0.8059,1.0131,,1.0822,Stations_USGS,273.58,7.0,0.3,0.875,27.0175,1.4737,0.058695,inferred
Nagarjune14,Nagarjune14,27.709,85.2518,macroseismic,,,,,,,,,,,,,,0.390786,0.610765,,0.31463,0.8059,1.0131,,1.0822,Stations_USGS,747.46,7.0,0.3,0.875,27.0175,1.4737,0.058718,inferred
Anantalingeshwor2,Anantalingeshwor2,27.668,85.375,macroseismic,,,,,,,,,,,,,,0.390687,0.610684,,0.314679,0.8059,1.0131,,1.0822,Stations_USGS,290.44,7.0,0.3,0.875,27.0175,1.4737,0.058728,inferred
THM,THM (Intensity VII),27.6749,85.3643,macroseismic,,,,,,,,,,,,,,0.390448,0.610488,,0.314797,0.8059,1.0131,,1.0822,Stations_USGS,290.13,7.0,0.3,0.875,27.0175,1.4737,0.058753,inferred
TVU,TVU (Intensity VII),27.691,85.3167,macroseismic,,,,,,,,,,,,,,0.39041,0.610456,,0.314815,0.8059,1.0131,,1.0822,Stations_USGS,403.67,7.0,0.3,0.875,27.0175,1.4737,0.058757,inferred
Madyapurthimi15,Madyapurthimi15,27.673,85.3758,macroseismic,,,,,,,,,,,,,,0.390324,0.610386,,0.314858,0.8059,1.0131,,1.0822,Stations_USGS,290.44,7.0,0.3,0.875,27.0175,1.4737,0.058766,inferred
Suryabinayak8,Suryabinayak8,27.657,85.4384,macroseismic,,,,,,,,,,,,,,0.390067,0.610174,,0.314985,0.8059,1.0131,,1.0822,Stations_USGS,634.84,7.0,0.3,0.875,27.0175,1.4737,0.058792,inferred
Suryabinayak4,Suryabinayak4,27.666,85.4136,macroseismic,,,,,,,,,,,,,,0.389981,0.610103,,0.315028,0.8059,1.0131,,1.0822,Stations_USGS,537.27,7.0,0.3,0.875,27.0175,1.4737,0.058801,inferred
Bhaktapur16,Bhaktapur16,27.669,85.4243,macroseismic,,,,,,,,,,,,,,0.389546,0.609746,,0.315243,0.8059,1.0131,,1.0822,Stations_USGS,537.27,7.0,0.3,0.875,27.0175,1.4737,0.058846,inferred
KATNP,KATNP (Intensity VII),27.7082,85.3074,macroseismic,,,,,,,,,,,,,,0.389449,0.609666,,0.315291,0.8059,1.0131,,1.0822,Stations_USGS,304.61,7.0,0.3,0.875,27.0175,1.4737,0.058856,inferred
Madyapurthimi7,Madyapurthimi7,27.681,85.3945,macroseismic,,,,,,,,,,,,,,0.38937,0.6096,,0.315331,0.8059,1.0131,,1.0822,Stations_USGS,427.25,7.0,0.3,0.875,27.0175,1.4737,0.058865,inferred
Bhaktapur7,Bhaktapur7,27.669,85.4331,macroseismic,,,,,,,,,,,,,,0.389359,0.609592,,0.315336,0.8059,1.0131,,1.0822,Stations_USGS,318.5,7.0,0.3,0.875,27.0175,1.4737,0.058866,inferred
Bhaktapur9,Bhaktapur9,27.674,85.4313,macroseismic,,,,,,,,,,,,,,0.389058,0.609344,,0.315486,0.8059,1.0131,,1.0822,Stations_USGS,318.5,7.0,0.3,0.875,27.0175,1.4737,0.058897,inferred
Madyapurthimi1,Madyapurthimi1,27.689,85.3886,macroseismic,,,,,,,,,,,,,,0.388955,0.609259,,0.315536,0.8059,1.0131,,1.0822,Stations_USGS,286.75,7.0,0.3,0.875,27.0175,1.4737,0.058908,inferred
Nagarjune3,Nagarjune3,27.734,85.2672,macroseismic,,,,,,,,,,,,,,0.388764,0.609101,,0.315632,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.0,0.3,0.875,27.0175,1.4737,0.058928,inferred
Bhaktapur3,Bhaktapur3,27.675,85.443,macroseismic,,,,,,,,,,,,,,0.388744,0.609085,,0.315642,0.8059,1.0131,,1.0822,Stations_USGS,278.06,7.0,0.3,0.875,27.0175,1.4737,0.05893,inferred
Changunarayan15,Changunarayan15,27.692,85.4062,macroseismic,,,,,,,,,,,,,,0.388377,0.608783,,0.315824,0.8059,1.0131,,1.0822,Stations_USGS,423.29,7.0,0.3,0.875,27.0175,1.4737,0.058968,inferred
Nilkantha12,Nilkantha12,27.907,84.8607,macroseismic,,,,,,,,,,,,,,0.388234,0.608665,,0.315896,0.8059,1.0131,,1.0822,Stations_USGS,728.67,7.0,0.3,0.875,27.0175,1.4737,0.058983,inferred
Nilkantha3,Nilkantha3,27.896,84.9031,macroseismic,,,,,,,,,,,,,,0.387697,0.608222,,0.316164,0.8059,1.0131,,1.0822,Stations_USGS,765.63,7.0,0.3,0.875,27.0175,1.4737,0.059039,inferred
Thoka13,Thoka13,27.735,85.3099,macroseismic,,,,,,,,,,,,,,0.387606,0.608148,,0.316209,0.8059,1.0131,,1.0822,Stations_USGS,348.46,7.0,0.3,0.875,27.0175,1.4737,0.059048,inferred
Gokarneshwor12,Gokarneshwor12,27.715,85.3732,macroseismic,,,,,,,,,,,,,,0.387551,0.608102,,0.316237,0.8059,1.0131,,1.0822,Stations_USGS,309.74,7.0,0.3,0.875,27.0175,1.4737,0.059054,inferred
Changunarayan14,Changunarayan14,27.703,85.4133,macroseismic,,,,,,,,,,,,,,0.387496,0.608056,,0.316264,0.8059,1.0131,,1.0822,Stations_USGS,357.5,7.0,0.3,0.875,27.0175,1.4737,0.05906,inferred
Tarkeshwor18,Tarkeshwor18,27.746,85.3037,macroseismic,,,,,,,,,,,,,,0.387273,0.607873,,0.316376,0.8059,1.0131,,1.0822,Stations_USGS,511.78,7.0,0.3,0.875,27.0175,1.4737,0.059083,inferred
Tarkeshwor14,Tarkeshwor14,27.755,85.2999,macroseismic,,,,,,,,,,,,,,0.38678,0.607466,,0.316623,0.8059,1.0131,,1.0822,Stations_USGS,511.78,7.0,0.3,0.875,27.0175,1.4737,0.059135,inferred
Nilkantha4,Nilkantha4,27.902,84.9478,macroseismic,,,,,,,,,,,,,,0.386205,0.606991,,0.316912,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.0,0.3,0.875,27.0175,1.4737,0.059195,inferred
Gokarneshwor9,Gokarneshwor9,27.73,85.3929,macroseismic,,,,,,,,,,,,,,0.386156,0.60695,,0.316937,0.8059,1.0131,,1.0822,Stations_USGS,399.91,7.0,0.3,0.875,27.0175,1.4737,0.059201,inferred
Tarkeshwor16,Tarkeshwor16,27.765,85.3155,macroseismic,,,,,,,,,,,,,,0.385833,0.606683,,0.317099,0.8059,1.0131,,1.0822,Stations_USGS,243.93,7.0,0.3,0.875,27.0175,1.4737,0.059235,inferred
Kageshworimanahara1,Kageshworimanahara1,27.727,85.4216,macroseismic,,,,,,,,,,,,,,0.385758,0.606622,,0.317137,0.8059,1.0131,,1.0822,Stations_USGS,346.67,7.0,0.3,0.875,27.0175,1.4737,0.059242,inferred
Nagarkot11,Nagarkot11,27.709,85.48,macroseismic,,,,,,,,,,,,,,0.385745,0.60661,,0.317144,0.8059,1.0131,,1.0822,Stations_USGS,604.72,7.0,0.3,0.875,27.0175,1.4737,0.059244,inferred
Gokarneshwor10,Gokarneshwor10,27.743,85.3928,macroseismic,,,,,,,,,,,,,,0.385323,0.606261,,0.317357,0.8059,1.0131,,1.0822,Stations_USGS,400.63,7.0,0.3,0.875,27.0175,1.4737,0.059289,inferred
Shankarapur10,Shankarapur10,27.727,85.4487,macroseismic,,,,,,,,,,,,,,0.385211,0.606168,,0.317413,0.8059,1.0131,,1.0822,Stations_USGS,513.38,7.0,0.3,0.875,27.0175,1.4737,0.0593,inferred
Thoka4,Thoka4,27.768,85.3357,macroseismic,,,,,,,,,,,,,,0.384923,0.60593,,0.317559,0.8059,1.0131,,1.0822,Stations_USGS,328.69,7.0,0.3,0.875,27.0175,1.4737,0.059331,inferred
Shankarapur15,Shankarapur15,27.739,85.4436,macroseismic,,,,,,,,,,,,,,0.384548,0.605621,,0.317748,0.8059,1.0131,,1.0822,Stations_USGS,513.38,7.0,0.3,0.875,27.0175,1.4737,0.05937,inferred
Tarkeshwor4,Tarkeshwor4,27.793,85.2966,macroseismic,,,,,,,,,,,,,,0.384329,0.605439,,0.317859,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.0,0.3,0.875,27.0175,1.4737,0.059394,inferred
Tarkeshwor2,Tarkeshwor2,27.79,85.3175,macroseismic,,,,,,,,,,,,,,0.384189,0.605323,,0.31793,0.8059,1.0131,,1.0822,Stations_USGS,558.29,7.0,0.3,0.875,27.0175,1.4737,0.059409,inferred
Gokarneshwor4,Gokarneshwor4,27.754,85.4165,macroseismic,,,,,,,,,,,,,,0.384144,0.605286,,0.317953,0.8059,1.0131,,1.0822,Stations_USGS,525.36,7.0,0.3,0.875,27.0175,1.4737,0.059413,inferred
Thoka2,Thoka2,27.791,85.3373,macroseismic,,,,,,,,,,,,,,0.383731,0.604943,,0.318163,0.8059,1.0131,,1.0822,Stations_USGS,842.6,7.0,0.3,0.875,27.0175,1.4737,0.059457,inferred
Thoka1,Thoka1,27.807,85.3353,macroseismic,,,,,,,,,,,,,,0.382823,0.60419,,0.318625,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.0,0.3,0.875,27.0175,1.4737,0.059554,inferred
Shankarapur4,Shankarapur4,27.757,85.4792,macroseismic,,,,,,,,,,,,,,0.382729,0.604112,,0.318673,0.8059,1.0131,,1.0822,Stations_USGS,524.03,7.0,0.3,0.875,27.0175,1.4737,0.059564,inferred
Melamchi15,Melamchi15,27.835,85.5946,macroseismic,,,,,,,,,,,,,,0.376088,0.598579,,0.32211,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.0,0.3,0.875,27.0175,1.4737,0.060285,inferred
Gerkhu9,Gerkhu9,27.973,85.1911,macroseismic,,,,,,,,,,,,,,0.375171,0.597811,,0.322592,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.0,0.3,0.875,27.0175,1.4737,0.060386,inferred
UTM:(45R 034 306 10000),,27.7004,85.428,macroseismic,,,,,,,,,,,,,,0.36399,0.575056,,0.292186,0.8059,1.0131,,1.0822,Stations_USGS,488.32,6.9,0.3,0.875,25.1189,1.4737,0.054723,inferred
Manthali11,Manthali11,27.339,86.0105,macroseismic,,,,,,,,,,,,,,0.355742,0.581331,,0.33328,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.0,0.3,0.875,27.0175,1.4737,0.062632,inferred
Manthali15,Manthali15,27.414,86.0435,macroseismic,,,,,,,,,,,,,,0.355395,0.581032,,0.333479,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.0,0.3,0.875,27.0175,1.4737,0.062674,inferred
Manthali13,Manthali13,27.396,86.0447,macroseismic,,,,,,,,,,,,,,0.352588,0.578615,,0.335104,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.0,0.3,0.875,27.0175,1.4737,0.063017,inferred
Besisahar4,Besisahar4,28.197,84.3997,macroseismic,,,,,,,,,,,,,,0.346487,0.57333,,0.338708,0.8059,1.0131,,1.0822,Stations_USGS,555.73,7.0,0.3,0.875,27.0175,1.4737,0.063777,inferred
Besisahar5,Besisahar5,28.209,84.3907,macroseismic,,,,,,,,,,,,,,0.342277,0.569657,,0.341256,0.8059,1.0131,,1.0822,Stations_USGS,900.0,7.0,0.3,0.875,27.0175,1.4737,0.064315,inferred
Besisahar3,Besisahar3,28.184,84.3762,macroseismic,,,,,,,,,,,,,,0.341715,0.569165,,0.3416,0.8059,1.0131,,1.0822,Stations_USGS,481.86,7.0,0.3,0.875,27.0175,1.4737,0.064387,inferred
Jiri10,Jiri10,27.592,86.1655,macroseismic,,,,,,,,,,,,,,0.34073,0.568302,,0.342204,0.8059,1.0131,,1.0822,Stations_USGS,853.54,7.0,0.3,0.875,27.0175,1.4737,0.064515,inferred
