EVENT,ID_0,NAME_0,FATALITIES,FATALITIES_GROUND_SHAKING,INJURIES,DISPLACED_POPULATION,AFFECTED_POPULATION,AFFECTED_UNITS,DAMAGED_UNITS,COLLAPSED_UNITS,UNIT_TYPES,ECONOMIC_LOSSES,INSURED_LOSSES,CURRENCY,INDUCED_EFFECTS,FLAG,REFERENCE,COMMENTS,INJURIES_SEVERE,INJURIES_GRAVELY,HOMELESS,DS5_COLLAPSE,INJURIES_LIGHT,INJURIES_CRITICAL,HOMELESS.1,SHELTERED,DS1_SLIGHT,DS2_MODERATE,DS3_EXTENSIVE,DS4_COMPLETE,TAXONOMY,GEM_TAXONOMY,OCCUPANCY,INJURIES_SERIOUSLY,EXTREMA_GRAVEDAD,DAMAGED_OR_DESTROYED_UNITS,EVACUATED,ECONOMIC_LOSSES_RES,RECONSTRUCTION_COST,DAMAGED_NOT_DESTROYED,MISSING,DESTROYED_UNITS,PARTIAL_DESTROY_UNITS,SLIGHT_DAMAGE,INJURIES_SLIGHT,INJURIES_SERIOUS,DAMAGED_SCHOOLS,RECOVERY_AND_RECONSTRUCTION_COSTS,MINOR_INJURIES,HOSPITALIZED,LOSSES,RECOVERY_AND_RECONSTRUCTION_COST,SLIGHTLY_INJURED,DESTROYED_OR_DAMAGED_BEYOND_REPAIR,HOMELESS_POPULATION,HOMELESS_PEOPLE,FATALITIES_AVALANCHE,lightly_injured,seriously_injured,ECONOMIC_RES_DAMAGES,DAMAGED_OR_DESTROYED,RECONSTRUCTION_COSTS,DAMAGED_SEVERELY,OCCUPANCY.1,BUILDINGS_DAMAGED_LOWER30%,BUILDINGS_DAMAGED_30%_TO_60%,BUILDINGS_DAMAGED_ABOVE60%,BUILDINGS_DAMAGE_OR_DESTROYED,DAMAGED_TOTALLY,DAMAGED_PARTIALLY,DEMOLISHED_UNITS,LIGHT_INJURY,BAD_INJURY,INJURIES_LIGHT ,INJURIES_SEVERE ,LIGHT,MODERATE,HEAVY,DS1_SLIGHT ,DS2_MODERATE ,SEVERELY_INJURED,DESTROYED_HOUSES,SLIGHTLY_DAMAGED,MODERATELY_DAMAGED,SEVERELY_DAMAGED
19810000_Sequence_GulfOfCorinth,GRC,Greece,22.0,22.0,400.0,,,,,8000.0,Buildings,812000000.0,,USD,,,NOAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19810000_Sequence_GulfOfCorinth,GRC,Greece,22.0,22.0,400.0,,80000.0,,,,,900000000.0,,USD,,,EMDAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19810000_Sequence_GulfOfCorinth,GRC,Greece,,,,,,16000.0,,8500.0,Buildings,840000000.0,,USD,,,EERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19810000_Sequence_GulfOfCorinth,GRC,Greece,20.0,20.0,500.0,,,,,22554.0,,,,,,,ADRIESEISMIC 2021,"1) 22554 buildings were destroyed or damaged beyond repair
2) 11745 were seriously damaged
3) and 50222 suffered minor damage
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19860913_M6.0_Kalamata,GRC,Greece,20-24,20-24,330.0,,,,4744.0,1825.0,Buildings,670000000.0,,EUR,,,Wikipedia English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19860913_M6.0_Kalamata,GRC,Greece,20,20,300.0,,45000.0,,,,,745000000.0,,USD,,,EMDAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19860913_M6.0_Kalamata,GRC,Greece,20,20,300.0,,,,,,,500000000.0,,USD,,,Anagnostopoulus et al.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19860913_M6.0_Kalamata,GRC,Greece,20,20,300.0,35000.0,,22000.0,2058.0,2156.0,Buildings,330000000.0,,EUR,,,JRC Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19860913_M6.0_Kalamata,GRC,Greece,20,20,330.0,,,,,,,330000000.0,,EUR,,,,35000 people were reported as left homeless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19860913_M6.0_Kalamata,,,,,,,,,,,,,,,,,Ioannides. K. & Dikeoulakos. V. (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19881016_M5.88_Elia,GRC,Greece,,,23,,,,1750.0,150.0,Buildings,,,,,,Pomonis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19881016_M5.88_Elia,GRC,Greece,,,25,,,,,,,,,,,,EMDAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19950513_M6.5_KozaniGrevena,GRC,Greece,,,25,,,,,12000.0,Buildings,450000000,,USD,,,EMDAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19950513_M6.5_KozaniGrevena,GRC,Greece,26.0,26.0,60,,15000.0,,,,,450000000,,USD,,,Anagnostopoulus et al.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19950513_M6.5_KozaniGrevena,GRC,Greece,,,20,,12000.0,,,,,330000000,,EUR,,,JRC Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19950615_M6.4_Aigio,GRC,Greece,26,26,60-200,,,,,,,660000000.0,,USD,,,Wikipedia English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19950615_M6.4_Aigio,GRC,Greece,26,26,100,6300.0,7500.0,,,,,,200000.0,USD,,,EMDAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19950615_M6.4_Aigio,GRC,Greece,26,26,60,,,,,,,660000000.0,,USD,,,NOAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19950615_M6.4_Aigio,GRC,Greece,26,26,200,2100.0,,3400.0,2300.0,2000.0,Buildings,,,,,,JRC Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19990907_M5.9_Athens,GRC,Greece,148,148,800-1600,50000.0,,,,,,3000000000-4200000000,,USD,,,Wikipedia English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19990907_M5.9_Athens,GRC,Greece,143,143,2000,,113031.0,,,,,4200000000,,USD,,,EMDAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19990907_M5.9_Athens,GRC,Greece,143,143,1600,,,,,53000.0,Buildings,4200000000,,USD,,,NOAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19990907_M5.9_Athens,GRC,Greece,143,143,750,,,,,,,3800000000,,EUR,,,JRC Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19990907_M5.9_Athens,GRC,Greece,143,143,800,100000.0,,,,13000.0,Buildings,3000000000,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20140000_Sequence_Kefalonia,GRC,Greece,,,23,,2000.0,,,,,,8000000.0,,,,EMDAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20140000_Sequence_Kefalonia,GRC,Greece,,,6,,,,,,,178000000.0,,USD,,,NOAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20151117_M6.5_Lefkada,GRC,Greece,2,2,4-8,,,,,1.0,Buildings,,,,,,Wikipedia English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20151117_M6.5_Lefkada,GRC,Greece,2,2,10,,,,,,,20000000.0,,USD,,,Kazantzidou-Firtinidou et al.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170612_M6.3_AegeanSea,GRC,Greece,1,1,11,,720.0,,,,,,,,,,EMDAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170612_M6.3_AegeanSea,GRC,Greece,1,1,15,,,,250.0,10.0,Buildings,,,,,,NOAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170612_M6.3_AegeanSea,GRC,Greece,2,2,120,,,,,,,,,,,,The Guardian / Wikipedia English,"120 people were hurt, seven of them seriously",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000617_M5.87_Iceland,ISL,Iceland,,,3,,,,,,,,,,,,Wikipedia English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000617_M5.87_Iceland,ISL,Iceland,,,1,,,,11.0,11.0,Buildings,20000000.0,,USD,,,NOAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000617_M5.87_Iceland,ISL,Iceland,,,1,33.0,57.0,,,,,12000000.0,,USD,,,EMDAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000620_M6.46_Iceland,ISL,Iceland,,,3.0,,,,,,,,,,,,Wikipedia English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000620_M6.46_Iceland,ISL,Iceland,,,,,,,,12.0,Buildings,12000000.0,,USD,,,NOAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000620_M6.46_Iceland,ISL,Iceland,,,,36.0,72.0,,,,,12000000.0,,USD,,,EMDAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080529_M6.32_Iceland,ISL,Iceland,,,30.0,,,,,,,,,,,,NOAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080529_M6.32_Iceland,ISL,Iceland,,,,,,,30.0,,Buildings,,,,,,Bessason et al 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19801123_M6.9_Irpinia,ITA,Italy,2483.0,2483.0,8934.0,250000.0,,,,,,30000000000-40000000000,,USD,,,USGS PAGERCAT Earthquake Catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19801123_M6.9_Irpinia,ITA,Italy,2914.0,2914.0,8848.0,280000.0,,,,,,,,,,,Archivio Fotografico PCI,https://immaginidelnovecento.fondazionegramsci.org/photo/detail/IT-GRAMSCI-FT0001-0061742/terremoto-irpinia-1980-sandro-pertini-sui-luoghi-della-tragedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19801123_M6.9_Irpinia,ITA,Italy,4689.0,4689.0,7700.0,,,,,,,20000000000,,USD,,,NOAA,,,,,,,,,,,,,,,,,,,,,,65762680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19801123_M6.9_Irpinia,ITA,Italy,4689.0,4689.0,7700.0,,400000.0,,,,,20000000000,,USD,,,EM-DAT,,,,,,,,,,,,,,,,,,,,,,65762680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19801123_M6.9_Irpinia,ITA,Italy,3000.0,3000.0,8000.0,280000.0,,,,,,,,,,,ISAAC,"https://isaacantisismica.com/en/the-1980-Irpinia-earthquake/#:~:text=500%20municipalities%20out%20of%20700,Angelo%20dei%20Lombardi%20and%20Santomenna.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19801123_M6.9_Irpinia,ITA,Italy,2914.0,2914.0,8848.0,280000.0,,,,,,,,,,,Da.Do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19801123_M6.9_Irpinia,ITA,Italy,2735.0,2735.0,9000.0,394000.0,,479973.0,275263.0,77342.0,Buildings,57000000,,ITL,,,INGV,http://terremoto80.ingv.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19801123_M6.9_Irpinia,ITA,Italy,,,,,,,,,,32363593779,,,,,Corriere,https://www.corriere.it/europeo/cronache/2010/14/europeo-14-sergio-rizzo-professionisti-macerie_d09409de-cfa7-11df-8a5d-00144f02aabe.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19901213_M5.61_Augusta,ITA,Italy,19,19,200.0,2500.0,,,6103.0,,Buildings,,,,,,Catenacci (1992),https://www.isprambiente.gov.it/it/pubblicazioni/periodici-tecnici/memorie-descrittive-della-carta-geologica-ditalia/memdes_47_cron_siciliane.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19901213_M5.61_Augusta,ITA,Italy,19,19,200.0,,,,,,,500000.0,,USD,,,NOAA,,,,,,,,,,,,,,,,,,,,,,657626800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19901213_M5.61_Augusta,ITA,Italy,17,17,,15000.0,,,7104.0,,Buildings,,,,,,Blueplanetearth,http://www.blueplanetheart.it/2017/12/13-dicembre-1990-terremoto-santa-lucia-mw-5-6-colpisce-duramente-siracusano/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19901213_M5.61_Augusta,ITA,Italy,18,18,300.0,14834.0,,,,,,,,ITL,,,INGV,https://storing.ingv.it/cfti/cfti4/quakes/42011.html#,,,,,,,,,,,,,,,,,,,,,155507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19970000_Sequence_UmbriaMarche,ITA,Italy,14,14,100,,,,80000.0,,Buildings,4524000000.0,,USD,,,NOAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19970000_Sequence_UmbriaMarche,ITA,Italy,11,11,100,,,,80000.0,,Buildings,5106000000.0,,USD,,,ISAAC,https://isaacantisismica.com/il-terremoto-di-umbria-e-marche-del-1997/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19970000_Sequence_UmbriaMarche,ITA,Italy,11,11,100,,,,,,,,,,,,Da.Do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020000_Sequence_Molise,ITA,Italy,29,29,135,,,,,,,79600000.0,,USD,,,NOAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020000_Sequence_Molise,ITA,Italy,30,30,33,,8500.0,,,,,,,,,,EM-DAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020000_Sequence_Molise,ITA,Italy,30,30,100,2295.0,,,,,,,,,,,ProtezioneCivile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020000_Sequence_Molise,ITA,Italy,30,30,100,3000.0,,,,,,,,,,,Da.Do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20041124_M4.99_Gardone,ITA,Italy,,,,2202.0,,4147.0,,,Buildings,215000000,,EUR,,,"https://www.gardapost.it/2018/11/24/24-novembre-2004-quattordici-anni-fa-il-terremoto-di-salo/#:~:text=Eppure%20i%20danni%20erano%20ingenti,in%20215%20milioni%20di%20euro.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20041124_M4.99_Gardone,ITA,Italy,,,,2300.0,,1200.0,500.0,40.0,Buildings,215000000,,EUR,,,Pessinaetal2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20041124_M4.99_Gardone,ITA,Italy,,,,,,,3700.0,,Buildings,215000000,,EUR,,,Franceschinaetal2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20090000_Sequence_Laquila,ITA,Italy,308.0,308.0,,67500.0,,,,,,,,,,,Alexander 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20090000_Sequence_Laquila,ITA,Italy,272.0,272.0,1179.0,,,,,,,16000000000.0,,EUR,,,Corriere,https://www.corriere.it/cronache/09_aprile_08/nuovo_bilancio_terremoto_abruzzo_8f2d2710-23fe-11de-a75a-00144f02aabc.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20090000_Sequence_Laquila,ITA,Italy,,,,64789.0,,,,,,,,,,,Asca,https://web.archive.org/web/20090428234331/http://www.asca.it/news-TERREMOTO__SALE_A_64768_IL_NUMERO_DEGLI_SFOLLATI-826191-ora-.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20090000_Sequence_Laquila,ITA,Italy,309.0,309.0,1500.0,,,,,15000.0,Buildings,2500000000.0,,USD,,,NOAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20090000_Sequence_Laquila,ITA,Italy,295.0,295.0,1000.0,55000.0,56000.0,,,,,2500000000.0,260000000.0,USD,,,EM-DAT,,,,,,,,,,,,,,,,,,,,,,3157000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20090000_Sequence_Laquila,ITA,Italy,308.0,308.0,1600.0,80000.0,,,,,,,,,,,Da.Do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20090000_Sequence_Laquila,ITA,Italy,309.0,309.0,1600.0,,,35379.0,23403.0,,Buildings,10000000000.0,,EUR,,,Protezione Civile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20120000_Sequence_EmiliaRomagna,ITA,Italy,27.0,27.0,400.0,45000.0,,,,,,,,EUR,,,Da.Do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20120000_Sequence_EmiliaRomagna,ITA,Italy,,,,,,,,,,13273000000.0,,EUR,,,Documento a Commisione Europea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20120000_Sequence_EmiliaRomagna,ITA,Italy,17.0,17.0,350.0,,,,,,,15800000000.0,,USD,,,NOAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20120000_Sequence_EmiliaRomagna,ITA,Italy,7.0,7.0,50.0,,11000.0,,,,,15800000000.0,1300000000.0,USD,,,EM-DAT,,,,,,,,,,,,,,,,,,,,,,15800000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20162017_Sequence_CentralItaly,ITA,Italy,,,,,,,,,,1000000000-10000000000,,USD,,,Royal Gazzette,https://www.royalgazette.com/re-insurance/article/20160901/reinsurers-face-up-to-166m-italy-quake-loss/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20162017_Sequence_CentralItaly,ITA,Italy,299.0,299.0,388.0,,,,,,,,,,,,"News: Rai, Independent, 24ore","https://www.rainews.it/archivio-rainews/articoli/terremoto-299-vittime-morta-donna-ricoverata-6f42bd7f-3de1-42a8-9649-9d725fb509ff.html
https://www.independent.co.uk/news/world/europe/italy-earthquake-death-toll-reaches-278-amatrice-a7212156.html
https://st.ilsole24ore.com/art/notizie/2016-09-08/terremoto-curcio-4500-tende-ma-presto-via-li-le-casette-7-mesi-115052.shtml?uuid=ADnS26GB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20162017_Sequence_CentralItaly,ITA,Italy,299.0,299.0,368.0,,,,,,,5000000000,,USD,,,NOAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20162017_Sequence_CentralItaly,ITA,Italy,296.0,296.0,400.0,,4454.0,,,,,5000000000,75000000.0,USD,,,EMDAT,,,,,,,,,,,,,,,,,,,,,,5645000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20162017_Sequence_CentralItaly,ITA,Italy,,,,,,,,,,24300000000,,EUR,,,Civil Protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20162017_Sequence_CentralItaly,ITA,Italy,3,1,12.0,28000.0,,,,,,,,,,,"News: Rai, ",https://www.rainews.it/archivio-rainews/articoli/Il-terremoto-delle-740-decine-di-feriti-migliaia-di-sfollati-1cff96b0-45e1-46b3-a0e9-14efbe6b8596.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20162017_Sequence_CentralItaly,ITA,Italy,1,1,,,,,1001.0,,Buildings,200000000.0,,USD,,,NOAA,200 Million between this event and the other one in the same month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20162017_Sequence_CentralItaly,ITA,Italy,,,,100000.0,,,,,,100000000,,,,,News: La Repubblica,https://www.repubblica.it/cronaca/2016/10/30/news/terremoto_rieti-150898762/?ref=HREA-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20162017_Sequence_CentralItaly,ITA,Italy,,,20.0,,22272.0,,,,,200000000,,USD,,,EMDAT,200 Million losses between this event and the other one in the month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20162017_Sequence_CentralItaly,ITA,Italy,2.0,1.0,20.0,,,,,,,200000000,,USD,,,NOAA,200 Million losses between this event and the other one in the month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20162017_Sequence_CentralItaly,ITA,Italy,34,5,11,,,,,,,18000000,6000000,USD,,,NOAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20162017_Sequence_CentralItaly,ITA,Italy,299.0,299.0,388.0,4500.0,,,,,,1000000000-10000000000,,USD,,,Wikipedia English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20162017_Sequence_CentralItaly,ITA,Italy,299.0,299.0,388.0,41000.0,,,,,,4000000000,,EUR,,,Wikipedia Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20162017_Sequence_CentralItaly,ITA,Italy,299.0,299.0,368.0,,,,,,,5000000000,,USD,,,NOAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20162017_Sequence_CentralItaly,ITA,Italy,296.0,296.0,400.0,,4454.0,,,,,5000000000,75000000.0,USD,,,EMDAT,,,,,,,,,,,,,,,,,,,,,,5645000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20162017_Sequence_CentralItaly,ITA,Italy,,,,,,,,,,24300000000,,EUR,,,Civil Protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19920413_M5.3_Roermond,NLD,Netherlands,1,1,46,,,,,,,125000000,,EUR,,,Wikipedia English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19920413_M5.3_Roermond,NLD,Netherlands,1,1,45,,,,,,,100000000,,USD,,,NOAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19920413_M5.3_Roermond,NLD,Netherlands,1,1,45,,1500.0,,,,,50000000,,USD,,,EM-DAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
