STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,SOIL_TYPE,VS30,VS30_TYPE ,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE
PCNH,PCNH,8.63224,-82.9376,seismic,Stations_USGS,0.01598,,,,0.0,,,,,,,,,,,,,,,,,577.82,,4.9,0.63,0.0,6.044,,,inferred
PCNL,PCNL,8.64783,-82.9417,seismic,Stations_USGS,0.01376,,,,0.0,,,,,,,,,,,,,,,,,378.87,,4.4,0.63,0.0,4.106,,,inferred
PGOL,PGOL,8.6443,-83.1713,seismic,Stations_USGS,0.00494,,,,0.0,,,,,,,,,,,,,,,,,900.0,,3.4,0.63,0.0,1.01,,,inferred
UTM:(16P 025 151 10000),,13.6937,-89.2652,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,760.0,,2.8,0.3,,,,,inferred
UTM:(16P 026 151 10000),,13.6945,-89.1728,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,760.0,,3.4,0.3,,,,,inferred
UTM:(16P 057 133 10000),,12.0755,-86.3108,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,498.48,,3.7,0.3,,,,,inferred
UTM:(16P 093 110 10000),,9.9727,-83.0342,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,290.75,,3.6,0.3,,,,,inferred
UTM:(16P 098 103 10000),,9.3357,-82.5874,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,664.31,,3.6,0.3,,,,,inferred
UTM:(16P 100 093 10000),,8.4318,-82.4171,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,333.36,,3.8,0.3,,,,,inferred
UTM:(16P 100 097 10000),,8.7924,-82.4128,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,900.0,,3.8,0.3,,,,,inferred
