# 20180906_M6.6_HokkaidoEasternIburi median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2014,AbrahamsonEtAl2015SInter,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SInter,AtkinsonBoore2003SSlab,AtkinsonBoore2003SSlabCascadia,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014,ZhaoEtAl2016SInter,ZhaoEtAl2016SSlab
t_2694,140.13454000000002,39.98425,0.0030592764,0.0029715453,0.0028850196,0.002455767,0.0022650524,0.0022584302,0.0030614985,0.0027995699,0.0032624314,0.0032203263,0.0029409449
t_2695,140.1334,40.07434,0.0039548934,0.003775436,0.0036677711,0.0029740047,0.002745404,0.002736952,0.004020859,0.0035349922,0.0042535393,0.0038617973,0.0035453984
t_2696,140.13225999999997,40.16442,0.004127125,0.0039654034,0.0038984907,0.0033221005,0.0031659005,0.003159542,0.0042184643,0.0037943511,0.004348493,0.0043671005,0.0040333383
t_2697,140.13111000000004,40.25451,0.004960611,0.0047067953,0.004658469,0.0036657644,0.0035574902,0.0035522496,0.005265487,0.0044401707,0.0052427235,0.0048348317,0.004488793
t_2698,140.12995999999998,40.34459,0.0045714728,0.004332784,0.0042839325,0.004268572,0.004098232,0.0040890654,0.0044362606,0.0044103595,0.004718257,0.0040174536,0.004077159
t_2699,140.06984999999997,40.43421,0.005226741,0.0048096306,0.0047316933,0.004899725,0.004606674,0.0045905435,0.004924662,0.0050151167,0.005460958,0.0044448883,0.004558046
t_27,141.41748,39.08569,0.0055552926,0.0056744893,0.00560766,0.0036898493,0.003586172,0.0035836624,0.0054189293,0.0055967993,0.005587093,0.0057464084,0.0056673544
t_270,143.00977999999998,42.13181,0.025394281,0.022789624,0.023835123,0.019433571,0.021339051,0.021310039,0.023669349,0.027093701,0.024214476,0.021144565,0.024286548
t_2700,140.1288,40.43467,0.00538381,0.0049937526,0.0049309605,0.0050249873,0.004784905,0.004770916,0.0051467204,0.0051736212,0.0055923183,0.0046181907,0.004727836
t_2701,140.01614,40.0734,0.00594066,0.005526093,0.005296688,0.0036894963,0.0033041416,0.00329099,0.006592311,0.004748621,0.0066545033,0.003904444,0.0035503963
t_2702,140.01484,40.16348,0.005185563,0.00492582,0.0048309276,0.0037928335,0.0036054177,0.0035985457,0.0056582433,0.004435433,0.005582007,0.003265754,0.0037708792
t_2703,140.01354000000003,40.25356,0.0069219973,0.006322233,0.0062161693,0.0042128838,0.0040348456,0.0040267278,0.008059315,0.005543035,0.007585576,0.004505636,0.0041810703
t_2704,140.01223,40.34364,0.004803343,0.004463493,0.0043706177,0.0044048447,0.0040960154,0.0040810537,0.0045423275,0.0045733894,0.005051695,0.0054982244,0.0051623737
t_2705,139.95196999999996,40.4332,0.0050127357,0.0045701456,0.004459599,0.004750863,0.0043478054,0.0043278513,0.0045913383,0.0048012063,0.005295868,0.004222423,0.0043298467
t_2706,140.01090999999997,40.43372,0.0050995746,0.0046667317,0.0045730993,0.0048050056,0.004458641,0.0044405856,0.004737591,0.0048879306,0.005357916,0.0043116,0.0044234293
t_2707,139.95127000000002,40.47824,0.0057085925,0.005154519,0.0050426233,0.0047251983,0.004363014,0.0043443465,0.0055026524,0.0052311253,0.006126394,0.005767405,0.0054612546
t_2708,140.01025000000004,40.47876,0.004713396,0.004353236,0.0042777164,0.0031224953,0.0029178914,0.0029067784,0.004295525,0.004661083,0.004888246,0.004353659,0.0044713723
t_2709,139.89155,40.52273,0.0049398206,0.004507631,0.0044150003,0.0045268475,0.004184328,0.0041667623,0.0046163322,0.0046880366,0.0052216765,0.005540822,0.005241331
t_271,142.94932,42.13285,0.03729744,0.036050986,0.03628918,0.0350371,0.035906784,0.03589427,0.037891094,0.036479782,0.037387732,0.03490732,0.035329193
t_2710,139.95056999999997,40.52328,0.0055284686,0.005034249,0.004946267,0.004539587,0.0042523593,0.0042369273,0.005421193,0.005069366,0.0058971047,0.005621432,0.0053138672
t_2711,140.00959,40.5238,0.005036977,0.00464579,0.0045803646,0.004709106,0.004453937,0.0044394247,0.0047755,0.0048344885,0.005249825,0.00429217,0.004401332
t_2712,139.89081,40.56776,0.004618213,0.004278777,0.004215259,0.004205271,0.0039656097,0.003952771,0.004419096,0.004395425,0.0048352387,0.005266912,0.0049629034
t_2713,139.94987000000003,40.56831,0.0044698683,0.0041936403,0.0041462337,0.0041717826,0.0039894544,0.003979219,0.004306159,0.004303804,0.004627757,0.0038822745,0.0039564515
t_2714,140.00892,40.56883,0.0047624283,0.004460996,0.00441791,0.004430237,0.0042595095,0.0042492277,0.004608066,0.0045834174,0.004922674,0.0041260635,0.004212169
t_2715,139.94916,40.61335,0.003933548,0.0038102467,0.003793331,0.0036467984,0.0035844764,0.0035807637,0.0039292783,0.0038096157,0.004012214,0.0035388176,0.0035690286
t_2716,140.00826,40.61387,0.004433847,0.00423559,0.004213904,0.0041049197,0.0040170206,0.0040112054,0.004391328,0.004281984,0.004540136,0.0039238837,0.003981025
t_2717,139.94844999999998,40.65839,0.0047469484,0.004546487,0.004536283,0.0035736114,0.0035495756,0.0035475406,0.00511643,0.0042955754,0.004957664,0.004790514,0.0044507026
t_2718,141.18866000000003,39.98733,0.014106617,0.013496022,0.013380559,0.010679197,0.010444709,0.010432965,0.015009572,0.012742849,0.014786147,0.01419251,0.013165559
t_2719,141.07153,39.98746,0.013546588,0.013010073,0.012912722,0.010084234,0.00989904,0.00989013,0.014557998,0.012181678,0.014192371,0.013491354,0.012491077
t_272,142.88886000000002,42.13386,0.035904754,0.034413263,0.035219215,0.03510855,0.03640185,0.03638378,0.03462948,0.03730672,0.035151348,0.051977336,0.04297399
t_2720,141.18890999999996,40.07743,0.012598549,0.012392127,0.012377819,0.010516596,0.0105016,0.010500799,0.013318551,0.0118320305,0.012916121,0.0143507365,0.013241965
t_2721,141.07162,40.07756,0.009810375,0.009595979,0.009567371,0.008200655,0.00814336,0.008140376,0.010297057,0.009205287,0.010088704,0.011106729,0.010265259
t_2722,141.18915000000004,40.16752,0.01334719,0.012701401,0.012647246,0.010047372,0.009936681,0.009928117,0.01433509,0.012047226,0.013948295,0.013348751,0.012436005
t_2723,141.07172000000003,40.16765,0.009047836,0.00872437,0.008698784,0.007549703,0.0074844514,0.0074792295,0.009439644,0.008469152,0.0093323095,0.010082108,0.009377311
t_2724,141.18941,40.25761,0.013413587,0.012685946,0.012636528,0.010087149,0.009980502,0.009970774,0.014379026,0.012094395,0.014029605,0.013325063,0.012450881
t_2725,141.07181000000003,40.25775,0.010648093,0.010217244,0.010186856,0.00888149,0.008799321,0.008792117,0.011090024,0.009957627,0.010992641,0.011801699,0.011001035
t_2726,141.18966,40.34771,0.018816125,0.017697271,0.017638385,0.0135402875,0.013431432,0.013418763,0.02049357,0.016701752,0.01973353,0.01786729,0.016719794
t_2727,141.07191,40.34784,0.014158003,0.013667021,0.013647518,0.01306293,0.012975977,0.012966055,0.014295371,0.013702463,0.014386077,0.012693277,0.012841854
t_2728,140.83727,39.98737,0.009745695,0.009384611,0.009236995,0.0082607195,0.007909334,0.007894333,0.009836369,0.009117419,0.010178856,0.010851189,0.010043583
t_2729,140.95439999999996,39.98747,0.010113316,0.009751777,0.009625157,0.0085438285,0.008243755,0.008230498,0.010285731,0.0094638225,0.010531263,0.011275237,0.010442413
t_273,143.01121,42.17681,0.029634213,0.025493614,0.027123064,0.02229797,0.025437934,0.02539237,0.027495341,0.03168549,0.028009996,0.024989186,0.028694626
t_2730,140.83706,40.07746,0.011098152,0.010913997,0.010882789,0.010280256,0.010196076,0.01019152,0.011238514,0.010776696,0.011251804,0.010157486,0.010186615
t_2731,140.95434,40.07757,0.0077240164,0.00757869,0.0075411503,0.007170767,0.007071176,0.0070663467,0.00777401,0.007497583,0.007850799,0.007052552,0.007073646
t_2732,140.83684,40.16756,0.0066491207,0.0063957097,0.0063569536,0.0061671035,0.006045162,0.006037546,0.0066088233,0.0064320103,0.006794694,0.005938599,0.006005397
t_2733,140.95428000000004,40.16767,0.005974232,0.00584989,0.0058384696,0.005524774,0.0054898686,0.005487312,0.0060514905,0.0057979883,0.0060581625,0.005441652,0.005469554
t_2734,140.83663,40.25765,0.006964636,0.0065250196,0.006481403,0.0049833204,0.00489345,0.004887181,0.007499052,0.006167482,0.0073596025,0.0065416754,0.0061143204
t_2735,140.95421999999996,40.25776,0.007385599,0.007151691,0.00712955,0.006830677,0.0067565693,0.006750939,0.0074233073,0.0071531376,0.007514414,0.0066449223,0.0067085023
t_2736,140.83641,40.34775,0.0055990824,0.005381576,0.0053662886,0.0046695536,0.0046284623,0.004624932,0.0058316467,0.005239628,0.0057811923,0.0062183267,0.005791143
t_2737,140.95416,40.34785,0.0106444275,0.010254933,0.010230896,0.008877528,0.0088147605,0.008808856,0.011127278,0.009961378,0.010973299,0.011851899,0.0110311005
t_2738,140.72014000000001,39.98714,0.0072784037,0.006956808,0.0068219043,0.0061922967,0.0058624796,0.005848325,0.007250892,0.0068006245,0.007643125,0.008039142,0.007452639
t_2739,140.71977000000004,40.07724,0.007743562,0.007450351,0.007360334,0.0072369804,0.0069789337,0.0069663357,0.0075837164,0.007489639,0.0079589235,0.006920637,0.0069797677
t_274,142.95069999999998,42.17786,0.033979896,0.030419141,0.031953394,0.03732709,0.041147344,0.041095875,0.03185477,0.035951845,0.03237769,0.030367168,0.0324177
t_2740,140.7194,40.16733,0.0058086026,0.00553574,0.005478596,0.0054104496,0.005234996,0.0052252067,0.005686561,0.005609409,0.005972625,0.0051359446,0.0052052536
t_2741,140.71902999999998,40.25743,0.0041266293,0.0039724875,0.0039493637,0.003826888,0.0037536384,0.0037490458,0.0041025057,0.0039930353,0.004216142,0.003688968,0.0037294128
t_2742,140.71866,40.34752,0.0032813163,0.0032182152,0.0032147756,0.0030319607,0.0030202584,0.003019189,0.0033319779,0.003186121,0.0033243266,0.0029942172,0.003008409
t_2743,140.65933,40.43745,0.005400215,0.0051735523,0.005161264,0.004055414,0.0040356284,0.0040335804,0.0058331923,0.0048836307,0.005636646,0.0054428144,0.0050570215
t_2744,140.71828,40.43761,0.004320848,0.0041898815,0.0041857306,0.0039865635,0.0039653834,0.0039628875,0.004365272,0.0041867224,0.004387352,0.0038927598,0.0039309813
t_2745,140.77724,40.43774,0.0043000486,0.004183898,0.0041803173,0.003968183,0.0039508496,0.003948751,0.0043529407,0.004169036,0.004362389,0.003888788,0.0039213803
t_2746,140.65909999999997,40.48249,0.0060357917,0.0058260886,0.005816555,0.0045882845,0.0045792484,0.0045779007,0.0065308786,0.005486649,0.0062773367,0.0062011634,0.005748216
t_2747,140.7181,40.48265,0.0049282596,0.0047694617,0.004767278,0.0045415848,0.0045228014,0.004519933,0.00498264,0.004772875,0.0050034546,0.0044287806,0.0044775195
t_2748,140.83619,40.43784,0.0051747016,0.005057879,0.0050513884,0.00431536,0.0043065394,0.0043056346,0.0054515996,0.004856771,0.005316654,0.0058553554,0.005416719
t_2749,140.89513999999997,40.4379,0.00851322,0.008367558,0.008361345,0.0076361266,0.0076229908,0.0076214354,0.008766928,0.008187739,0.008648882,0.010360886,0.009586312
t_275,142.8902,42.17887,0.039927274,0.036372915,0.037908867,0.039096147,0.042506367,0.042462956,0.038582783,0.041255828,0.038735326,0.051556874,0.046181586
t_2750,140.95410000000004,40.43794,0.01671912,0.016398327,0.016381826,0.013952206,0.013940937,0.013939262,0.017675254,0.015688088,0.01714094,0.01898705,0.017547896
t_2751,141.01305000000002,40.43795,0.023015972,0.022346362,0.02231988,0.01919087,0.019139178,0.019131714,0.024233941,0.021553664,0.023643304,0.025841044,0.023990843
t_2752,140.83608000000004,40.48288,0.0060603106,0.0058715637,0.0058675385,0.005041931,0.005033465,0.005031545,0.006376499,0.0056771906,0.006234263,0.0067854454,0.0063044834
t_2753,140.89507000000003,40.48295,0.009159476,0.008927073,0.008925363,0.008195797,0.008184049,0.008181037,0.0094143925,0.008793276,0.009317437,0.0110339485,0.010251385
t_2754,140.95407,40.48299,0.01674399,0.016249616,0.016238192,0.01393961,0.013920025,0.013915082,0.017631305,0.015677206,0.017200619,0.01877703,0.017440775
t_2755,141.01306,40.483,0.025453629,0.024717154,0.024697132,0.021205066,0.021171683,0.021164164,0.026801271,0.02382899,0.026134543,0.028568793,0.026530378
t_2756,140.83596999999997,40.52793,0.008113254,0.007716758,0.0077152327,0.00672504,0.0067045703,0.00669917,0.008478367,0.007571171,0.008373607,0.008888548,0.008330541
t_2757,140.89499999999998,40.52799,0.01140827,0.010912184,0.010909118,0.009464424,0.009442303,0.009435942,0.011952787,0.01065309,0.0117567135,0.012576065,0.01175895
t_2758,141.18991,40.4378,0.02908269,0.02779063,0.02773639,0.021857899,0.021782655,0.021770066,0.031513423,0.026238384,0.030239962,0.029204994,0.027212908
t_2759,141.13095999999996,40.43788,0.03531703,0.033911586,0.033842288,0.026581952,0.026497783,0.026485123,0.03837126,0.031889778,0.03667153,0.035668395,0.03316678
t_276,143.01264000000003,42.22182,0.034349225,0.027642444,0.030127207,0.024992732,0.03020737,0.030132134,0.031760007,0.036649514,0.032083817,0.028205639,0.033123784
t_2760,141.072,40.43793,0.040480647,0.038684733,0.03855328,0.030112887,0.030036828,0.03002645,0.045924064,0.034954518,0.042338707,0.036206625,0.03358411
t_2761,141.19004,40.48284,0.033402782,0.031978387,0.031924725,0.025080334,0.025024984,0.025012253,0.03622655,0.030124424,0.034697536,0.033582624,0.031279746
t_2762,141.13103999999998,40.48292,0.040974196,0.039534017,0.039466824,0.030832779,0.030790117,0.030779857,0.044586398,0.03700863,0.042471245,0.041581,0.0386001
t_2763,141.07205,40.48297,0.03727952,0.036428362,0.036397763,0.0310966,0.03107286,0.031066349,0.039343484,0.034930393,0.038210627,0.042145815,0.03903341
t_2764,141.19016,40.52789,0.032922134,0.031624734,0.031570036,0.024701584,0.024662906,0.02465255,0.035762787,0.029690303,0.034177408,0.033193707,0.030877769
t_2765,141.13112999999998,40.52797,0.03350855,0.03252514,0.03250177,0.027890345,0.027860029,0.027850151,0.03525074,0.03134585,0.034393497,0.037570324,0.034903448
t_2766,141.07209999999998,40.52802,0.031622175,0.030700631,0.030682623,0.026347881,0.026325507,0.026316429,0.033266775,0.029599663,0.032451455,0.03549871,0.032971554
t_2767,141.19029,40.57293,0.030682689,0.029659202,0.029577143,0.024403498,0.024384882,0.024380775,0.03411542,0.02715482,0.031946454,0.029540448,0.027343059
t_2768,140.77709,40.48278,0.0054821293,0.0052624587,0.005257802,0.004557421,0.004540578,0.0045377165,0.005736118,0.005127948,0.0056523154,0.006075441,0.0056669023
t_2769,140.65888,40.52754,0.0055074315,0.0053696027,0.005368536,0.0050784526,0.0050666477,0.0050644795,0.005591285,0.005340501,0.005580911,0.0049906387,0.005029717
t_277,142.83098,42.22486,0.049263548,0.0419571,0.04473869,0.046705365,0.054157577,0.054065112,0.04781707,0.050637092,0.047257487,0.05824052,0.055199325
t_2770,140.71790999999996,40.5277,0.0062562046,0.005982862,0.0059790974,0.005196332,0.005177815,0.0051741614,0.006538006,0.005847161,0.00645345,0.006902408,0.006450328
t_2771,140.77693999999997,40.52783,0.0067619416,0.00642319,0.0064209215,0.0056069996,0.0055859433,0.0055811927,0.007054183,0.0063106874,0.006983084,0.007400414,0.0069380933
t_2772,140.65864999999997,40.57258,0.006033962,0.0059027555,0.0059016165,0.005565993,0.0055562262,0.005554327,0.0061348174,0.0058541205,0.0061097136,0.0054884,0.005523277
t_2773,140.71771999999999,40.57274,0.006997928,0.0066901078,0.0066879615,0.005807861,0.005792351,0.005788368,0.0073196455,0.0065383706,0.007216401,0.0077153123,0.0072129103
t_2774,140.77679,40.57287,0.0079762805,0.0075240964,0.007525495,0.0065988647,0.006577322,0.0065708617,0.008306504,0.007431375,0.008244515,0.00865443,0.008142604
t_2775,140.65841999999998,40.61762,0.0072427755,0.007069397,0.007065111,0.006033741,0.0060319896,0.0060308287,0.007641549,0.006793879,0.007437014,0.008181695,0.007576784
t_2776,140.71753,40.61778,0.007945252,0.007570137,0.007572352,0.0065842485,0.0065742554,0.0065694745,0.008311864,0.00741724,0.008193933,0.00872449,0.008171209
t_2777,140.77664,40.61791,0.009138767,0.008576599,0.008583753,0.007544904,0.0075278897,0.0075198957,0.009509571,0.0085033225,0.009450142,0.00985258,0.009295077
t_2778,140.95403999999996,40.52803,0.01725906,0.016654959,0.01664562,0.01434585,0.01432117,0.014314283,0.018140223,0.016137524,0.017748803,0.01921887,0.017900554
t_2779,141.01306999999997,40.52804,0.024806956,0.024078906,0.024062276,0.02065789,0.020633437,0.020626158,0.026114684,0.023219006,0.025469888,0.027825432,0.025847865
t_278,142.77043000000003,42.22581,0.054290205,0.04716796,0.04996608,0.051979665,0.059440296,0.059352342,0.05268272,0.05609578,0.05220538,0.06530542,0.061236672
t_2780,140.83586000000003,40.57297,0.009638286,0.009078968,0.009081771,0.007967038,0.007942892,0.0079348935,0.010038269,0.008973879,0.0099625625,0.010434746,0.009826558
t_2781,140.89493,40.57304,0.012641295,0.012009661,0.012010622,0.0104674725,0.010443683,0.01043518,0.013210838,0.01178595,0.013041084,0.013821474,0.01296659
t_2782,140.954,40.57308,0.017836483,0.017245676,0.01723739,0.014832721,0.014815785,0.014809466,0.018762892,0.01668409,0.018332172,0.019913698,0.018531308
t_2783,141.01308,40.57309,0.024280168,0.02376423,0.023746356,0.020278541,0.020276258,0.020273114,0.025641426,0.022775797,0.024882346,0.027541416,0.025479594
t_2784,140.83574999999996,40.61801,0.010678981,0.010026514,0.010034177,0.00881116,0.008791795,0.008782544,0.011115255,0.009932318,0.011040959,0.01150944,0.010858986
t_2785,140.89486,40.61808,0.01301443,0.012346512,0.012351379,0.010769201,0.010752705,0.01074384,0.013592672,0.012129728,0.013425631,0.014207743,0.013339174
t_2786,140.95397000000003,40.61812,0.016707852,0.016033053,0.016037775,0.0139209945,0.013917469,0.013909587,0.017502317,0.015635306,0.017181912,0.01857531,0.017329795
t_2787,141.01309000000003,40.61813,0.020961579,0.020159665,0.020175941,0.017602034,0.017621353,0.01761247,0.021931246,0.019688617,0.021514155,0.023546813,0.021911638
t_2788,141.13121999999998,40.57301,0.033892397,0.032925054,0.032882072,0.026340064,0.026336303,0.026330803,0.03661145,0.030987412,0.035004236,0.03569085,0.033056088
t_2789,141.07214999999997,40.57306,0.03349299,0.032010462,0.03194948,0.026277214,0.026279252,0.026269587,0.037254333,0.02948585,0.034922685,0.031510454,0.02927218
t_279,142.70987000000002,42.22673,0.07186165,0.062265046,0.065121524,0.069438994,0.08001841,0.07989535,0.0729636,0.07000263,0.07007462,0.07330069,0.07116147
t_2790,141.19042000000002,40.61797,0.021667302,0.020888235,0.020838428,0.017040506,0.017052667,0.017050112,0.024173649,0.019126872,0.022599282,0.020609599,0.019063534
t_2791,141.13130999999998,40.61806,0.027221432,0.026013458,0.026010584,0.02054862,0.020584589,0.020575212,0.029513571,0.024644902,0.028230403,0.027502265,0.025572449
t_2792,141.0722,40.61811,0.028992178,0.027309373,0.027289484,0.02249638,0.022536738,0.022523036,0.032190103,0.025428416,0.030295575,0.026680904,0.024868805
t_2793,141.19055000000003,40.66302,0.026897704,0.024886182,0.024879284,0.0196589,0.019746771,0.019730555,0.029767191,0.023096185,0.028238073,0.016679825,0.019663
t_2794,141.13139999999999,40.6631,0.02365731,0.022059593,0.022123039,0.018394506,0.018479034,0.0184614,0.02518337,0.02165189,0.024526482,0.024008706,0.022490699
t_2795,141.07225,40.66315,0.023086496,0.021511877,0.02157109,0.01793201,0.018004902,0.017987277,0.024565093,0.021121753,0.02394724,0.023477849,0.021958485
t_2796,141.19068,40.70806,0.0331859,0.02984442,0.029884849,0.023266211,0.023459883,0.023428928,0.03526114,0.028064355,0.034897488,0.01907744,0.022716748
t_2797,141.13148,40.70814,0.025297578,0.023113547,0.02323407,0.01967639,0.019822689,0.019796416,0.02678467,0.023203354,0.026237154,0.025166087,0.023618208
t_2798,140.83564,40.66306,0.011514337,0.010828605,0.010840704,0.009501979,0.009492775,0.009483403,0.012000182,0.01071309,0.011895248,0.012434943,0.011725426
t_2799,140.89479,40.66313,0.012754039,0.012210148,0.012212023,0.010567405,0.010560438,0.010553985,0.01336975,0.0119050015,0.013134715,0.014065246,0.0131522305
t_28,141.30186000000003,39.08605,0.0045346776,0.0046991375,0.0046100076,0.0030475438,0.0029112329,0.0029080447,0.0043658335,0.004581325,0.004576996,0.004771662,0.0046616867
t_280,142.64930000000004,42.22762,0.09912384,0.08881664,0.09019719,0.08660305,0.0991316,0.09898597,0.11159765,0.09075671,0.09833431,0.061551135,0.07811188
t_2800,140.95394,40.66316,0.020072293,0.018803269,0.018752474,0.0142699955,0.0142811,0.014273108,0.022606794,0.017069083,0.021171547,0.012367681,0.014482758
t_2801,141.01309000000003,40.66317,0.018438715,0.017459046,0.017504796,0.015699703,0.01574314,0.015730284,0.01910372,0.017412746,0.01892766,0.020739878,0.019352878
t_2802,140.83553,40.7081,0.012652185,0.011906153,0.011927985,0.010498869,0.0105069075,0.010497002,0.013183743,0.011803964,0.013051513,0.013743384,0.01294404
t_2803,140.89472,40.70817,0.012840259,0.012399292,0.012403593,0.010733865,0.010742662,0.010738275,0.013489939,0.012045142,0.013187239,0.01439887,0.013391061
t_2804,140.95391,40.70821,0.013262212,0.012821816,0.012854289,0.012524676,0.012556087,0.012549473,0.013358305,0.012997956,0.013387355,0.012264526,0.012322123
t_2805,141.0131,40.70822,0.016085485,0.015184093,0.015266678,0.015589794,0.015666075,0.015650066,0.015932342,0.015925314,0.016228033,0.01497917,0.015095643
t_2806,140.83542,40.75314,0.017318765,0.015985135,0.016002571,0.013619797,0.013661238,0.013647553,0.01900429,0.015249471,0.018173639,0.015786719,0.0148674855
t_2807,140.89465,40.75321,0.013278204,0.012575183,0.0126346,0.012609651,0.012665777,0.012654022,0.013253935,0.013025346,0.013421718,0.012048457,0.012218828
t_2808,140.65819,40.66267,0.010627408,0.009934841,0.009938845,0.007935265,0.007928879,0.007921557,0.01143009,0.009562989,0.011107571,0.010423058,0.009805376
t_2809,140.71734000000004,40.66283,0.0097440975,0.009132286,0.009146219,0.00804737,0.008040034,0.008031533,0.010140339,0.009069078,0.01007154,0.01050596,0.009915484
t_281,142.77169000000004,42.27082,0.07126745,0.057160165,0.061288264,0.0652976,0.08088562,0.08069617,0.07356268,0.06812607,0.06886616,0.06511059,0.06695426
t_2810,140.77648999999997,40.66296,0.010535721,0.009832905,0.009848728,0.008686819,0.008677522,0.008667557,0.010951504,0.009793589,0.010898167,0.011291011,0.010681034
t_2811,140.65796,40.70771,0.012986732,0.011929945,0.011950025,0.009685608,0.009682272,0.009669786,0.013869699,0.011659006,0.013599064,0.012524881,0.011872232
t_2812,140.71715,40.70787,0.011867866,0.01101483,0.011041803,0.009792706,0.009791564,0.009779368,0.012307947,0.011031559,0.01227801,0.012678781,0.012016549
t_2813,140.77634,40.708,0.012286372,0.011440811,0.011466928,0.010146315,0.010148952,0.010137093,0.0127652865,0.011427715,0.012702275,0.013163607,0.012461875
t_2814,140.65773000000002,40.75275,0.015113839,0.013845443,0.01387847,0.011340347,0.011348341,0.011333095,0.016078576,0.013600073,0.01580774,0.014647701,0.013878732
t_2815,140.71695999999997,40.75291,0.017237639,0.015818221,0.015822649,0.0131697785,0.013178829,0.013163996,0.019006655,0.014993945,0.018166097,0.01528633,0.014442306
t_2816,140.77619000000004,40.75304,0.018279782,0.016803738,0.016796233,0.01350093,0.0135204205,0.013506788,0.020433968,0.015717955,0.019295642,0.015698748,0.01480861
t_2817,140.65750000000003,40.79779,0.017034527,0.015664538,0.015709907,0.012834817,0.012864112,0.01284809,0.018078936,0.015382262,0.017771203,0.016681733,0.01570631
t_2818,140.42353000000003,40.43651,0.0058839815,0.005558742,0.005535415,0.0049092947,0.0048282533,0.004821719,0.0060410914,0.0054895426,0.006108665,0.0064111105,0.0060109454
t_2819,140.48248,40.43679,0.0044036293,0.004264571,0.004253918,0.002871167,0.002834861,0.0028318334,0.004286177,0.004394372,0.0044434587,0.004286556,0.0043441094
t_282,142.71108000000004,42.27174,0.08263166,0.06845664,0.07233387,0.07638251,0.09246565,0.09227936,0.086221255,0.077806376,0.080401614,0.074059255,0.076322615
t_2820,140.54143,40.43704,0.0043052426,0.004179188,0.004171171,0.0039785337,0.0039464775,0.0039437446,0.0043351394,0.004172463,0.0043750256,0.0038841965,0.0039185253
t_2821,140.60037999999997,40.43726,0.004287436,0.0041901967,0.004184595,0.0039617107,0.003941031,0.003939191,0.004340944,0.0041600848,0.0043477872,0.0038972117,0.003921179
t_2822,140.42314,40.48156,0.0058691506,0.0056160274,0.005599579,0.005424246,0.005350686,0.005344495,0.0058567263,0.00567365,0.005989136,0.0052122045,0.0052884463
t_2823,140.48212999999998,40.48184,0.0048095677,0.004688592,0.004680502,0.0031351678,0.0031054586,0.0031028641,0.0047105723,0.004805178,0.0048423535,0.004716251,0.004767419
t_2824,140.54111999999998,40.48209,0.004212436,0.0041490393,0.0041457787,0.0038931256,0.0038833073,0.0038824289,0.0042895013,0.0040928572,0.0042623244,0.0038622865,0.0038737734
t_2825,140.60010999999997,40.48231,0.0045642587,0.0045150644,0.0045132847,0.004217868,0.004215111,0.00421477,0.0046639075,0.0044378266,0.004611904,0.0042048316,0.0042102206
t_2826,140.42276000000004,40.5266,0.0068748198,0.006639518,0.0066268803,0.0063515953,0.006293737,0.0062885126,0.006916584,0.006656252,0.006993205,0.006168405,0.006236397
t_2827,140.48179,40.52688,0.0066414904,0.006453531,0.0064445916,0.0061352677,0.006095103,0.0060912874,0.0067133075,0.0064370935,0.0067431442,0.0059992094,0.006050814
t_2828,140.18773999999996,40.4351,0.0055536306,0.005200411,0.005152068,0.0051650205,0.004976726,0.0049650418,0.0053847,0.0053464277,0.0057354616,0.00481405,0.004915812
t_2829,140.06923,40.47925,0.005377089,0.0049444395,0.004873121,0.0050272695,0.004750149,0.0047342423,0.0050883023,0.005158429,0.005608826,0.004567303,0.0046891053
t_283,142.65048000000002,42.27263,0.09439321,0.08197617,0.08542909,0.09330446,0.10792488,0.10776537,0.097539425,0.0899805,0.09244904,0.086771786,0.08945216
t_2830,140.12820999999997,40.47971,0.0056767594,0.0052607753,0.0052012205,0.005288061,0.0050524403,0.00503815,0.0054420466,0.005453817,0.0058904076,0.0048628757,0.0049833767
t_2831,140.18719999999996,40.48014,0.006040362,0.005662311,0.0056152036,0.0056103165,0.0054216576,0.005409566,0.0058751935,0.005815625,0.0062304456,0.005240904,0.005351764
t_2832,140.06861000000004,40.52429,0.0049096067,0.004581033,0.00452903,0.0032267685,0.0030771066,0.003068077,0.0045748134,0.004863821,0.00504696,0.0045822794,0.0046996935
t_2833,140.12763,40.52475,0.0057840827,0.0053870743,0.005337726,0.0053728595,0.0051707164,0.00515783,0.00559124,0.005561051,0.0059817303,0.0049793003,0.005097371
t_2834,140.18665,40.52518,0.006323728,0.005977517,0.0059395717,0.00586096,0.005704904,0.00569446,0.0062100724,0.0060965065,0.0064973743,0.005534865,0.0056372867
t_2835,140.06798000000003,40.56933,0.005198851,0.004858281,0.0048175,0.004823925,0.0046549714,0.0046440912,0.0050436542,0.005000538,0.005368966,0.004489584,0.004591499
t_2836,140.12705,40.56979,0.0056772386,0.005327531,0.0052916748,0.005256456,0.0051025045,0.0050919903,0.0055475063,0.005464277,0.0058466266,0.0049237413,0.0050308467
t_2837,140.18610999999999,40.57022,0.0061377557,0.005841731,0.0058156056,0.0056738593,0.0055602198,0.005552024,0.0060800305,0.005922684,0.0062848036,0.005407898,0.005497593
t_2838,140.24669,40.4355,0.0056900526,0.005370789,0.0053344774,0.005278042,0.0051329965,0.0051233103,0.005578897,0.0054861726,0.0058491966,0.0049763587,0.005070089
