custom_site_id,lon,lat,vs30
t_3812,-72.50881,-36.50226,369
t_3813,-72.22145,-36.88937,245
t_3814,-72.25237,-36.88414,244
t_3815,-72.12216,-36.88025,278
t_3816,-72.2833,-36.87891,260
t_3817,-72.15308,-36.875,266
t_3818,-72.184,-36.86976,269
t_3819,-72.21493,-36.86452,259
t_3820,-72.24587,-36.85929,258
t_3821,-72.11562,-36.85541,285
t_3822,-72.2768,-36.85406,279
t_3823,-72.14655,-36.85015,267
t_3824,-72.17748,-36.84491,286
t_3825,-72.20841,-36.83966,253
t_3826,-72.23935,-36.83442,242
t_3827,-72.10908,-36.83055,284
t_3828,-72.27029,-36.82919,257
t_3829,-72.14001,-36.82529,271
t_3830,-72.17095,-36.82004,259
t_3831,-72.20189,-36.81479,257
t_3832,-72.23284,-36.80955,257
t_3833,-72.10253,-36.80567,283
t_3834,-72.26378,-36.80431,236
t_3835,-72.13348,-36.80041,274
t_3836,-72.16442,-36.79515,271
t_3837,-72.19537,-36.7899,249
t_3838,-72.22632,-36.78466,260
t_3839,-72.09599,-36.78078,291
t_3840,-72.25727,-36.77942,261
t_3841,-72.12693,-36.77552,279
t_3842,-72.15789,-36.77026,261
t_3843,-72.18884,-36.765,312
t_3844,-72.2198,-36.75975,256
t_3845,-72.08944,-36.75588,282
t_3846,-72.25076,-36.75451,263
t_3847,-72.12039,-36.75061,255
t_3848,-72.28172,-36.74927,245
t_3849,-72.15135,-36.74535,323
t_3850,-72.18231,-36.74009,266
t_3851,-72.21327,-36.73484,244
t_3852,-72.08288,-36.73097,261
t_3853,-72.24424,-36.72959,255
t_3854,-72.11385,-36.7257,260
t_3855,-72.27521,-36.72434,277
t_3856,-72.14481,-36.72043,302
t_3857,-72.17578,-36.71517,312
t_3858,-72.20675,-36.70991,306
t_3859,-72.07633,-36.70604,355
t_3860,-72.23772,-36.70465,220
t_3861,-72.1073,-36.70077,281
t_3862,-72.2687,-36.6994,229
t_3863,-72.13827,-36.69549,355
t_3864,-72.16924,-36.69023,248
t_3865,-72.20022,-36.68496,250
t_3866,-72.06977,-36.6811,295
t_3867,-72.2312,-36.67971,244
t_3868,-72.10075,-36.67582,311
t_3869,-72.26218,-36.67445,317
t_3870,-72.13172,-36.67055,233
t_3871,-72.1627,-36.66527,247
t_3872,-72.19369,-36.66001,292
t_3873,-72.22467,-36.65475,324
t_3874,-72.09419,-36.65086,269
t_3875,-72.25566,-36.64949,280
t_3876,-72.12518,-36.64558,240
t_3877,-72.15616,-36.64031,276
t_3878,-72.18715,-36.63504,228
t_3879,-72.21814,-36.62977,263
t_3880,-72.08763,-36.62589,258
t_3881,-72.24914,-36.62451,262
t_3882,-72.11862,-36.62061,275
t_3883,-71.5926,-37.07451,320
t_3884,-71.6543,-37.06388,668
t_3885,-71.39422,-37.05711,900
t_3886,-71.71601,-37.05327,483
t_3887,-71.45591,-37.0464,818
t_3888,-71.77773,-37.04267,424
t_3889,-71.51761,-37.03572,509
t_3890,-71.57932,-37.02505,900
t_3891,-71.64104,-37.0144,739
t_3892,-71.38085,-37.00764,900
t_3893,-71.70277,-37.00378,752
t_3894,-71.44256,-36.99692,801
t_3895,-71.76452,-36.99317,479
t_3896,-71.50429,-36.98622,787
t_3897,-71.56602,-36.97554,900
t_3898,-71.62777,-36.96488,538
t_3899,-71.36746,-36.95813,394
t_3900,-71.68953,-36.95423,687
t_3901,-71.4292,-36.94739,714
t_3902,-71.7513,-36.94361,457
t_3903,-71.49095,-36.93668,524
t_3904,-71.55271,-36.92598,900
t_3905,-71.61449,-36.9153,858
t_3906,-71.35407,-36.90856,900
t_3907,-71.67627,-36.90464,732
t_3908,-71.41583,-36.89781,900
t_3909,-71.73807,-36.894,422
t_3910,-71.47761,-36.88708,900
t_3911,-71.53939,-36.87636,819
t_3912,-71.60119,-36.86567,581
t_3913,-71.34066,-36.85894,900
t_3914,-71.663,-36.85499,579
t_3915,-71.40245,-36.84817,715
t_3916,-71.72482,-36.84433,744
t_3917,-71.46425,-36.83742,900
t_3918,-71.78665,-36.83369,524
t_3919,-71.52606,-36.82669,545
t_3920,-71.58789,-36.81598,721
t_3921,-71.64972,-36.80529,823
t_3922,-71.38906,-36.79848,900
t_3923,-71.71157,-36.79461,555
t_3924,-71.45088,-36.78772,865
t_3925,-71.77343,-36.78396,507
t_3926,-71.51272,-36.77697,900
t_3927,-71.57457,-36.76624,841
t_3928,-71.63643,-36.75553,779
t_3929,-71.37565,-36.74874,900
t_3930,-71.6983,-36.74484,518
t_3931,-71.4375,-36.73796,900
t_3932,-71.76019,-36.73417,456
t_3933,-71.49937,-36.72719,900
t_3934,-71.56124,-36.71645,900
t_3935,-71.62313,-36.70573,549
t_3936,-71.36224,-36.69894,855
t_3937,-71.68502,-36.69502,732
t_3938,-71.42411,-36.68815,900
t_3939,-71.74693,-36.68433,413
t_3940,-71.486,-36.67737,723
t_3941,-71.5479,-36.66661,599
t_3942,-71.60981,-36.65586,727
t_3943,-71.34881,-36.6491,900
t_3944,-71.67174,-36.64514,487
t_3945,-71.41071,-36.63828,608
t_3946,-71.73367,-36.63444,598
t_3947,-71.47263,-36.62749,765
t_3948,-71.53455,-36.61671,508
t_3949,-71.59649,-36.60595,511
t_3950,-71.65844,-36.59521,559
t_3951,-71.3973,-36.58836,900
t_3952,-71.7204,-36.58449,647
t_3953,-72.35316,-37.02256,237
t_3954,-72.38405,-37.01737,256
t_3955,-72.41495,-37.01218,335
t_3956,-72.44585,-37.007,237
t_3957,-72.31578,-37.00298,264
t_3958,-72.34668,-36.99778,259
t_3959,-72.37758,-36.99258,268
t_3960,-72.40848,-36.98739,251
t_3961,-72.43939,-36.98221,233
t_3962,-72.30929,-36.97819,315
t_3963,-72.4703,-36.97702,201
t_3964,-72.34019,-36.97299,275
t_3965,-72.3711,-36.96779,249
t_3966,-72.40201,-36.96259,203
t_3967,-72.43293,-36.9574,235
t_3968,-72.3028,-36.95339,253
t_3969,-72.46384,-36.95222,253
t_3970,-72.33371,-36.94818,300
t_3971,-72.36462,-36.94298,310
t_3972,-72.39554,-36.93778,216
t_3973,-72.42646,-36.93259,442
t_3974,-72.2963,-36.92858,320
t_3975,-72.45738,-36.9274,287
t_3976,-72.32722,-36.92337,302
t_3977,-72.35814,-36.91816,295
t_3978,-72.38906,-36.91295,396
t_3979,-72.41999,-36.90776,369
t_3980,-72.2898,-36.90375,254
t_3981,-72.45092,-36.90256,318
t_3982,-72.32073,-36.89853,285
t_3983,-72.35166,-36.89332,235
t_3984,-72.38259,-36.88812,357
t_3985,-72.41352,-36.88291,435
t_3986,-72.44445,-36.87771,392
t_3987,-72.31423,-36.87369,284
t_3988,-72.34517,-36.86847,243
t_3989,-72.3761,-36.86326,267
t_3990,-72.40704,-36.85806,308
t_3991,-72.43799,-36.85285,325
t_3992,-72.30774,-36.84883,257
t_3993,-72.46893,-36.84766,288
t_3994,-72.33868,-36.84361,265
t_3995,-72.36962,-36.8384,383
t_3996,-72.40057,-36.83319,237
t_3997,-72.43151,-36.82798,263
t_3998,-72.30124,-36.82396,252
t_3999,-72.46247,-36.82278,313
t_4000,-72.33218,-36.81874,308
t_4001,-72.36313,-36.81352,258
t_4002,-72.39409,-36.8083,305
t_4003,-72.42504,-36.80309,254
t_4004,-72.29473,-36.79908,261
t_4005,-72.456,-36.79789,247
t_4006,-72.32569,-36.79385,235
t_4007,-72.35664,-36.78862,230
t_4008,-72.3876,-36.78341,216
t_4009,-72.41856,-36.77819,328
t_4010,-72.28823,-36.77418,255
t_4011,-72.44953,-36.77298,375
t_4012,-72.31919,-36.76895,247
t_4013,-72.35015,-36.76372,245
t_4014,-72.38112,-36.7585,275
t_4015,-72.41208,-36.75328,381
t_4016,-72.44305,-36.74807,255
t_4017,-72.31269,-36.74403,255
t_4018,-72.47403,-36.74286,239
t_4019,-72.34366,-36.7388,223
t_4020,-72.37463,-36.73357,238
t_4021,-72.4056,-36.72835,226
t_4022,-72.43658,-36.72313,312
t_4023,-72.60162,-37.11014,373
t_4024,-72.6325,-37.105,448
t_4025,-72.50255,-37.10086,284
t_4026,-72.53343,-37.0957,340
t_4027,-72.56431,-37.09055,337
t_4028,-72.5952,-37.0854,338
t_4029,-72.62609,-37.08026,462
t_4030,-72.4961,-37.07612,302
t_4031,-72.65698,-37.07512,353
t_4032,-72.52699,-37.07096,380
t_4033,-72.55788,-37.0658,372
t_4034,-72.58877,-37.06065,425
t_4035,-72.61967,-37.0555,378
t_4036,-72.48966,-37.05137,286
t_4037,-72.65057,-37.05036,467
t_4038,-72.52055,-37.0462,285
t_4039,-72.55145,-37.04104,325
t_4040,-72.58235,-37.03588,265
t_4041,-72.61325,-37.03073,432
t_4042,-72.48321,-37.0266,211
t_4043,-72.64415,-37.02559,452
t_4044,-72.51411,-37.02143,282
t_4045,-72.54501,-37.01626,228
t_4046,-72.57592,-37.0111,440
t_4047,-72.60683,-37.00595,413
t_4048,-72.47676,-37.00182,233
t_4049,-72.63774,-37.0008,464
t_4050,-72.50766,-36.99664,266
t_4051,-72.53857,-36.99148,273
t_4052,-72.56948,-36.98631,456
t_4053,-72.6004,-36.98115,477
t_4054,-72.63132,-36.976,335
t_4055,-72.50121,-36.97185,236
t_4056,-72.53213,-36.96667,292
t_4057,-72.56305,-36.96151,319
t_4058,-72.59397,-36.95634,568
t_4059,-72.62489,-36.95118,600
t_4060,-72.49476,-36.94703,180
t_4061,-72.65582,-36.94603,380
t_4062,-72.52569,-36.94186,335
t_4063,-72.55661,-36.93669,363
t_4064,-72.58754,-36.93152,362
t_4065,-72.61847,-36.92636,499
t_4066,-72.48831,-36.92221,235
t_4067,-72.6494,-36.9212,522
t_4068,-72.51924,-36.91703,387
t_4069,-72.55017,-36.91185,312
t_4070,-72.5811,-36.90668,397
t_4071,-72.61204,-36.90152,446
t_4072,-72.48185,-36.89737,437
t_4073,-72.64298,-36.89636,647
t_4074,-72.51279,-36.89219,364
t_4075,-72.54373,-36.88701,354
t_4076,-72.57467,-36.88183,463
t_4077,-72.60561,-36.87666,486
t_4078,-72.47539,-36.87252,409
t_4079,-72.63656,-36.8715,645
t_4080,-72.50633,-36.86733,449
t_4081,-72.53728,-36.86215,385
t_4082,-72.56823,-36.85697,385
t_4083,-72.59918,-36.8518,637
t_4084,-72.63013,-36.84663,456
t_4085,-72.49988,-36.84246,387
t_4086,-72.53083,-36.83728,455
t_4087,-72.56178,-36.83209,508
t_4088,-72.59274,-36.82692,522
t_4089,-72.6237,-36.82174,376
t_4090,-72.49342,-36.81758,278
t_4091,-72.65466,-36.81657,340
t_4092,-72.52438,-36.81239,475
t_4093,-71.32974,-37.53168,900
t_4094,-71.3164,-37.48274,724
t_4095,-71.30304,-37.43375,895
t_4096,-71.28967,-37.3847,600
t_4097,-71.27629,-37.3356,613
t_4098,-71.2629,-37.28645,648
t_4099,-71.32446,-37.27576,600
t_4100,-71.2495,-37.23725,600
t_4101,-71.31108,-37.22654,600
t_4102,-71.23609,-37.188,562
t_4103,-71.29769,-37.17727,900
t_4104,-71.22266,-37.13869,882
t_4105,-71.28429,-37.12794,900
t_4106,-71.20923,-37.08933,708
t_4107,-71.27088,-37.07857,900
t_4108,-71.33254,-37.06783,678
t_4109,-71.19578,-37.03991,648
t_4110,-71.25746,-37.02914,900
t_4111,-71.31915,-37.01838,661
t_4112,-71.18232,-36.99045,900
t_4113,-71.24402,-36.97966,774
t_4114,-71.30574,-36.96888,900
t_4115,-71.16885,-36.94093,900
t_4116,-71.23058,-36.93012,900
t_4117,-71.29232,-36.91933,492
t_4118,-71.15537,-36.89136,900
t_4119,-71.21712,-36.88053,900
t_4120,-71.27889,-36.86973,900
t_4121,-71.14187,-36.84174,900
t_4122,-71.20365,-36.83089,554
t_4123,-71.26544,-36.82007,900
t_4124,-71.32724,-36.80927,736
t_4125,-71.12837,-36.79206,659
t_4126,-71.19017,-36.7812,802
t_4127,-71.25199,-36.77036,900
t_4128,-71.31381,-36.75954,788
t_4129,-71.17668,-36.73145,859
t_4130,-71.23852,-36.7206,900
t_4131,-71.30037,-36.70976,900
t_4132,-71.16317,-36.68166,900
t_4133,-71.22504,-36.67078,893
t_4134,-71.28692,-36.65993,900
t_4135,-71.14966,-36.6318,900
t_4136,-71.21155,-36.62091,714
t_4137,-71.27346,-36.61005,846
t_4138,-71.33537,-36.59919,884
t_4139,-71.07422,-36.59282,623
t_4140,-71.13613,-36.5819,851
t_4141,-71.19805,-36.57099,900
t_4142,-71.25998,-36.56011,900
t_4143,-71.32192,-36.54924,900
t_4144,-71.06066,-36.54288,708
t_4145,-71.12259,-36.53194,737
t_4146,-71.18454,-36.52102,900
t_4147,-71.24649,-36.51012,900
t_4148,-71.30846,-36.49923,409
t_4149,-71.04708,-36.49288,900
t_4150,-71.10904,-36.48193,572
t_4151,-71.17101,-36.47099,876
t_4152,-71.23299,-36.46007,842
t_4153,-71.29498,-36.44917,900
t_4154,-71.0335,-36.44284,595
t_4155,-71.09548,-36.43186,900
t_4156,-71.15747,-36.42091,900
t_4157,-71.21948,-36.40997,900
t_4158,-71.2815,-36.39906,900
t_4159,-71.0199,-36.39273,544
t_4160,-72.00606,-37.41595,299
t_4161,-71.80833,-37.39822,254
t_4162,-71.86987,-37.38774,389
t_4163,-71.93142,-37.37728,449
t_4164,-71.99299,-37.36683,324
t_4165,-72.05456,-37.35641,296
t_4166,-71.79517,-37.3491,523
t_4167,-71.85674,-37.3386,320
t_4168,-71.91832,-37.32812,443
t_4169,-71.97991,-37.31766,277
t_4170,-72.04151,-37.30722,274
t_4171,-71.8436,-37.28941,390
t_4172,-71.9052,-37.27892,485
t_4173,-71.96682,-37.26844,293
t_4174,-72.02845,-37.25798,270
t_4175,-71.83045,-37.24017,474
t_4176,-71.89208,-37.22966,373
t_4177,-71.95372,-37.21917,292
t_4178,-72.01537,-37.20869,286
t_4179,-71.81728,-37.19087,469
t_4180,-71.87894,-37.18035,431
t_4181,-71.9406,-37.16984,320
t_4182,-72.00228,-37.15935,298
t_4183,-72.06397,-37.14888,298
t_4184,-71.80411,-37.14153,478
t_4185,-71.86579,-37.13098,390
t_4186,-71.92748,-37.12046,326
t_4187,-71.98918,-37.10996,318
t_4188,-72.0509,-37.09947,293
t_4189,-71.85263,-37.08157,385
t_4190,-71.91434,-37.07103,353
t_4191,-71.97607,-37.06051,323
t_4192,-72.03781,-37.05001,334
t_4193,-71.83946,-37.0321,402
t_4194,-71.9012,-37.02154,381
t_4195,-71.96295,-37.01101,334
t_4196,-72.02472,-37.00049,325
t_4197,-71.82627,-36.98258,407
t_4198,-71.88804,-36.97201,393
t_4199,-71.94982,-36.96145,334
t_4200,-72.01161,-36.95092,305
t_4201,-71.81308,-36.933,442
t_4202,-71.87487,-36.92241,387
t_4203,-71.93667,-36.91185,334
t_4204,-71.99849,-36.9013,274
t_4205,-72.06032,-36.89077,286
t_4206,-71.79987,-36.88337,380
t_4207,-71.86169,-36.87277,346
t_4208,-71.92352,-36.86219,280
t_4209,-71.98536,-36.85162,272
t_4210,-72.04721,-36.84107,293
t_4211,-71.8485,-36.82307,326
t_4212,-71.91035,-36.81247,303
t_4213,-71.97222,-36.80189,334
t_4214,-72.0341,-36.79133,289
t_4215,-71.83529,-36.77332,355
t_4216,-71.89718,-36.76271,323
t_4217,-71.95907,-36.75211,314
t_4218,-72.02097,-36.74153,264
t_4219,-71.82208,-36.72352,340
t_4220,-71.88399,-36.71289,303
t_4221,-71.9459,-36.70227,307
t_4222,-72.00783,-36.69168,332
t_4223,-71.80885,-36.67366,330
t_4224,-71.87078,-36.66301,309
t_4225,-72.06321,-36.65615,281
t_4226,-71.93273,-36.65238,286
t_4227,-71.99468,-36.64177,289
t_4228,-72.05665,-36.63118,278
t_4229,-71.79562,-36.62375,344
t_4230,-72.22638,-37.27601,270
t_4231,-72.2572,-37.27083,234
t_4232,-72.21989,-37.25138,247
t_4233,-72.09008,-37.24755,270
t_4234,-72.25072,-37.24619,262
t_4235,-72.28155,-37.241,276
t_4236,-72.15173,-37.23713,237
t_4237,-72.21339,-37.22673,269
t_4238,-72.24423,-37.22153,283
t_4239,-72.27506,-37.21634,274
t_4240,-72.20689,-37.20206,375
t_4241,-72.07703,-37.19824,250
t_4242,-72.23773,-37.19687,359
t_4243,-72.26858,-37.19167,281
t_4244,-72.13871,-37.18781,399
t_4245,-72.20039,-37.17739,347
t_4246,-72.23124,-37.17219,293
t_4247,-72.26209,-37.16699,267
t_4248,-72.19389,-37.1527,260
t_4249,-72.22474,-37.1475,239
t_4250,-72.2556,-37.1423,232
t_4251,-72.12567,-37.13843,262
t_4252,-72.18738,-37.128,305
t_4253,-72.21824,-37.12279,239
t_4254,-72.2491,-37.11759,230
t_4255,-72.27997,-37.11239,228
t_4256,-72.18087,-37.10328,265
t_4257,-72.21174,-37.09807,263
t_4258,-72.24261,-37.09286,265
t_4259,-72.11262,-37.089,277
t_4260,-72.27348,-37.08766,252
t_4261,-72.17436,-37.07856,263
t_4262,-72.20523,-37.07334,282
t_4263,-72.23611,-37.06813,244
t_4264,-72.26698,-37.06292,209
t_4265,-72.16784,-37.05381,277
t_4266,-72.19872,-37.04859,245
t_4267,-72.2296,-37.04338,232
t_4268,-72.09956,-37.03952,252
t_4269,-72.26049,-37.03817,247
t_4270,-72.16132,-37.02906,309
t_4271,-72.19221,-37.02383,298
t_4272,-72.2231,-37.01861,292
t_4273,-72.25399,-37.0134,301
t_4274,-72.28488,-37.00819,316
t_4275,-72.1548,-37.00429,256
t_4276,-72.18569,-36.99906,263
t_4277,-72.21659,-36.99384,316
t_4278,-72.08649,-36.98999,285
t_4279,-72.24749,-36.98862,307
t_4280,-72.27839,-36.9834,348
t_4281,-72.14828,-36.97951,278
t_4282,-72.17918,-36.97428,289
t_4283,-72.21008,-36.96905,297
t_4284,-72.24098,-36.96383,303
t_4285,-72.27189,-36.95861,278
t_4286,-72.14175,-36.95472,275
t_4287,-72.17266,-36.94948,266
t_4288,-72.20356,-36.94425,274
t_4289,-72.07341,-36.9404,294
t_4290,-72.23447,-36.93902,248
t_4291,-72.26539,-36.9338,233
t_4292,-72.13522,-36.92991,321
t_4293,-72.16613,-36.92467,299
t_4294,-72.19705,-36.91943,233
t_4295,-72.22796,-36.9142,263
t_4296,-72.25888,-36.90897,224
t_4297,-72.12869,-36.90509,244
t_4298,-72.15961,-36.89984,302
t_4299,-72.19053,-36.8946,275
t_4300,-72.46152,-37.31372,276
t_4301,-72.3318,-37.30973,266
t_4302,-72.36261,-37.30456,272
t_4303,-72.39343,-37.2994,208
t_4304,-72.42426,-37.29425,226
t_4305,-72.29451,-37.29028,282
t_4306,-72.45508,-37.2891,212
t_4307,-72.32533,-37.2851,265
t_4308,-72.35615,-37.27994,269
t_4309,-72.38698,-37.27477,241
t_4310,-72.41781,-37.26962,256
t_4311,-72.28803,-37.26565,239
t_4312,-72.44864,-37.26446,285
t_4313,-72.31886,-37.26047,319
t_4314,-72.34969,-37.2553,289
t_4315,-72.38052,-37.25013,195
t_4316,-72.41135,-37.24497,250
t_4317,-72.44219,-37.23981,254
t_4318,-72.31238,-37.23582,275
t_4319,-72.47303,-37.23466,337
t_4320,-72.34322,-37.23065,269
t_4321,-72.37406,-37.22548,241
t_4322,-72.4049,-37.22031,243
t_4323,-72.43574,-37.21515,289
t_4324,-72.3059,-37.21116,259
t_4325,-72.46659,-37.20999,312
t_4326,-72.33675,-37.20598,242
t_4327,-72.36759,-37.20081,230
t_4328,-72.39844,-37.19564,230
t_4329,-72.42929,-37.19047,241
t_4330,-72.29942,-37.18649,251
t_4331,-72.46015,-37.18531,272
t_4332,-72.33027,-37.1813,249
t_4333,-72.36113,-37.17613,233
t_4334,-72.39198,-37.17095,227
t_4335,-72.42284,-37.16578,273
t_4336,-72.29294,-37.1618,254
t_4337,-72.4537,-37.16062,217
t_4338,-72.3238,-37.15661,244
t_4339,-72.35466,-37.15143,235
t_4340,-72.38552,-37.14625,215
t_4341,-72.41638,-37.14108,254
t_4342,-72.28646,-37.1371,229
t_4343,-72.44725,-37.13591,238
t_4344,-72.31732,-37.13191,264
t_4345,-72.34818,-37.12672,264
t_4346,-72.37905,-37.12154,233
t_4347,-72.40992,-37.11636,264
t_4348,-72.44079,-37.11119,216
t_4349,-72.31084,-37.10719,263
t_4350,-72.47167,-37.10602,259
t_4351,-72.34171,-37.102,248
t_4352,-72.37258,-37.09682,260
t_4353,-72.40346,-37.09163,226
t_4354,-72.43434,-37.08646,213
t_4355,-72.30435,-37.08246,243
t_4356,-72.46522,-37.08129,276
t_4357,-72.33523,-37.07727,244
t_4358,-72.36611,-37.07208,234
t_4359,-72.39699,-37.06689,253
t_4360,-72.42788,-37.06171,229
t_4361,-72.29786,-37.05772,252
t_4362,-72.45877,-37.05654,264
t_4363,-72.32875,-37.05252,236
t_4364,-72.35963,-37.04732,234
t_4365,-72.39052,-37.04214,219
t_4366,-72.42142,-37.03695,215
t_4367,-72.29137,-37.03296,237
t_4368,-72.45231,-37.03177,201
t_4369,-72.32226,-37.02776,282
t_4370,-72.61686,-37.41619,329
t_4371,-72.48726,-37.41209,279
t_4372,-72.64766,-37.41109,347
t_4373,-72.51805,-37.40696,268
t_4374,-72.54885,-37.40184,270
t_4375,-72.57965,-37.39673,273
t_4376,-72.61046,-37.39161,303
t_4377,-72.48083,-37.38752,231
t_4378,-72.64127,-37.38651,283
t_4379,-72.51163,-37.38239,298
t_4380,-72.54244,-37.37726,289
t_4381,-72.57324,-37.37214,358
t_4382,-72.60406,-37.36703,381
t_4383,-72.63487,-37.36192,361
t_4384,-72.5052,-37.3578,367
t_4385,-72.53602,-37.35267,361
t_4386,-72.56683,-37.34755,377
t_4387,-72.59765,-37.34243,380
t_4388,-72.62847,-37.33731,313
t_4389,-72.49878,-37.3332,475
t_4390,-72.52959,-37.32806,425
t_4391,-72.56041,-37.32294,325
t_4392,-72.59124,-37.31781,320
t_4393,-72.62207,-37.3127,272
t_4394,-72.49234,-37.30858,359
t_4395,-72.6529,-37.30758,302
t_4396,-72.52317,-37.30345,341
t_4397,-72.554,-37.29832,279
t_4398,-72.58483,-37.29319,370
t_4399,-72.61566,-37.28807,351
t_4400,-72.48591,-37.28396,316
t_4401,-72.6465,-37.28295,273
t_4402,-72.51674,-37.27882,412
t_4403,-72.54757,-37.27368,340
t_4404,-72.57841,-37.26855,379
t_4405,-72.60925,-37.26342,309
t_4406,-72.47947,-37.25931,292
t_4407,-72.64009,-37.2583,317
t_4408,-72.51031,-37.25417,314
t_4409,-72.54115,-37.24903,406
t_4410,-72.57199,-37.2439,266
t_4411,-72.60284,-37.23877,313
t_4412,-72.63369,-37.23364,274
t_4413,-72.50388,-37.22951,282
t_4414,-72.53472,-37.22437,322
t_4415,-72.56557,-37.21923,261
t_4416,-72.59643,-37.2141,284
t_4417,-72.62728,-37.20897,360
t_4418,-72.49744,-37.20484,252
t_4419,-72.52829,-37.19969,275
t_4420,-72.55915,-37.19455,446
t_4421,-72.59001,-37.18941,329
t_4422,-72.62087,-37.18428,519
t_4423,-72.491,-37.18016,247
t_4424,-72.65173,-37.17915,509
t_4425,-72.52186,-37.17501,455
t_4426,-72.55272,-37.16986,385
t_4427,-72.58359,-37.16472,326
t_4428,-72.61446,-37.15958,541
t_4429,-72.48456,-37.15546,231
t_4430,-72.64533,-37.15445,527
t_4431,-72.51543,-37.1503,365
t_4432,-72.54629,-37.14515,295
t_4433,-72.57717,-37.14001,393
t_4434,-72.60804,-37.13487,317
t_4435,-72.47812,-37.13075,229
t_4436,-72.63892,-37.12973,486
t_4437,-72.50899,-37.12559,275
t_4438,-72.53986,-37.12044,233
t_4439,-72.57074,-37.11529,343
t_4440,-71.46589,-37.55939,623
t_4441,-71.78627,-37.55572,661
t_4442,-71.52731,-37.54883,900
t_4443,-71.58875,-37.53829,678
t_4444,-71.65019,-37.52776,900
t_4445,-71.39117,-37.52106,900
t_4446,-71.71165,-37.51726,809
t_4447,-71.4526,-37.51047,900
t_4448,-71.77312,-37.50677,460
t_4449,-71.51405,-37.49989,761
t_4450,-71.57551,-37.48934,900
t_4451,-71.63699,-37.4788,882
t_4452,-71.37785,-37.47211,900
t_4453,-71.69847,-37.46827,900
t_4454,-71.43931,-37.4615,900
t_4455,-71.75996,-37.45777,460
t_4456,-71.50078,-37.4509,685
t_4457,-71.56227,-37.44033,900
t_4458,-71.62377,-37.42977,900
t_4459,-71.36452,-37.4231,900
t_4460,-71.68528,-37.41924,900
t_4461,-71.426,-37.41247,900
t_4462,-71.7468,-37.40872,708
t_4463,-71.4875,-37.40186,710
t_4464,-71.54902,-37.39127,900
t_4465,-71.61054,-37.3807,561
t_4466,-71.35117,-37.37404,900
t_4467,-71.67207,-37.37015,900
t_4468,-71.41269,-37.36339,900
t_4469,-71.73362,-37.35961,415
t_4470,-71.47421,-37.35277,713
t_4471,-71.53575,-37.34216,472
t_4472,-71.5973,-37.33158,481
t_4473,-71.33782,-37.32492,900
t_4474,-71.65885,-37.32101,421
t_4475,-71.39936,-37.31427,900
t_4476,-71.72042,-37.31046,332
t_4477,-71.46091,-37.30362,900
t_4478,-71.78201,-37.29992,274
t_4479,-71.52247,-37.293,900
t_4480,-71.58404,-37.2824,835
t_4481,-71.64563,-37.27181,900
t_4482,-71.38602,-37.26508,562
t_4483,-71.70722,-37.26125,900
t_4484,-71.44759,-37.25443,380
t_4485,-71.76883,-37.2507,491
t_4486,-71.50918,-37.24379,900
t_4487,-71.57078,-37.23317,383
t_4488,-71.63239,-37.22257,900
t_4489,-71.37267,-37.21585,480
t_4490,-71.69401,-37.21198,708
t_4491,-71.43427,-37.20517,638
t_4492,-71.75564,-37.20142,583
t_4493,-71.49588,-37.19452,650
t_4494,-71.5575,-37.18388,900
t_4495,-71.61914,-37.17327,900
t_4496,-71.3593,-37.16656,900
t_4497,-71.68078,-37.16267,900
t_4498,-71.42093,-37.15587,900
t_4499,-71.74244,-37.15209,551
t_4500,-71.48257,-37.1452,786
t_4501,-71.54422,-37.13455,900
t_4502,-71.60588,-37.12391,900
t_4503,-71.34593,-37.11722,900
t_4504,-71.66755,-37.1133,539
t_4505,-71.40758,-37.10651,900
t_4506,-71.72923,-37.1027,579
t_4507,-71.46924,-37.09583,791
t_4508,-71.79092,-37.09213,428
t_4509,-71.53092,-37.08516,900
t_4510,-72.4092,-37.60415,257
t_4511,-72.43994,-37.59904,263
t_4512,-72.31054,-37.59508,289
t_4513,-72.47069,-37.59392,258
t_4514,-72.34128,-37.58994,459
t_4515,-72.37202,-37.58481,338
t_4516,-72.40277,-37.57969,295
t_4517,-72.43351,-37.57457,304
t_4518,-72.30408,-37.57061,275
t_4519,-72.46427,-37.56945,252
t_4520,-72.33483,-37.56548,335
t_4521,-72.36558,-37.56034,272
t_4522,-72.39633,-37.55521,258
t_4523,-72.42708,-37.55009,234
t_4524,-72.29762,-37.54614,274
t_4525,-72.45784,-37.54497,348
t_4526,-72.32837,-37.54099,248
t_4527,-72.35913,-37.53586,312
t_4528,-72.38989,-37.53072,304
t_4529,-72.42065,-37.5256,299
t_4530,-72.29116,-37.52164,269
t_4531,-72.45141,-37.52047,216
t_4532,-72.32192,-37.5165,250
t_4533,-72.35268,-37.51136,253
t_4534,-72.38344,-37.50622,236
t_4535,-72.41421,-37.50109,242
t_4536,-72.44498,-37.49596,233
t_4537,-72.31546,-37.49199,260
t_4538,-72.34623,-37.48685,262
t_4539,-72.377,-37.4817,263
t_4540,-72.40777,-37.47657,257
t_4541,-72.43855,-37.47144,217
t_4542,-72.309,-37.46747,251
t_4543,-72.46933,-37.46631,244
t_4544,-72.33977,-37.46232,230
t_4545,-72.37055,-37.45718,246
t_4546,-72.40133,-37.45204,256
t_4547,-72.43211,-37.4469,281
t_4548,-72.30253,-37.44294,291
