STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES,GMICE,SA(2.0)_VALUE,SA(2.0)_LN_SIGMA
Gorkha9,Gorkha9,84.5927,27.973,macroseismic,556.56,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Gorkha10,Gorkha10,84.5773,27.977,macroseismic,627.64,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Gorkha11,Gorkha11,84.5563,27.957,macroseismic,603.73,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Gorkha12,Gorkha12,84.6152,28.03,macroseismic,835.35,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Gorkha13,Gorkha13,84.6433,28.03,macroseismic,900.0,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Gorkha14,Gorkha14,84.6553,28.012,macroseismic,796.12,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Gorkha15,Gorkha15,84.6553,27.993,macroseismic,900.0,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Jiri1,Jiri1,86.2658,27.643,macroseismic,900.0,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Jiri2,Jiri2,86.2665,27.616,macroseismic,810.92,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Jiri3,Jiri3,86.2538,27.602,macroseismic,900.0,9.0,0.3,0.52,0.5600168343967803,0.52,120.81481524795296,0.56,1.4284085011041625,0.58,0.4732825851390492,0.65,0.16580976733828334,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.8507449779974539,0.62
Jiri4,Jiri4,86.2435,27.622,macroseismic,900.0,9.0,0.3,0.52,0.5600168343967803,0.52,120.81481524795296,0.56,1.4284085011041625,0.58,0.4732825851390492,0.65,0.16580976733828334,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.8507449779974539,0.62
Jiri5,Jiri5,86.2262,27.656,macroseismic,900.0,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Jiri6,Jiri6,86.2207,27.628,macroseismic,707.5,8.5,0.3,0.52,0.3922346560010223,0.52,78.61101238308251,0.56,0.9531631723643558,0.58,0.3096155035446315,0.65,0.10358056485117581,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.49826156374187897,0.62
Jiri7,Jiri7,86.1912,27.629,macroseismic,695.18,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Jiri8,Jiri8,86.2148,27.599,macroseismic,900.0,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Jiri9,Jiri9,86.1803,27.605,macroseismic,757.91,8.5,0.3,0.52,0.3922346560010223,0.52,78.61101238308251,0.56,0.9531631723643558,0.58,0.3096155035446315,0.65,0.10358056485117581,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.49826156374187897,0.62
Jiri10,Jiri10,86.1655,27.592,macroseismic,853.54,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Jiri11,Jiri11,86.1854,27.574,macroseismic,900.0,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Kageshworimanahara1,Kageshworimanahara1,85.4216,27.727,macroseismic,346.67,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Kageshworimanahara6,Kageshworimanahara6,85.4107,27.736,macroseismic,346.67,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Kageshworimanahara11,Kageshworimanahara11,85.3992,27.738,macroseismic,399.91,6.5,0.3,0.52,0.09438989150518112,0.52,14.09081685511731,0.56,0.18898466509022505,0.58,0.056706311349312415,0.65,0.015774330485024173,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.058625877598626606,0.62
Kageshworimanahara13,Kageshworimanahara13,85.3759,27.699,macroseismic,371.2,6.0,0.3,0.52,0.06611048873983888,0.52,9.168522718112113,0.56,0.12610763851263201,0.58,0.037096554350119965,0.65,0.009854148449858388,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.03433581414349425,0.62
Kageshworimanahara15,Kageshworimanahara15,85.4329,27.749,macroseismic,556.28,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Kageshworimanahara16,Kageshworimanahara16,85.4194,27.739,macroseismic,346.67,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Kamalamai1,Kamalamai1,85.8871,27.259,macroseismic,900.0,8.5,0.3,0.52,0.3922346560010223,0.52,78.61101238308251,0.56,0.9531631723643558,0.58,0.3096155035446315,0.65,0.10358056485117581,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.49826156374187897,0.62
Kamalamai2,Kamalamai2,85.8911,27.248,macroseismic,664.84,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Kamalamai3,Kamalamai3,85.8551,27.169,macroseismic,627.12,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Kamalamai4,Kamalamai4,85.898,27.197,macroseismic,435.39,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Kamalamai5,Kamalamai5,85.918,27.246,macroseismic,900.0,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Kamalamai6,Kamalamai6,85.9208,27.219,macroseismic,447.05,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Kamalamai7,Kamalamai7,85.9558,27.201,macroseismic,799.29,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Kamalamai8,Kamalamai8,85.9767,27.242,macroseismic,900.0,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Kamalamai9,Kamalamai9,85.952,27.24,macroseismic,739.45,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Kamalamai10,Kamalamai10,85.9058,27.15,macroseismic,713.66,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Kamalamai11,Kamalamai11,85.9577,27.102,macroseismic,486.94,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Kamalamai12,Kamalamai12,85.9739,27.081,macroseismic,619.55,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Kamalamai14,Kamalamai14,85.9901,27.073,macroseismic,575.58,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Kamalamai15,Kamalamai15,85.9596,27.137,macroseismic,900.0,6.5,0.3,0.52,0.09438989150518112,0.52,14.09081685511731,0.56,0.18898466509022505,0.58,0.056706311349312415,0.65,0.015774330485024173,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.058625877598626606,0.62
Kamalamai16,Kamalamai16,85.9936,27.095,macroseismic,900.0,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Kamalamai17,Kamalamai17,86.0034,27.089,macroseismic,612.19,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Kamalamai18,Kamalamai18,86.0167,27.112,macroseismic,821.66,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Karyabinayak1,Karyabinayak1,85.3072,27.643,macroseismic,482.47,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Karyabinayak2,Karyabinayak2,85.3064,27.655,macroseismic,482.47,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Karyabinayak3,Karyabinayak3,85.3027,27.643,macroseismic,482.47,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Karyabinayak4,Karyabinayak4,85.2966,27.658,macroseismic,482.47,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Karyabinayak5,Karyabinayak5,85.2999,27.655,macroseismic,482.47,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Karyabinayak6,Karyabinayak6,85.2962,27.644,macroseismic,482.47,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Karyabinayak7,Karyabinayak7,85.2991,27.64,macroseismic,530.93,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Karyabinayak8,Karyabinayak8,85.2905,27.639,macroseismic,900.0,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Karyabinayak9,Karyabinayak9,85.2989,27.634,macroseismic,530.93,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Karyabinayak10,Karyabinayak10,85.2983,27.629,macroseismic,530.93,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Karyabinayak11,Karyabinayak11,85.3021,27.625,macroseismic,530.93,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Karyabinayak12,Karyabinayak12,85.297,27.613,macroseismic,591.85,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Karyabinayak13,Karyabinayak13,85.3078,27.619,macroseismic,591.85,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Karyabinayak14,Karyabinayak14,85.3046,27.577,macroseismic,707.76,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Karyabinayak15,Karyabinayak15,85.3095,27.594,macroseismic,540.22,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Karyabinayak16,Karyabinayak16,85.3053,27.607,macroseismic,649.91,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Karyabinayak17,Karyabinayak17,85.2929,27.584,macroseismic,707.76,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Karyabinayak18,Karyabinayak18,85.2945,27.595,macroseismic,649.91,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Kritipur3,Kritipur3,85.2846,27.679,macroseismic,487.68,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Kritipur4,Kritipur4,85.2779,27.676,macroseismic,487.68,6.5,0.3,0.52,0.09438989150518112,0.52,14.09081685511731,0.56,0.18898466509022505,0.58,0.056706311349312415,0.65,0.015774330485024173,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.058625877598626606,0.62
Kritipur9,Kritipur9,85.2783,27.672,macroseismic,526.26,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Kritipur14,Kritipur14,85.2913,27.659,macroseismic,526.26,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Kritipur15,Kritipur15,85.2776,27.657,macroseismic,536.07,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Laharepauwa1,Laharepauwa1,85.1846,27.978,macroseismic,615.77,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Lalitpur1,Lalitpur1,85.3114,27.688,macroseismic,403.67,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur2,Lalitpur2,85.3075,27.685,macroseismic,187.66,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur3,Lalitpur3,85.3111,27.677,macroseismic,403.67,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur4,Lalitpur4,85.3043,27.668,macroseismic,345.55,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur5,Lalitpur5,85.319,27.667,macroseismic,340.09,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur6,Lalitpur6,85.3271,27.667,macroseismic,414.56,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Lalitpur7,Lalitpur7,85.3334,27.668,macroseismic,414.56,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur8,Lalitpur8,85.3341,27.671,macroseismic,414.56,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur9,Lalitpur9,85.3327,27.676,macroseismic,273.58,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur10,Lalitpur10,85.3228,27.684,macroseismic,403.67,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur11,Lalitpur11,85.3264,27.672,macroseismic,414.56,6.5,0.3,0.52,0.09438989150518112,0.52,14.09081685511731,0.56,0.18898466509022505,0.58,0.056706311349312415,0.65,0.015774330485024173,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.058625877598626606,0.62
Lalitpur12,Lalitpur12,85.3249,27.669,macroseismic,340.09,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Lalitpur13,Lalitpur13,85.3121,27.662,macroseismic,340.09,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur14,Lalitpur14,85.3183,27.656,macroseismic,317.41,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur15,Lalitpur15,85.3263,27.655,macroseismic,322.43,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur16,Lalitpur16,85.3236,27.676,macroseismic,403.67,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Lalitpur17,Lalitpur17,85.3323,27.661,macroseismic,414.56,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur18,Lalitpur18,85.3231,27.673,macroseismic,340.09,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur19,Lalitpur19,85.3223,27.671,macroseismic,340.09,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Lalitpur20,Lalitpur20,85.3178,27.673,macroseismic,340.09,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Lalitpur21,Lalitpur21,85.3203,27.675,macroseismic,403.67,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Lalitpur22,Lalitpur22,85.3269,27.679,macroseismic,273.58,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
