STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,SOIL_TYPE,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,REFERENCES,VS30,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,GMICE
ms_2438,Nirsa,23.784,86.703,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2127,Manda,25.097,82.262,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2126,Manauri,25.471,81.664,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_76,Aliganj,27.491,79.168,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2123,Mananpur Bazaar,25.124,86.144,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2109,Malarna Dungar,26.289,76.47,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2118,Malti,25.824,85.82,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2117,Malpura,27.128,77.931,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2116,Maliabari,26.788,85.728,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2115,Malhipakar/Dasaut,25.908,86.076,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_3351,Varanasi = Aurangabad Jaddumundi,25.313,82.996,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_78,Aligarh,27.9,78.08,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2200,Meghaul,25.652,86.023,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2406,Nawada,24.879,85.529,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2405,Nawabganj,28.539,79.632,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2265,Motihari,26.649,84.917,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2296,Munger = Kiranapatti,25.376,86.473,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2295,Munger = Gulzar Pokhari,25.341,86.505,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2363,Narawat,24.891,85.163,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2292,Munger = Bekapur,25.375,86.475,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2366,Narayanghat,27.698,84.43,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2370,Narayanpur Bakhra,26.028,85.099,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2375,Narhawan,26.854,84.13,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2279,Mukundpur (Chahnia),25.507,83.217,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2376,Narkatiaganj,27.108,84.46,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2277,Muktapur,25.874,85.789,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2276,Mukhiapatti,26.539,85.856,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_24,Agra = Mantola,27.187,78.011,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_25,Agra = Nai ki Mandi,27.184,78.005,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2270,Mubrakpur,25.645,82.064,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2269,Mubarakpur,26.09,83.289,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2361,Narar,26.517,86.087,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2298,Munrera,26.362,84.312,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2360,Naraini,25.187,80.472,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2315,Mymensingh,24.753,90.402,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_03,Aandar,26.102,84.295,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2327,Nagina,29.442,78.432,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2348,Naini,25.377,81.876,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2324,Nagarpara,25.413,86.879,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2323,Nagaon,26.346,92.684,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2317,Nabiganj,26.232,84.711,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2314,Muzaffarpur,26.118,85.365,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2301,Murera (Konch),24.904,84.765,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2313,Muzaffarnagar,29.473,77.709,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2312,Musharwa,27.046,84.484,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2311,Mushari,26.124,85.393,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_3402,Warisnagar,25.936,85.871,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2305,Muriaro,25.821,85.897,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_3398,Wadrafnagar,23.76,83.201,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2266,Motipur,26.252,85.16,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2264,Motigarpur,26.239,82.306,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2403,Navanagar,25.386,84.207,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2263,Morwa,25.786,85.67,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2230,Mirzapur,25.17,82.564,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_34,Agra = SM Hospital,27.194,77.996,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_35,Agra = Taj Mahal complex,27.171,78.042,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2226,Mirganj,26.366,84.344,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2223,Minapur,26.275,85.336,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2398,Nauperwa,25.74,82.634,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2221,Mihijam,23.869,86.869,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_37,Aheripur,26.638,79.262,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2217,Melkhera/Melkheda,24.227,75.568,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2214,Meja,25.142,81.984,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2212,Mehsi,25.738,85.897,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2400,Nautan,26.328,84.216,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_41,Ahmeda Nagar,23.68,77.705,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2401,Nautanwa,27.429,83.419,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2207,Mehluwa,24.09,77.959,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_3382,Vijaypur,26.053,77.368,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2233,Mitauli,27.822,80.46,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_3383,Vijaypur,25.105,82.383,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_28,Agra = Panchkuia,27.177,78.003,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2261,Morena,26.495,78.001,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_26,Agra = New Agra,27.212,78.012,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2259,Moradabad,28.831,78.779,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2257,Mohiuddhi Nagar,25.578,85.671,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2256,Mohari,26.945,79.283,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2255,Mohanpur,25.845,85.779,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_29,Agra = Rakabganj,27.178,77.996,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_31,Agra = Shahganj,27.175,77.974,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2383,Narsinghgarh,23.701,77.097,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2246,Mohammadpur,26.587,80.261,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2389,Nateran,23.768,77.773,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2390,Nathuajot,27.223,82.81,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2391,Natore,24.41,88.985,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2392,Naugachia,25.387,87.097,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2076,Mahoba,25.293,79.871,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2075,Mahnar Bazaar,25.603,85.492,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_1885,Kundam,23.219,80.349,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_170,Araria,26.795,85.563,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2514,Panditpur,25.037,85.42,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2515,Pandu,24.323,83.96,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_1908,Kushwaha Tola,25.232,86.994,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_1907,Kushtia,23.899,89.114,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_1906,Kushinagar,26.739,83.886,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2519,Panji Gaon,24.166,79.619,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_1903,Kurumhaat,25.748,87.839,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2520,Panjwara,24.855,87.094,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_1900,Kurseong,26.882,88.279,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_1899,Kursela,25.45,87.25,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
ms_2523,Panwari,25.428,79.473,macroseismic,,,,,,,,,,,,,,0.06196048,0.165377309,,0.046079038,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.0,0.8,0.65,4.652876432,0.95,0.01019368,,WordenEtAl2012
