custom_site_id,lon,lat,slope,vs30,geology,xvf,region,vs30measured
t_15948,20.85291595,40.60375084,0.116956115,693.7862,CENOZOIC,-21.4960879,2,FALSE
t_15949,20.85291595,40.61208417,0.12822133,733.2109,CENOZOIC,-21.75723633,2,FALSE
t_15950,20.85291595,40.62875083,0.18660814,741.7052,CENOZOIC,-22.2795332,2,FALSE
t_15951,20.86124928,40.57041752,0.19083534,859.737,CENOZOIC,-21.1268872,2,FALSE
t_15952,20.86124928,40.57875085,0.20540437,818.95166,CENOZOIC,-21.38795569,2,FALSE
t_15953,20.86124928,40.59541751,0.20896082,848.8522,CENOZOIC,-21.91008461,2,FALSE
t_15954,20.86124928,40.60375084,0.20964023,892.5353,CENOZOIC,-22.17114896,2,FALSE
t_15955,20.86124928,40.61208417,0.2975808,900,CENOZOIC,-22.43221332,2,FALSE
t_15956,20.86124928,40.6204175,0.24987033,812.34766,CENOZOIC,-22.69327767,2,FALSE
t_15957,20.86124928,40.62875083,0.10279147,733.53357,CENOZOIC,-22.95434203,2,FALSE
t_15958,20.86124928,40.63708416,0.10743979,708.1617,CENOZOIC,-23.21540638,2,FALSE
t_15959,20.86124928,40.64541749,0.14693637,600.4494,CENOZOIC,-23.47647074,2,FALSE
t_15960,20.86124928,40.65375082,0.026014661,571.9651,CENOZOIC,-23.73753509,2,FALSE
t_15961,20.86958261,40.57041752,0.14456789,809.69824,CENOZOIC,-21.80228445,2,FALSE
t_15962,20.86958261,40.57875085,0.17027245,824.2378,CENOZOIC,-22.06326898,2,FALSE
t_15963,20.86958261,40.59541751,0.10298519,717.5138,CENOZOIC,-22.58522975,2,FALSE
t_15964,20.86958261,40.60375084,0.17980897,798.774,CENOZOIC,-22.84621003,2,FALSE
t_15965,20.86958261,40.61208417,0.21624795,856.1901,CENOZOIC,-23.10719031,2,FALSE
t_15966,20.86958261,40.63708416,0.24717785,866.81555,CENOZOIC,-23.89013114,2,FALSE
t_15967,20.86958261,40.64541749,0.1551608,813.0172,CENOZOIC,-24.15111142,2,FALSE
t_15968,20.86958261,40.65375082,0.18188849,755.2501,CENOZOIC,-24.4120917,2,FALSE
t_15969,20.87791594,40.57875085,0.15798642,723.0929,CENOZOIC,-22.73858227,2,FALSE
t_15970,20.87791594,40.58708418,0.09645108,687.44556,CENOZOIC,-22.99947869,2,FALSE
t_15971,20.87791594,40.59541751,0.115003966,666.0265,CENOZOIC,-23.26037489,2,FALSE
t_15972,20.87791594,40.60375084,0.09061961,654.2352,CENOZOIC,-23.52127109,2,FALSE
t_15973,20.87791594,40.61208417,0.09846088,699.22034,CENOZOIC,-23.78216729,2,FALSE
t_15974,20.87791594,40.6204175,0.14000735,780.874,CENOZOIC,-24.04306349,2,FALSE
t_15975,20.87791594,40.62875083,0.1648961,800.59283,CENOZOIC,-24.30395969,2,FALSE
t_15976,20.87791594,40.64541749,0.10163554,681.30835,CENOZOIC,-24.8257521,2,FALSE
t_15977,20.87791594,40.65375082,0.12377597,783.09314,CENOZOIC,-25.0866483,2,FALSE
t_15978,20.88624927,40.57875085,0.07704858,579.8644,CENOZOIC,-23.41389555,2,FALSE
t_15979,20.88624927,40.58708418,0.1282221,686.2485,CENOZOIC,-23.6747079,2,FALSE
t_15980,20.88624927,40.59541751,0.17402999,722.5135,CENOZOIC,-23.93552003,2,FALSE
t_15981,20.88624927,40.60375084,0.07106892,641.1195,CENOZOIC,-24.19633215,2,FALSE
t_15982,20.88624927,40.61208417,0.09143453,602.4456,CENOZOIC,-24.45714428,2,FALSE
t_15983,20.88624927,40.6204175,0.09917926,687.18555,CENOZOIC,-24.7179564,2,FALSE
t_15984,20.88624927,40.62875083,0.1380581,702.43036,CENOZOIC,-24.97876853,2,FALSE
t_15985,20.88624927,40.63708416,0.05834845,594.13605,CENOZOIC,-25.23958065,2,FALSE
t_15986,20.88624927,40.64541749,0.10182255,582.56494,CENOZOIC,-25.50039278,2,FALSE
t_15987,20.88624927,40.65375082,0.11224662,703.2032,CENOZOIC,-25.7612049,2,FALSE
t_15988,20.8945826,40.57875085,0.052214462,477.00662,CENOZOIC,-24.08920884,2,FALSE
t_15989,20.8945826,40.58708418,0.07424195,593.3922,CENOZOIC,-24.34993712,2,FALSE
t_15990,20.8945826,40.59541751,0.1183499,666.41205,CENOZOIC,-24.61066517,2,FALSE
t_15991,20.8945826,40.60375084,0.13860635,654.6214,CENOZOIC,-24.87139321,2,FALSE
t_15992,20.8945826,40.61208417,0.10145355,615.3783,CENOZOIC,-25.13212126,2,FALSE
t_15993,20.8945826,40.6204175,0.120304435,673.40985,CENOZOIC,-25.39284931,2,FALSE
t_15994,20.8945826,40.62875083,0.1507899,708.3684,CENOZOIC,-25.65357736,2,FALSE
t_15995,20.8945826,40.63708416,0.08762795,641.4682,CENOZOIC,-25.91430541,2,FALSE
t_15996,20.8945826,40.64541749,0.09376564,643.8283,CENOZOIC,-26.17503346,2,FALSE
t_15997,20.8945826,40.65375082,0.121355474,680.2304,CENOZOIC,-26.43576151,2,FALSE
t_15998,20.90291593,40.57041752,0.04547594,439.07495,CENOZOIC,-24.50387344,2,FALSE
t_15999,20.90291593,40.57875085,0.06678243,510.96222,CENOZOIC,-24.76452212,2,FALSE
t_16000,20.90291593,40.58708418,0.05598971,530.6386,CENOZOIC,-25.02516633,2,FALSE
t_16001,20.90291593,40.59541751,0.050206825,542.52576,CENOZOIC,-25.2858103,2,FALSE
t_16002,20.90291593,40.60375084,0.081947535,565.80707,CENOZOIC,-25.54645428,2,FALSE
t_16003,20.90291593,40.61208417,0.059904728,569.2684,CENOZOIC,-25.80709825,2,FALSE
t_16004,20.90291593,40.6204175,0.113031976,619.4067,CENOZOIC,-26.06774222,2,FALSE
t_16005,20.90291593,40.62875083,0.1261755,680.82166,CENOZOIC,-26.32838619,2,FALSE
t_16006,20.90291593,40.63708416,0.13112149,681.12726,CENOZOIC,-26.58903017,2,FALSE
t_16007,20.90291593,40.64541749,0.118367694,684.23944,CENOZOIC,-26.84967414,2,FALSE
t_16008,20.91124926,40.57041752,0.09156446,540.38605,CENOZOIC,-25.17927069,2,FALSE
t_16009,20.91124926,40.57875085,0.073721826,562.5789,CENOZOIC,-25.43983541,2,FALSE
t_16010,20.91124926,40.58708418,0.06513076,514.9406,CENOZOIC,-25.70039555,2,FALSE
t_16011,20.91124926,40.59541751,0.038413364,480.3189,CENOZOIC,-25.96095544,2,FALSE
t_16012,20.91124926,40.60375084,0.0564594,489.6053,CENOZOIC,-26.22151534,2,FALSE
t_16013,20.91124926,40.61208417,0.043377545,500.8107,CENOZOIC,-26.48207524,2,FALSE
t_16014,20.91124926,40.6204175,0.060274024,521.03235,CENOZOIC,-26.74263513,2,FALSE
t_16015,20.91124926,40.62875083,0.061828677,553.4468,CENOZOIC,-27.00319503,2,FALSE
t_16016,20.91124926,40.63708416,0.08959487,574.3542,CENOZOIC,-27.26375492,2,FALSE
t_16017,20.91124926,40.64541749,0.07587565,591.71484,CENOZOIC,-27.52431482,2,FALSE
t_16018,20.91958259,40.57041752,0.06413663,527.7799,CENOZOIC,-25.85466794,2,FALSE
t_16019,20.91958259,40.57875085,0.06713731,535.1259,CENOZOIC,-26.1151487,2,FALSE
t_16020,20.91958259,40.58708418,0.04362923,478.7708,CENOZOIC,-26.37562476,2,FALSE
t_16021,20.91958259,40.59541751,0.033623684,443.82196,CENOZOIC,-26.63610058,2,FALSE
t_16022,20.91958259,40.60375084,0.04142054,447.04074,CENOZOIC,-26.8965764,2,FALSE
t_16023,20.91958259,40.61208417,0.038760852,448.28122,CENOZOIC,-27.15705222,2,FALSE
t_16024,20.91958259,40.6204175,0.03537854,438.82758,CENOZOIC,-27.41752804,2,FALSE
t_16025,20.91958259,40.62875083,0.029720847,431.83682,CENOZOIC,-27.67800386,2,FALSE
t_16026,20.91958259,40.63708416,0.031361457,432.10727,CENOZOIC,-27.93847968,2,FALSE
t_16027,20.91958259,40.64541749,0.03158736,450.3412,CENOZOIC,-28.1989555,2,FALSE
t_16028,20.92791592,40.57041752,0.041289605,449.5714,CENOZOIC,-26.53022419,2,FALSE
t_16029,20.92791592,40.57875085,0.04420875,467.8642,CENOZOIC,-26.790621,2,FALSE
t_16030,20.92791592,40.58708418,0.02743221,432.27698,CENOZOIC,-27.05101298,2,FALSE
t_16031,20.92791592,40.59541751,0.028221289,408.77765,CENOZOIC,-27.31140471,2,FALSE
t_16032,20.92791592,40.60375084,0.021963159,400.7608,CENOZOIC,-27.57179644,2,FALSE
t_16033,20.92791592,40.61208417,0.02653301,392.10806,CENOZOIC,-27.83218816,2,FALSE
t_16034,20.92791592,40.6204175,0.021097772,378.2201,CENOZOIC,-28.09257989,2,FALSE
t_16035,20.92791592,40.62875083,0.019760346,362.5446,CENOZOIC,-28.35297162,2,FALSE
t_16036,20.92791592,40.63708416,0.017201636,354.97025,CENOZOIC,-28.61336334,2,FALSE
t_16037,20.92791592,40.64541749,0.019117247,362.1113,CENOZOIC,-28.87375507,2,FALSE
t_16038,20.93624925,40.57875085,0.032483958,429.30548,CENOZOIC,-27.4661214,2,FALSE
t_16039,20.93624925,40.58708418,0.023865417,395.14862,CENOZOIC,-27.72642929,2,FALSE
t_16040,20.93624925,40.59541751,0.027559664,371.40735,CENOZOIC,-27.98673692,2,FALSE
t_16041,20.93624925,40.60375084,0.0188801,353.8249,CENOZOIC,-28.24704455,2,FALSE
t_16042,20.93624925,40.61208417,0.01759699,340.84467,CENOZOIC,-28.50735218,2,FALSE
t_16043,20.93624925,40.6204175,0.014066029,337.11435,CENOZOIC,-28.76765982,2,FALSE
t_16044,20.93624925,40.62875083,0.013721271,326.0763,CENOZOIC,-29.02796745,2,FALSE
t_16045,20.93624925,40.63708416,0.011001988,316.07962,CENOZOIC,-29.28827508,2,FALSE
t_16046,20.93624925,40.64541749,0.0125157,317.16382,CENOZOIC,-29.54858271,2,FALSE
t_16047,20.94458258,40.60375084,0.007744744,308.8723,CENOZOIC,-28.92229267,2,FALSE
t_16048,20.94458258,40.61208417,0.010878335,306.18716,CENOZOIC,-29.1825162,2,FALSE
t_16049,20.94458258,40.6204175,0.012494784,315.62708,CENOZOIC,-29.44273974,2,FALSE
t_16050,20.94458258,40.62875083,0.010746256,300.1687,CENOZOIC,-29.70296328,2,FALSE
t_16051,20.94458258,40.63708416,0.006545343,284.49243,PLEISTOCENE,-29.96318681,2,FALSE
t_16052,20.94458258,40.64541749,0.008934745,285.11526,PLEISTOCENE,-30.22341035,2,FALSE
t_16053,20.94458258,40.65375082,0.007480633,279.6831,PLEISTOCENE,-30.48363388,2,FALSE
t_16054,20.95291591,40.6204175,0.010392471,294.89755,PLEISTOCENE,-30.11781966,2,FALSE
t_16055,20.95291591,40.62875083,0.006099501,273.9629,PLEISTOCENE,-30.3779591,2,FALSE
t_16056,20.95291591,40.63708416,0.004728295,259.94623,PLEISTOCENE,-30.63809854,2,FALSE
t_16057,20.77791598,40.44541757,0.057063073,549.74976,CRETACEOUS,-10.44562061,2,FALSE
t_16058,20.77791598,40.4537509,0.13496234,591.86926,CRETACEOUS,-10.70753106,2,FALSE
t_16059,20.77791598,40.47041756,0.12058265,671.576,CRETACEOUS,-11.23135197,2,FALSE
t_16060,20.77791598,40.49541755,0.17386967,741.8208,CENOZOIC,-12.01708332,2,FALSE
t_16061,20.78624931,40.46208423,0.14675607,801.82544,CRETACEOUS,-11.64574212,2,FALSE
t_16062,20.78624931,40.50375088,0.07138139,622.6883,CENOZOIC,-12.95487285,2,FALSE
t_16063,20.78624931,40.51208421,0.11641332,560.5863,CENOZOIC,-13.21669702,2,FALSE
t_16064,20.79458264,40.44541757,0.12712754,719.347,CRETACEOUS,-11.79855718,2,FALSE
t_16065,20.79458264,40.50375088,0.116586596,664.48895,CENOZOIC,-13.63075413,2,FALSE
t_16066,20.79458264,40.51208421,0.07535477,526.8628,CENOZOIC,-13.89249434,2,FALSE
t_16067,20.80291597,40.47041756,0.09576953,733.0005,CRETACEOUS,-13.26000226,2,FALSE
t_16068,20.80291597,40.47875089,0.1702941,821.5645,CRETACEOUS,-13.52166119,2,FALSE
t_16069,20.80291597,40.48708422,0.24402015,896.4885,CRETACEOUS,-13.78332012,2,FALSE
t_16070,20.80291597,40.49541755,0.18452808,820.0373,CRETACEOUS,-14.04497905,2,FALSE
t_16071,20.80291597,40.50375088,0.1378071,755.507,CENOZOIC,-14.30663542,2,FALSE
t_16072,20.8112493,40.47875089,0.1297044,681.84296,CENOZOIC,-14.19779411,2,FALSE
t_16073,20.81958263,40.47041756,0.09863775,626.1007,CENOZOIC,-14.61243579,2,FALSE
t_16074,20.81958263,40.47875089,0.07453486,500.50403,CENOZOIC,-14.87392703,2,FALSE
t_16075,20.81958263,40.49541755,0.04772983,542.90784,CENOZOIC,-15.39690953,2,FALSE
t_16076,20.81958263,40.50375088,0.11519173,644.7342,CENOZOIC,-15.65839799,2,FALSE
t_16077,20.82791596,40.47041756,0.08460565,598.4949,CENOZOIC,-15.28865255,2,FALSE
t_16078,20.83624929,40.47875089,0.16098289,632.875,CENOZOIC,-16.22619288,2,FALSE
t_16079,20.83624929,40.48708422,0.10406554,608.9843,CENOZOIC,-16.48751645,2,FALSE
t_16080,20.83624929,40.49541755,0.007686435,502.59998,CENOZOIC,-16.74884001,2,FALSE
t_16081,20.83624929,40.50375088,0.10909939,525.4262,CENOZOIC,-17.01016055,2,FALSE
t_16082,20.83624929,40.51208421,0.06582566,571.93744,CENOZOIC,-17.27148093,2,FALSE
t_16083,20.83624929,40.54541753,0.08764385,626.81024,CENOZOIC,-18.31676246,2,FALSE
t_16084,20.83624929,40.55375086,0.22221226,743.4358,CENOZOIC,-18.57808285,2,FALSE
t_16085,20.84458262,40.48708422,0.1311248,647.1783,CENOZOIC,-17.16330138,2,FALSE
t_16086,20.84458262,40.49541755,0.11109325,558.68024,CENOZOIC,-17.42494458,2,FALSE
t_16087,20.84458262,40.50375088,0.07878308,492.3808,CENOZOIC,-17.68620134,2,FALSE
t_16088,20.84458262,40.5370842,0.15718903,744.6845,CENOZOIC,-18.73114702,2,FALSE
t_16089,20.85291595,40.48708422,0.13186009,618.53064,CENOZOIC,-17.8390397,2,FALSE
t_16090,20.85291595,40.49541755,0.097253546,594.0994,CENOZOIC,-18.10107373,2,FALSE
t_16091,20.85291595,40.50375088,0.064437486,522.33875,CENOZOIC,-18.36227029,2,FALSE
t_16092,20.85291595,40.55375086,0.23219912,805.264,CENOZOIC,-19.92918503,2,FALSE
t_16093,20.86124928,40.47875089,0.05818685,551.27936,CENOZOIC,-18.25235312,2,FALSE
t_16094,20.86124928,40.49541755,0.08258629,571.3464,CENOZOIC,-18.77720289,2,FALSE
t_16095,20.86124928,40.50375088,0.026142014,515.0216,CENOZOIC,-19.03833923,2,FALSE
t_16096,20.86124928,40.51208421,0.10537219,543.6525,CENOZOIC,-19.29940773,2,FALSE
t_16097,20.86124928,40.52041754,0.036789197,578.9404,CENOZOIC,-19.56047622,2,FALSE
t_16098,20.86124928,40.52875087,0.09236856,658.8313,CENOZOIC,-19.82154472,2,FALSE
t_16099,20.86124928,40.5370842,0.11416315,665.1026,CENOZOIC,-20.08261321,2,FALSE
t_16100,20.86124928,40.56208419,0.19676413,864.41223,CENOZOIC,-20.8658187,2,FALSE
t_16101,20.86958261,40.47875089,0.088732176,517.71124,CENOZOIC,-18.92770058,2,FALSE
t_16102,20.86958261,40.48708422,0.08717871,607.62177,CENOZOIC,-19.19051632,2,FALSE
t_16103,20.86958261,40.49541755,0.076112956,573.9115,CENOZOIC,-19.45333205,2,FALSE
t_16104,20.86958261,40.50375088,0.05027149,494.9303,CENOZOIC,-19.71440818,2,FALSE
t_16105,20.86958261,40.51208421,0.05154756,516.7926,CENOZOIC,-19.97539271,2,FALSE
t_16106,20.86958261,40.5370842,0.05009891,587.8161,CENOZOIC,-20.75834631,2,FALSE
t_16107,20.86958261,40.54541753,0.14091311,686.0724,CENOZOIC,-21.01933084,2,FALSE
t_16108,20.86958261,40.55375086,0.15114146,748.02234,CENOZOIC,-21.28031538,2,FALSE
t_16109,20.86958261,40.56208419,0.12288198,736.6697,CENOZOIC,-21.54129991,2,FALSE
t_16110,20.87791594,40.49541755,0.116643906,595.35785,CENOZOIC,-20.12946121,2,FALSE
t_16111,20.87791594,40.50375088,0.026123427,504.37634,CENOZOIC,-20.39047712,2,FALSE
t_16112,20.87791594,40.51208421,0.1054565,541.56805,CENOZOIC,-20.65137769,2,FALSE
t_16113,20.87791594,40.52875087,0.09041342,588.0708,CENOZOIC,-21.17317884,2,FALSE
t_16114,20.87791594,40.54541753,0.16341013,694.7216,CENOZOIC,-21.69497998,2,FALSE
t_16115,20.87791594,40.55375086,0.0946943,646.48846,CENOZOIC,-21.95588055,2,FALSE
t_16116,20.87791594,40.56208419,0.07432108,593.21545,CENOZOIC,-22.21678112,2,FALSE
t_16117,20.87791594,40.57041752,0.11638703,676.11914,CENOZOIC,-22.47768169,2,FALSE
t_16118,20.88624927,40.49541755,0.06872717,520.5209,CENOZOIC,-20.80559037,2,FALSE
t_16119,20.88624927,40.50375088,0.05150141,466.3023,CENOZOIC,-21.06654607,2,FALSE
t_16120,20.88624927,40.51208421,0.07166131,535.0346,CENOZOIC,-21.32736268,2,FALSE
t_16121,20.88624927,40.52041754,0.06598821,555.1428,CENOZOIC,-21.58817928,2,FALSE
t_16122,20.88624927,40.52875087,0.10464066,598.5567,CENOZOIC,-21.84899589,2,FALSE
t_16123,20.88624927,40.5370842,0.070588395,619.2941,CENOZOIC,-22.1098125,2,FALSE
t_16124,20.88624927,40.55375086,0.060847968,562.0366,CENOZOIC,-22.63144572,2,FALSE
t_16125,20.88624927,40.56208419,0.064441524,518.07697,CENOZOIC,-22.89226233,2,FALSE
t_16126,20.88624927,40.57041752,0.049469028,516.7948,CENOZOIC,-23.15307894,2,FALSE
t_16127,20.8945826,40.47875089,0.08329781,518.4804,CENOZOIC,-20.95374297,2,FALSE
t_16128,20.8945826,40.49541755,0.043867357,468.62756,CENOZOIC,-21.48171953,2,FALSE
t_16129,20.8945826,40.50375088,0.048299335,438.0184,CENOZOIC,-21.74261501,2,FALSE
t_16130,20.8945826,40.51208421,0.061265714,525.5294,CENOZOIC,-22.00334766,2,FALSE
t_16131,20.8945826,40.52041754,0.06969425,539.86414,CENOZOIC,-22.26408031,2,FALSE
t_16132,20.8945826,40.52875087,0.07894587,590.6671,CENOZOIC,-22.52481295,2,FALSE
t_16133,20.8945826,40.5370842,0.08810049,602.67596,CENOZOIC,-22.7855456,2,FALSE
t_16134,20.8945826,40.55375086,0.076379925,550.8647,CENOZOIC,-23.3070109,2,FALSE
t_16135,20.8945826,40.56208419,0.04302114,459.50275,CENOZOIC,-23.56774354,2,FALSE
t_16136,20.8945826,40.57041752,0.005395924,399.63202,CENOZOIC,-23.82847619,2,FALSE
t_16137,20.90291593,40.48708422,0.09054549,572.88153,CENOZOIC,-21.89346956,2,FALSE
t_16138,20.90291593,40.49541755,0.094765335,546.3197,CENOZOIC,-22.15784869,2,FALSE
t_16139,20.90291593,40.50375088,0.044887133,504.85696,CENOZOIC,-22.41868396,2,FALSE
t_16140,20.90291593,40.51208421,0.0827802,549.79016,CENOZOIC,-22.67933264,2,FALSE
t_16141,20.90291593,40.52041754,0.06215245,551.9454,CENOZOIC,-22.93998133,2,FALSE
t_16142,20.90291593,40.52875087,0.086953044,602.7583,CENOZOIC,-23.20063001,2,FALSE
t_16143,20.90291593,40.5370842,0.13653067,635.00366,CENOZOIC,-23.4612787,2,FALSE
t_16144,20.90291593,40.55375086,0.08684826,548.9927,CENOZOIC,-23.98257607,2,FALSE
t_16145,20.90291593,40.56208419,0.01524545,457.17572,CENOZOIC,-24.24322475,2,FALSE
t_16146,20.91124926,40.47041756,0.04514421,542.1232,CENOZOIC,-22.03966792,2,FALSE
t_16147,20.91124926,40.47875089,0.07092174,552.882,CENOZOIC,-22.30443789,2,FALSE
t_16148,20.91124926,40.48708422,0.09740385,628.3034,CENOZOIC,-22.56920787,2,FALSE
t_16149,20.91124926,40.49541755,0.113275945,607.05676,CENOZOIC,-22.83397785,2,FALSE
t_16150,20.91124926,40.50375088,0.037647605,540.2719,CENOZOIC,-23.0947529,2,FALSE
t_16151,20.91124926,40.51208421,0.09186338,537.81396,CENOZOIC,-23.35531762,2,FALSE
t_16152,20.91124926,40.52041754,0.061868947,546.24927,CENOZOIC,-23.61588235,2,FALSE
t_16153,20.91124926,40.52875087,0.090767436,573.4533,CENOZOIC,-23.87644707,2,FALSE
t_16154,20.91124926,40.5370842,0.10440143,594.558,CENOZOIC,-24.13701179,2,FALSE
t_16155,20.91124926,40.54541753,0.06448918,567.402,CENOZOIC,-24.39757652,2,FALSE
t_16156,20.91124926,40.55375086,0.07260144,528.27795,CENOZOIC,-24.65814124,2,FALSE
t_16157,20.91124926,40.56208419,0.046547733,505.83847,CENOZOIC,-24.91870596,2,FALSE
t_16158,20.91958259,40.47041756,0.06420191,557.6668,CENOZOIC,-22.71462453,2,FALSE
t_16159,20.91958259,40.47875089,0.15249936,676.51465,CENOZOIC,-22.97978536,2,FALSE
t_16160,20.91958259,40.48708422,0.13023819,676.91895,CENOZOIC,-23.24494618,2,FALSE
t_16161,20.91958259,40.49541755,0.09082324,596.61646,CENOZOIC,-23.51010701,2,FALSE
t_16162,20.91958259,40.50375088,0.048526928,514.9645,CENOZOIC,-23.77082185,2,FALSE
t_16163,20.91958259,40.51208421,0.06390949,489.56927,CENOZOIC,-24.03130261,2,FALSE
t_16164,20.91958259,40.52041754,0.044653192,486.9813,CENOZOIC,-24.29178337,2,FALSE
t_16165,20.91958259,40.52875087,0.042850103,463.78177,CENOZOIC,-24.55226413,2,FALSE
t_16166,20.91958259,40.5370842,0.04188462,476.72952,CENOZOIC,-24.81274489,2,FALSE
t_16167,20.91958259,40.54541753,0.055533372,500.7709,CENOZOIC,-25.07322565,2,FALSE
t_16168,20.91958259,40.55375086,0.05903417,481.31134,CENOZOIC,-25.33370641,2,FALSE
t_16169,20.91958259,40.56208419,0.03835854,475.68115,CENOZOIC,-25.59418717,2,FALSE
t_16170,20.92791592,40.46208423,0.060513455,602.3375,CENOZOIC,-23.12255108,2,FALSE
t_16171,20.92791592,40.47041756,0.12964144,591.25244,CENOZOIC,-23.38850701,2,FALSE
t_16172,20.92791592,40.47875089,0.084260255,659.1983,CENOZOIC,-23.65446294,2,FALSE
t_16173,20.92791592,40.48708422,0.081670485,565.62494,CENOZOIC,-23.92041887,2,FALSE
t_16174,20.92791592,40.49541755,0.05616404,500.4066,CENOZOIC,-24.18637481,2,FALSE
t_16175,20.92791592,40.50375088,0.04192328,446.79132,PLEISTOCENE,-24.44704966,2,FALSE
t_16176,20.92791592,40.51208421,0.031787764,425.98358,PLEISTOCENE,-24.70744648,2,FALSE
t_16177,20.92791592,40.52041754,0.019173041,414.3561,CENOZOIC,-24.9678433,2,FALSE
t_16178,20.92791592,40.52875087,0.023251552,371.82465,CENOZOIC,-25.22824011,2,FALSE
t_16179,20.92791592,40.5370842,0.012791529,391.47217,CENOZOIC,-25.48863693,2,FALSE
t_16180,20.92791592,40.54541753,0.041537553,435.41058,CENOZOIC,-25.74903374,2,FALSE
t_16181,20.92791592,40.55375086,0.032038208,414.13638,CENOZOIC,-26.00943056,2,FALSE
t_16182,20.92791592,40.56208419,0.00759788,397.14368,CENOZOIC,-26.26982737,2,FALSE
t_16183,20.93624925,40.47041756,0.118343025,626.7566,CENOZOIC,-24.06219976,2,FALSE
t_16184,20.93624925,40.47875089,0.11102306,623.1347,CENOZOIC,-24.3290222,2,FALSE
t_16185,20.93624925,40.48708422,0.054180577,512.21204,CENOZOIC,-24.59584465,2,FALSE
t_16186,20.93624925,40.49541755,0.038273696,471.41605,CENOZOIC,-24.86266709,2,FALSE
t_16187,20.93624925,40.50375088,0.032922782,447.97546,CENOZOIC,-25.12330555,2,FALSE
t_16188,20.93624925,40.51208421,0.015002603,395.1615,PLEISTOCENE,-25.38361842,2,FALSE
t_16189,20.93624925,40.52041754,0.029122224,381.80933,CENOZOIC,-25.64393129,2,FALSE
t_16190,20.93624925,40.52875087,0.018166978,374.9377,CENOZOIC,-25.90424416,2,FALSE
t_16191,20.93624925,40.5370842,0.016727105,376.93616,CENOZOIC,-26.16455704,2,FALSE
t_16192,20.93624925,40.54541753,0.029843561,392.00183,CENOZOIC,-26.42486991,2,FALSE
t_16193,20.93624925,40.55375086,0.023364188,378.7552,CENOZOIC,-26.68518278,2,FALSE
t_16194,20.93624925,40.56208419,0.021640375,374.0987,CENOZOIC,-26.94549565,2,FALSE
t_16195,20.94458258,40.47041756,0.09158748,605.9087,CENOZOIC,-24.73589251,2,FALSE
t_16196,20.94458258,40.47875089,0.07328754,584.839,CENOZOIC,-25.00358146,2,FALSE
t_16197,20.94458258,40.48708422,0.067849904,546.2121,CENOZOIC,-25.27127042,2,FALSE
t_16198,20.94458258,40.49541755,0.06032009,510.5962,CENOZOIC,-25.53895938,2,FALSE
t_16199,20.94458258,40.50375088,0.08069752,512.4621,CENOZOIC,-25.79956143,2,FALSE
t_16200,20.94458258,40.51208421,0.062191296,470.03558,PLEISTOCENE,-26.05979036,2,FALSE
t_16201,20.94458258,40.52041754,0.031529482,411.9574,PLEISTOCENE,-26.32001929,2,FALSE
t_16202,20.94458258,40.52875087,0.023940528,400.98993,CENOZOIC,-26.58024822,2,FALSE
t_16203,20.94458258,40.5370842,0.024023186,387.95673,CENOZOIC,-26.84047715,2,FALSE
t_16204,20.94458258,40.54541753,0.018462503,374.69623,CENOZOIC,-27.10070608,2,FALSE
t_16205,20.94458258,40.55375086,0.026635433,381.23456,PLEISTOCENE,-27.360935,2,FALSE
t_16206,20.94458258,40.56208419,0.024912206,380.5354,PLEISTOCENE,-27.62116393,2,FALSE
t_16207,20.95291591,40.48708422,0.06599842,530.9723,CENOZOIC,-25.9466962,2,FALSE
t_16208,20.95291591,40.49541755,0.06277896,457.12622,CENOZOIC,-26.21525167,2,FALSE
t_16209,20.95291591,40.50375088,0.039773636,440.19882,CENOZOIC,-26.47581731,2,FALSE
t_16210,20.95291591,40.51208421,0.08568777,521.07874,CENOZOIC,-26.7359623,2,FALSE
t_16211,20.95291591,40.52041754,0.06762009,508.26062,PLEISTOCENE,-26.99610728,2,FALSE
t_16212,20.95291591,40.52875087,0.021283047,428.83072,PLEISTOCENE,-27.25625227,2,FALSE
t_16213,20.95291591,40.5370842,0.024617972,344.39832,PLEISTOCENE,-27.51639726,2,FALSE
t_16214,20.95291591,40.54541753,0.01181382,333.19873,PLEISTOCENE,-27.77654224,2,FALSE
t_16215,20.95291591,40.55375086,0.02616779,386.19235,PLEISTOCENE,-28.03668723,2,FALSE
t_16216,20.95291591,40.56208419,0.020915197,369.89197,PLEISTOCENE,-28.29683222,2,FALSE
t_16217,20.96124924,40.52041754,0.10934592,537.82806,CENOZOIC,-27.67219528,2,FALSE
t_16218,20.96124924,40.52875087,0.05861967,503.26508,PLEISTOCENE,-27.93225632,2,FALSE
t_16219,20.96124924,40.5370842,0.021894485,375.76105,PLEISTOCENE,-28.19231737,2,FALSE
t_16220,20.96124924,40.54541753,0.015259428,307.84274,PLEISTOCENE,-28.45237841,2,FALSE
t_16221,20.96124924,40.55375086,0.029684853,353.51306,PLEISTOCENE,-28.71243945,2,FALSE
t_16222,20.96124924,40.56208419,0.016623238,382.42908,PLEISTOCENE,-28.9725005,2,FALSE
t_16223,20.96958257,40.52041754,0.03998727,499.63156,CENOZOIC,-28.34828327,2,FALSE
t_16224,20.96958257,40.52875087,0.07262482,506.92886,CENOZOIC,-28.60826037,2,FALSE
t_16225,20.96958257,40.5370842,0.030662555,447.00766,PLEISTOCENE,-28.86823748,2,FALSE
