STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,EPICENTRAL_DISTANCE,STATION_TYPE,REFERENCES,PGA_VALUE,PGA_LN_SIGMA,PGA_E,PGA_N,PGA_V,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_E,SA(0.3)_N,SA(0.3)_V,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(0.6)_E,SA(0.6)_N,SA(0.6)_V,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_E,SA(1.0)_N,SA(1.0)_V,SA(3.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_E,SA(3.0)_N,SA(3.0)_V,COMMENTS,SOIL_TYPE,VS30,VS30_TYPE,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE
Croatia.31,31,45.40339936,16.22091001,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.57,inferred,,,,
Croatia.32,32,45.41005858,16.41856872,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.16,inferred,,,,
Croatia.33,33,45.41449897,16.45335807,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.98,inferred,,,,
Croatia.34,34,45.41670949,16.19085053,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.31,inferred,,,,
Croatia.35,35,45.42336678,16.38224513,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.54,inferred,,,,
Croatia.36,36,45.44007637,16.27775964,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.85,inferred,,,,
Croatia.37,37,45.45336169,16.25570936,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.96,inferred,,,,
Croatia.38,38,45.47666254,16.0895938,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.66,inferred,,,,
Croatia.39,39,45.48439408,15.98988842,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.46,inferred,,,,
Croatia.40,40,45.48552188,16.16553436,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.79,inferred,,,,
Croatia.41,41,45.48882704,16.14022172,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.67,inferred,,,,
Croatia.42,42,45.50659963,16.19704281,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.93,inferred,,,,
Croatia.43,43,45.52546317,15.97095001,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.94,inferred,,,,
Croatia.44,44,45.56425774,16.02317198,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.15,inferred,,,,
Croatia.45,45,45.58303517,16.20984505,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.44,inferred,,,,
Croatia.46,46,45.58525337,16.04689898,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.64,inferred,,,,
Croatia.47,47,45.60293113,16.16553421,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.41,inferred,,,,
Croatia.48,48,45.61048326,16.13542898,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.69,inferred,,,,
Croatia.49,49,45.6208127,16.12422976,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.31,inferred,,,,
Croatia.50,50,45.62687574,16.06334442,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.73,inferred,,,,
Croatia.51,51,45.63386187,16.1149526,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.72,inferred,,,,
Croatia.52,52,45.64499181,16.05328058,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.14,inferred,,,,
Croatia.53,53,45.68476055,16.11376403,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.07,inferred,,,,
UTM:(32T 065 503 10000),,45.4513,10.9823,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.8,0.3,,
UTM:(32T 066 510 10000),,46.0786,11.1339,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,3.0,0.3,,
UTM:(32T 069 504 10000),,45.5312,11.4973,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.7,0.3,,
UTM:(32T 070 504 10000),,45.5283,11.6253,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.3,0.3,,
UTM:(32T 072 503 10000),,45.4323,11.8765,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.2,0.3,,
UTM:(33T 028 504 10000),,45.5253,12.2468,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.7,0.3,,
UTM:(33T 029 503 10000),,45.4384,12.3789,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.9,0.3,,
UTM:(33T 031 508 10000),,45.8937,12.6154,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,3.7,0.3,,
UTM:(33T 031 509 10000),,45.9836,12.6115,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,3.2,0.3,,
UTM:(33T 031 510 10000),,46.0735,12.6076,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.7,0.3,,
UTM:(33T 033 507 10000),,45.8088,12.8764,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.9,0.3,,
UTM:(33T 036 510 10000),,46.0852,13.2538,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,3.2,0.3,,
UTM:(33T 038 507 10000),,45.8189,13.5196,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.89,inferred,3.4,0.3,,
UTM:(33T 039 504 10000),,45.5506,13.6548,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,inferred,3.0,0.3,,
UTM:(33T 039 509 10000),,46.0005,13.644,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,inferred,3.3,0.3,,
UTM:(33T 040 496 10000),,44.8321,13.7982,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,inferred,3.1,0.3,,
UTM:(33T 040 504 10000),,45.552,13.7829,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.17,inferred,3.3,0.3,,
UTM:(33T 040 505 10000),,45.642,13.781,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.61,inferred,3.8,0.3,,
UTM:(33T 041 496 10000),,44.8333,13.9246,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.21,inferred,3.9,0.3,,
UTM:(33T 041 516 10000),,46.6331,13.8895,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.95,inferred,2.6,0.3,,
UTM:(33T 043 513 10000),,46.3654,14.155,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.89,inferred,3.1,0.3,,
UTM:(33T 044 502 10000),,45.3763,14.2975,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.55,inferred,2.4,0.3,,
UTM:(33T 044 511 10000),,46.1863,14.2873,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.73,inferred,3.2,0.3,,
UTM:(33T 044 512 10000),,46.2763,14.2861,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.07,inferred,3.2,0.3,,
UTM:(33T 044 516 10000),,46.6363,14.2814,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.66,inferred,3.4,0.3,,
UTM:(33T 045 501 10000),,45.287,14.4262,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,inferred,3.7,0.3,,
UTM:(33T 045 502 10000),,45.377,14.4253,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.64,inferred,3.5,0.3,,
UTM:(33T 045 509 10000),,46.0071,14.4188,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.67,inferred,3.9,0.3,,
UTM:(33T 045 512 10000),,46.2771,14.4159,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.72,inferred,3.3,0.3,,
UTM:(33T 046 511 10000),,46.1877,14.5465,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.38,inferred,3.6,0.3,,
UTM:(33T 047 511 10000),,46.1881,14.676,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.51,inferred,3.4,0.3,,
UTM:(33T 048 510 10000),,46.0984,14.8059,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.59,inferred,3.7,0.3,,
UTM:(33T 048 518 10000),,46.8183,14.8034,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.2,inferred,3.4,0.3,,
UTM:(33T 051 488 10000),,44.118,15.1875,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,inferred,2.9,0.3,,
UTM:(33T 053 520 10000),,46.9976,15.4603,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.47,inferred,2.5,0.3,,
UTM:(33T 053 521 10000),,47.0876,15.4611,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.69,inferred,3.3,0.3,,
UTM:(33T 054 512 10000),,46.2771,15.5841,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,inferred,3.7,0.3,,
UTM:(33T 054 514 10000),,46.457,15.586,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.74,inferred,3.7,0.3,,
UTM:(33T 056 514 10000),,46.4554,15.8464,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.17,inferred,3.9,0.3,,
UTM:(33T 057 516 10000),,46.6343,15.9798,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.69,inferred,3.6,0.3,,
UTM:(33T 058 516 10000),,46.6331,16.1105,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.9,inferred,3.9,0.3,,
UTM:(33T 061 481 10000),,43.4791,16.422,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,inferred,3.4,0.3,,
UTM:(33T 062 523 10000),,47.2565,16.6521,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.7,inferred,3.0,0.3,,
UTM:(33T 065 514 10000),,46.4407,17.0178,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.81,inferred,3.7,0.3,,
UTM:(33T 067 518 10000),,46.7955,17.2932,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.52,inferred,3.0,0.3,,
UTM:(33T 071 513 10000),,46.3344,17.7935,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.99,inferred,3.6,0.3,,
UTM:(33U 044 534 10000),,48.2558,14.259,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,3.3,0.3,,
UTM:(33U 045 554 10000),,50.0556,14.3714,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.0,0.3,,
UTM:(33U 046 542 10000),,48.9769,14.5217,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,3.2,0.3,,
UTM:(33U 059 533 10000),,48.1611,16.2775,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.0,0.3,,
UTM:(33U 059 534 10000),,48.2511,16.2798,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.5,0.3,,
UTM:(33U 060 533 10000),,48.1595,16.412,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,3.1,0.3,,
UTM:(33U 060 534 10000),,48.2495,16.4144,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.6,0.3,,
UTM:(33U 061 545 10000),,49.2369,16.5798,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.0,0.3,,
UTM:(33U 065 532 10000),,48.0594,17.0803,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,3.6,0.3,,
UTM:(33U 065 533 10000),,48.1493,17.0839,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.6,0.3,,
UTM:(33U 066 533 10000),,48.1468,17.2183,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.7,0.3,,
UTM:(34T 026 495 10000),,44.7098,18.0333,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.77,inferred,3.8,0.3,,
UTM:(34T 028 485 10000),,43.8168,18.3266,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.47,inferred,3.4,0.3,,
UTM:(34T 028 511 10000),,46.1546,18.2156,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.89,inferred,3.8,0.3,,
UTM:(34T 030 522 10000),,47.1496,18.4278,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.57,inferred,2.9,0.3,,
UTM:(34T 031 493 10000),,44.5446,18.6711,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.82,inferred,3.9,0.3,,
UTM:(34T 031 504 10000),,45.5339,18.6306,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.41,inferred,3.9,0.3,,
UTM:(34T 032 504 10000),,45.5365,18.7586,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.81,inferred,3.2,0.3,,
UTM:(34T 034 525 10000),,47.43,18.9446,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,3.1,0.3,,
UTM:(34T 034 526 10000),,47.5199,18.9411,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.2,0.3,,
UTM:(34T 035 495 10000),,44.7337,19.1687,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.26,inferred,3.5,0.3,,
UTM:(34T 035 525 10000),,47.4323,19.0771,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.9,0.3,,
UTM:(34T 035 526 10000),,47.5222,19.0739,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.8,0.3,,
UTM:(34T 039 501 10000),,45.2806,19.6612,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,3.7,0.3,,
UTM:(34T 040 501 10000),,45.2821,19.7887,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,3.2,0.3,,
UTM:(34T 043 512 10000),,46.2754,20.1564,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.7,0.3,,
UTM:(34T 045 495 10000),,44.7469,20.4315,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.9,0.3,,
UTM:(34T 045 496 10000),,44.837,20.4307,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,3.2,0.3,,
UTM:(34T 046 495 10000),,44.7475,20.5579,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,3.4,0.3,,
UTM:(34T 046 496 10000),,44.8375,20.5572,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.5,0.3,,
UTM:(34T 047 496 10000),,44.8379,20.6837,,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,inferred,3.3,0.3,,
