# 20170403_M6.5_Moijabana median gmf, Stations:None, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,Atkinson2008prime,AtkinsonBoore2006Modified2011,Campbell2003MwNSHMP2008,FrankelEtAl1996MwNSHMP2008,PezeshkEtAl2011,SilvaEtAl2002MwNSHMP2008,SomervilleEtAl2001NSHMP2008,TavakoliPezeshk2005MwNSHMP2008,ToroEtAl1997MwNSHMP2008
t_4584,24.616809999999987,-20.92697,0.033494383,0.031829398,0.0341056,0.030141508,0.018799813,0.019942442,0.031326804,0.036345396,0.018725682
t_4585,24.48205999999999,-21.05278,0.036818657,0.033226084,0.03676169,0.032392085,0.020273104,0.021529982,0.03356204,0.039258245,0.02021122
t_4586,24.437150000000003,-21.05278,0.03590396,0.032697786,0.036263473,0.031936783,0.019996565,0.021231571,0.033148002,0.03871153,0.019932961
t_4587,24.437150000000003,-21.01085,0.03317431,0.030957513,0.034995716,0.030832075,0.019293273,0.020473534,0.03208361,0.03732106,0.019224096
t_4588,24.48205999999999,-21.01085,0.03636127,0.033625826,0.035456046,0.031252127,0.019548576,0.020748563,0.03247191,0.03782583,0.019481624
t_4589,24.392230000000012,-21.01085,0.034560077,0.032563925,0.034516737,0.030398715,0.019027704,0.02018763,0.03167735,0.03679598,0.018955968
t_459,23.089670000000012,-24.32591,0.010782338,0.017069917,0.019356804,0.01763515,0.010665931,0.011354074,0.017616171,0.020275867,0.0104276445
t_4590,24.437150000000003,-20.96892,0.032606944,0.031192342,0.033791456,0.029785682,0.018625729,0.019755239,0.031057818,0.036001194,0.018549642
t_4591,24.48205999999999,-20.96892,0.032879412,0.031172182,0.034217417,0.030173942,0.01886179,0.020009106,0.031422313,0.036467936,0.018788327
t_4592,24.392230000000012,-20.96892,0.031543076,0.030465044,0.033347663,0.0293844,0.018379858,0.019490983,0.030676108,0.035515044,0.018300822
t_4593,24.437150000000003,-20.92697,0.02988664,0.02932055,0.03264613,0.028792147,0.017991332,0.019073762,0.030068597,0.034746833,0.017907195
t_4594,24.392230000000012,-20.92697,0.02961076,0.02932687,0.03223439,0.028419646,0.017763386,0.018829182,0.02970967,0.034296125,0.017675998
t_4595,24.48205999999999,-20.92697,0.030832265,0.02998071,0.033040848,0.029151965,0.018209914,0.019308433,0.030411035,0.035179023,0.018128714
t_4596,24.48205999999999,-20.88501,0.02880573,0.028739763,0.031922597,0.028181503,0.017590811,0.01864412,0.029436694,0.033954903,0.017500838
t_4597,24.437150000000003,-20.88501,0.029387342,0.02957919,0.031556327,0.02784721,0.017388126,0.018426884,0.029114712,0.033554148,0.017294975
t_4598,24.392230000000012,-20.88501,0.027906172,0.028353594,0.031173822,0.027500601,0.017176513,0.018200211,0.028776946,0.033135746,0.017079884
t_4599,24.48205999999999,-20.84304,0.027757822,0.028426616,0.030858947,0.027258173,0.017002353,0.018013764,0.028497728,0.0327914,0.01690274
t_46,21.203210000000013,-25.95229,0.0005797841,0.0064851376,0.0059335525,0.0048188022,0.0033290552,0.0038066471,0.0034851467,0.0059489277,0.0027573726
t_460,23.134590000000003,-24.32591,0.011346821,0.0175659,0.019743042,0.01802714,0.010877884,0.011577988,0.018012827,0.0206937,0.010650446
t_4600,24.392230000000012,-20.84304,0.02561364,0.026707778,0.030162808,0.026623614,0.016617443,0.017602038,0.02787664,0.03203038,0.01651083
t_4601,24.437150000000003,-20.84304,0.026521282,0.027397996,0.030518608,0.026946856,0.016814152,0.01781239,0.028194735,0.032419294,0.016711181
t_4602,24.437150000000003,-20.80106,0.024985576,0.02650165,0.029529788,0.026087511,0.016267586,0.017228225,0.0273073,0.03133869,0.016154133
t_4603,24.392230000000012,-20.80106,0.026854184,0.02874735,0.029198414,0.02578542,0.016084503,0.017032769,0.027007513,0.03097674,0.015967287
t_4604,24.48205999999999,-20.80106,0.02506622,0.026358785,0.029846441,0.026378077,0.016442576,0.017415145,0.027592646,0.031684652,0.0163326
t_4605,24.661730000000006,-20.92697,0.033313762,0.031455293,0.034414794,0.030436475,0.018971194,0.020126816,0.031590592,0.036684252,0.01889888
t_4606,24.706639999999993,-20.88501,0.035488795,0.034195025,0.033456087,0.0296245,0.01843992,0.01955552,0.03076955,0.035633802,0.018361624
t_4607,24.661730000000006,-20.88501,0.031806123,0.030822685,0.033194344,0.029370725,0.01829493,0.019399745,0.030543769,0.035347123,0.018214826
t_4608,24.751560000000012,-20.88501,0.03408038,0.032670844,0.033692542,0.029858427,0.018570922,0.019696318,0.030972913,0.035892826,0.018494196
t_4609,24.661730000000006,-20.84304,0.030254034,0.030102467,0.03203786,0.028362088,0.017654603,0.018712519,0.029537726,0.034081038,0.017565599
t_461,23.179509999999993,-24.32591,0.01193777,0.018077875,0.020136321,0.018427096,0.011093761,0.011806354,0.018415086,0.021119365,0.010877289
t_4610,24.706639999999993,-20.84304,0.030387271,0.030064,0.03227996,0.028596926,0.017788611,0.018856242,0.029749485,0.034346003,0.017701592
t_4611,24.751560000000012,-20.84304,0.02977956,0.029314287,0.032498512,0.028813168,0.017909601,0.018986048,0.029940117,0.03458523,0.01782432
t_4612,24.706639999999993,-20.80106,0.027263585,0.027706658,0.031165179,0.027623264,0.017171733,0.01819509,0.028769296,0.03312629,0.017075023
t_4613,24.661730000000006,-20.80106,0.023012936,0.023518646,0.030940892,0.027405355,0.017047675,0.018062273,0.028570494,0.032881007,0.016948847
t_4614,24.751560000000012,-20.80106,0.027559213,0.027867367,0.03136751,0.027823724,0.017283661,0.018314967,0.028948175,0.0333476,0.017188814
t_4615,24.5719,-20.92697,0.031339303,0.029991852,0.033772446,0.029828183,0.018615196,0.019743914,0.031041507,0.035980366,0.018538985
t_4616,24.5719,-20.88501,0.03076115,0.030209979,0.032600395,0.028808378,0.01796601,0.019046584,0.030028816,0.034696765,0.01788152
t_4617,24.616809999999987,-20.88501,0.031114258,0.030344432,0.03290858,0.029098224,0.018136661,0.019229775,0.030296467,0.035034187,0.018054496
t_4618,24.52698000000001,-20.88501,0.028353207,0.028057303,0.032271188,0.02850235,0.017783754,0.01885103,0.02974182,0.034336396,0.017696664
t_4619,24.52698000000001,-20.84304,0.02639906,0.02681652,0.03118252,0.027556555,0.017181326,0.018205363,0.028784644,0.03314526,0.017084777
t_462,23.089670000000012,-24.28498,0.01182048,0.018329872,0.01971376,0.01796941,0.010861813,0.011560969,0.017982757,0.020662015,0.010633524
t_4620,24.5719,-20.84304,0.027426474,0.027651599,0.031487808,0.027840778,0.017350217,0.018386265,0.029054321,0.03347919,0.017256455
t_4621,24.616809999999987,-20.84304,0.029842472,0.029880399,0.031773336,0.02810963,0.017508207,0.01855557,0.02930565,0.033791576,0.017416958
t_4622,24.52698000000001,-20.80106,0.025402186,0.026498232,0.030147206,0.026656218,0.01660882,0.017592818,0.02786266,0.032013327,0.016502041
t_4623,24.616809999999987,-20.80106,0.026283456,0.027028894,0.030695645,0.027170848,0.016912045,0.01791712,0.0283525,0.032612845,0.016810836
t_4624,24.5719,-20.80106,0.025999177,0.026919944,0.030430716,0.026920836,0.016765555,0.01776041,0.028116282,0.03232321,0.016661698
t_4625,24.48205999999999,-20.75906,0.024051672,0.025979847,0.028881667,0.025537558,0.015909538,0.016846085,0.026719825,0.030630847,0.01578861
t_4626,24.437150000000003,-20.75906,0.021533035,0.023458807,0.028586678,0.025265792,0.015746627,0.016672358,0.026450902,0.030308792,0.015622139
t_4627,24.392230000000012,-20.75906,0.024784686,0.027248735,0.028277686,0.024982907,0.015576015,0.016490517,0.026168171,0.029971529,0.015447693
t_4628,24.392230000000012,-20.71706,0.021855962,0.024686329,0.027398514,0.024213836,0.01509077,0.015973909,0.025357863,0.029012369,0.014950946
t_4629,24.437150000000003,-20.71706,0.023317413,0.02610026,0.02768698,0.024479242,0.015249953,0.016143287,0.025624694,0.029327005,0.015113999
t_463,23.179509999999993,-24.28498,0.013273742,0.019682078,0.020524913,0.0187914,0.011307122,0.012032329,0.018810855,0.021540157,0.011101372
t_4630,24.48205999999999,-20.71706,0.022997782,0.025525762,0.027962126,0.024733929,0.015401814,0.016304959,0.025878329,0.02962718,0.015269464
t_4631,24.48205999999999,-20.67504,0.020944,0.023894649,0.027084645,0.023964053,0.0149176065,0.01578976,0.025066465,0.028670114,0.014773463
t_4632,24.437150000000003,-20.67504,0.021625163,0.024879085,0.026827704,0.023724928,0.014775877,0.015639123,0.024827085,0.02839,0.014628115
t_4633,24.392230000000012,-20.67504,0.020915247,0.024278402,0.026558096,0.023475485,0.014627187,0.015481168,0.024575096,0.028096143,0.014475547
t_4634,24.48205999999999,-20.63301,0.020794895,0.024394099,0.026246907,0.02322566,0.0144556,0.015298996,0.02428321,0.027757052,0.014299382
t_4635,24.706639999999993,-20.75906,0.021442942,0.022391884,0.03010721,0.026698455,0.01658671,0.017569182,0.02782681,0.031969614,0.016479513
t_4636,24.661730000000006,-20.75906,0.024865186,0.026110321,0.029899111,0.026495738,0.016471686,0.01744625,0.027640002,0.031742204,0.016362278
t_4637,24.751560000000012,-20.75906,0.025899956,0.026912581,0.030294819,0.02688477,0.016690422,0.017680062,0.02799482,0.032174665,0.016585175
t_4638,24.751560000000012,-20.71706,0.024998067,0.026701586,0.02927687,0.025992274,0.016127847,0.017079031,0.0270786,0.03106243,0.016011532
t_4639,24.706639999999993,-20.71706,0.024934791,0.026764803,0.029102648,0.025818674,0.0160316,0.01697631,0.02692065,0.030872153,0.015913274
t_464,23.134590000000003,-24.28498,0.012043426,0.018258955,0.02011548,0.01837614,0.011082319,0.0117942095,0.018393751,0.021096801,0.010865236
t_4640,24.661730000000006,-20.71706,0.024274576,0.026199883,0.02890928,0.025629634,0.01592479,0.016862355,0.02674495,0.030661,0.01580419
t_4641,24.751560000000012,-20.67504,0.024145842,0.026521262,0.028309457,0.025141867,0.015593556,0.016509209,0.02619729,0.030006202,0.015465633
t_4642,24.706639999999993,-20.67504,0.02335391,0.025776079,0.028147433,0.024979742,0.015504105,0.016413907,0.026048668,0.029829381,0.015374134
t_4643,24.661730000000006,-20.67504,0.02274495,0.025241006,0.027967503,0.024803065,0.015404781,0.01630812,0.025883276,0.029633047,0.015272502
t_4644,24.706639999999993,-20.63301,0.025748478,0.029231172,0.027238527,0.024178552,0.015002499,0.015880024,0.02520947,0.0288379,0.014860488
t_4645,24.52698000000001,-20.75906,0.023914084,0.025626512,0.029161597,0.025797397,0.016064165,0.017011061,0.026974132,0.030936532,0.015946522
t_4646,24.616809999999987,-20.75906,0.025382008,0.026817884,0.029671406,0.02627737,0.016345844,0.017311806,0.027435053,0.03149341,0.016233958
t_4647,24.5719,-20.75906,0.024021294,0.025552511,0.029425241,0.026044324,0.01620982,0.017166542,0.027212849,0.03122449,0.016095193
t_4648,24.616809999999987,-20.71706,0.02317683,0.025168201,0.028697558,0.02542582,0.015807858,0.016737642,0.026552098,0.030429838,0.015684718
t_4649,24.52698000000001,-20.71706,0.024802417,0.027312813,0.028223006,0.024977177,0.015545826,0.016458353,0.026118027,0.029911853,0.015416815
t_465,23.179509999999993,-24.24403,0.013371021,0.019420024,0.020919666,0.019160159,0.011523926,0.012262251,0.019211218,0.021967826,0.011328979
t_4650,24.5719,-20.71706,0.022857273,0.024987973,0.028468506,0.025208097,0.015681373,0.016602797,0.026342899,0.030179799,0.015555431
t_4651,24.5719,-20.67504,0.021672847,0.024357842,0.027556965,0.024408592,0.015178204,0.01606693,0.025504546,0.029185185,0.015040517
t_4652,24.52698000000001,-20.67504,0.022697711,0.025694372,0.027328068,0.02419221,0.015051901,0.015932564,0.025292557,0.028935544,0.014911117
t_4653,24.616809999999987,-20.67504,0.023818912,0.026592946,0.027770372,0.024612421,0.015295977,0.016192274,0.025701657,0.029417977,0.015161124
t_4654,24.5719,-20.63301,0.021592248,0.024956036,0.026687998,0.023643196,0.014698825,0.015557259,0.02469661,0.02823772,0.0145490635
t_4655,24.616809999999987,-20.63301,0.022316938,0.025625015,0.026887085,0.023834394,0.01480863,0.015673926,0.024882475,0.02845473,0.014661711
t_4656,24.52698000000001,-20.63301,0.021037726,0.02448933,0.026474314,0.02344005,0.014580986,0.015432107,0.024496619,0.02800484,0.014428126
t_4657,24.52698000000001,-20.59097,0.01950909,0.023359904,0.02565925,0.022718336,0.014131669,0.014955394,0.023728969,0.027116954,0.013966508
t_4658,24.616809999999987,-20.59097,0.02019518,0.023855895,0.026044931,0.023089074,0.014344251,0.015180839,0.024093166,0.027537014,0.014185004
t_4659,24.5719,-20.59097,0.019859988,0.023612672,0.02585897,0.022909395,0.014241745,0.015072108,0.023917777,0.02733446,0.014079668
t_466,23.449000000000012,-24.32591,0.015541943,0.020780824,0.022635426,0.02098307,0.012466948,0.013266063,0.020931818,0.023828907,0.012318119
t_4660,24.616809999999987,-20.50686,0.017689116,0.022134619,0.02447401,0.021687312,0.013478735,0.014264085,0.022598991,0.025826992,0.01329436
t_4661,24.616809999999987,-20.33849,0.01385,0.019510316,0.021725198,0.019191928,0.011966524,0.012669995,0.019915467,0.022841139,0.011731654
t_4662,24.616809999999987,-20.16993,0.012178553,0.019388301,0.019407528,0.017056938,0.010693763,0.011336615,0.01758515,0.020330727,0.010410256
t_4663,24.616809999999987,-20.0012,0.009007929,0.016261892,0.017434362,0.015231421,0.009611818,0.010209722,0.015554684,0.0181994,0.009283075
t_4664,24.616809999999987,-19.83228,0.007890558,0.016201954,0.015739571,0.013668397,0.008683689,0.009248261,0.013779822,0.01637374,0.008313862
t_4665,24.88631000000001,-20.96892,0.029070232,0.026153125,0.036932636,0.032816272,0.020368012,0.021632437,0.033703562,0.039445866,0.020306656
t_4666,24.84138999999999,-20.92697,0.03288197,0.030453572,0.035379518,0.0314038,0.019506129,0.020702824,0.0324075,0.037741903,0.019438822
t_4667,24.79647,-20.92697,0.034503005,0.03207883,0.035182007,0.031196484,0.019396583,0.020584805,0.032241,0.03752532,0.019328333
t_4668,24.88631000000001,-20.92697,0.033495788,0.030922128,0.035545807,0.031586032,0.019598367,0.02080222,0.032547385,0.03792427,0.019531822
t_4669,24.84138999999999,-20.88501,0.033194218,0.031558223,0.034084313,0.030261911,0.018788017,0.019929754,0.03130861,0.036322072,0.018713757
t_467,23.404089999999997,-24.32591,0.016679738,0.022747729,0.022203367,0.020539818,0.012229372,0.0130126625,0.02050165,0.023359919,0.012069117
t_4670,24.79647,-20.88501,0.03214342,0.030676609,0.03390231,0.030071234,0.018687155,0.019821284,0.03115285,0.036122646,0.01861177
t_4671,24.88631000000001,-20.88501,0.031209692,0.029576832,0.034237463,0.030429387,0.0188729,0.020021059,0.031439424,0.036489904,0.018799556
t_4672,24.84138999999999,-20.84304,0.032588646,0.031816825,0.032860287,0.029185625,0.018109918,0.019201059,0.03025459,0.034981307,0.018027395
t_4673,24.79647,-20.84304,0.03629298,0.03556821,0.03269227,0.029009694,0.01801688,0.019101182,0.030108709,0.034797348,0.017933095
t_4674,24.88631000000001,-20.84304,0.03254576,0.03167456,0.033001598,0.029340027,0.018188177,0.01928509,0.030377058,0.035136044,0.018106693
t_4675,25.11088000000001,-20.92697,0.030705465,0.028165374,0.035880193,0.032088794,0.01978388,0.021002198,0.032827854,0.038291045,0.019718774
t_4676,25.1558,-20.92697,0.033940054,0.031153336,0.03584475,0.032103427,0.019764215,0.020980993,0.03279818,0.038252164,0.01969896
t_4677,25.11088000000001,-20.88501,0.038042776,0.035824608,0.034545217,0.030890875,0.019043492,0.02020462,0.03170157,0.0368272,0.018971914
t_4678,25.20071999999999,-20.88501,0.033366114,0.03148283,0.034448624,0.030890875,0.018989947,0.020146996,0.031619392,0.03672133,0.018917827
t_4679,25.1558,-20.88501,0.03232591,0.03046137,0.03451261,0.030904299,0.019025415,0.020185167,0.031673837,0.03679146,0.018953657
t_468,23.359170000000006,-24.32591,0.014639184,0.020371903,0.021777105,0.020102963,0.011995053,0.012763082,0.020075217,0.022897441,0.011823412
t_4680,25.065969999999993,-20.88501,0.02538571,0.023905033,0.034546252,0.030850697,0.019044068,0.02020524,0.03170245,0.036828335,0.018972496
t_4681,25.20071999999999,-20.84304,0.030364016,0.02942388,0.03319633,0.029764887,0.018296031,0.019400928,0.030545486,0.0353493,0.018215941
t_4682,25.11088000000001,-20.84304,0.03182113,0.03077555,0.03328537,0.029764887,0.018345349,0.019453907,0.030622365,0.03544681,0.018265883
t_4683,25.065969999999993,-20.84304,0.028668726,0.027726145,0.033286322,0.029727934,0.018345878,0.019454477,0.03062319,0.03544786,0.018266419
t_4684,25.1558,-20.84304,0.033367697,0.032292604,0.033255313,0.02977723,0.018328702,0.019436024,0.030596424,0.0354139,0.018249026
t_4685,25.021050000000002,-20.88501,0.03961893,0.03733136,0.034515716,0.030783987,0.019027138,0.02018702,0.03167648,0.036794864,0.018955396
t_4686,24.931219999999996,-20.88501,0.02434904,0.023016248,0.034360852,0.030572718,0.01894129,0.02009464,0.031544637,0.03662513,0.018868668
t_4687,24.976139999999987,-20.88501,0.039505485,0.03727172,0.034453798,0.03069116,0.018992815,0.020150082,0.0316238,0.036727,0.018920723
t_4688,25.021050000000002,-20.84304,0.032957993,0.031894095,0.033258177,0.02966656,0.018330287,0.019437728,0.030598896,0.03541703,0.018250631
t_4689,24.931219999999996,-20.84304,0.025038432,0.024306629,0.033115402,0.029472074,0.018251205,0.01935278,0.030475534,0.035260666,0.018170541
t_469,23.404089999999997,-24.28498,0.015605385,0.02082077,0.02268349,0.020989204,0.012493381,0.013294233,0.020979466,0.023881093,0.012345772
t_4690,24.976139999999987,-20.84304,0.029920224,0.02899078,0.033201102,0.02958113,0.018298673,0.019403767,0.030549608,0.035354525,0.018218618
t_4691,24.976139999999987,-20.80106,0.030466706,0.030328956,0.03201708,0.02853409,0.017643102,0.018700184,0.02951952,0.03405829,0.017553922
t_4692,24.931219999999996,-20.80106,0.02480299,0.024737187,0.03193792,0.02843336,0.017599288,0.01865321,0.02945013,0.033971667,0.017509446
t_4693,25.021050000000002,-20.80106,0.030426068,0.03025086,0.032069787,0.028612962,0.017672274,0.018731467,0.029565686,0.034115974,0.017583534
t_4694,24.931219999999996,-20.75906,0.021340119,0.021874161,0.03082311,0.027450392,0.016982535,0.017992552,0.028465882,0.032752212,0.016882572
t_4695,25.11088000000001,-20.80106,0.025922084,0.025757587,0.032094896,0.028703706,0.017686171,0.018746369,0.029587667,0.03414345,0.01759764
t_4696,25.20071999999999,-20.80106,0.033621617,0.03347309,0.032012675,0.028703706,0.017640663,0.018697571,0.02951566,0.03405347,0.017551448
t_4697,25.065969999999993,-20.80106,0.029864794,0.029674659,0.03209578,0.028669607,0.01768666,0.018746894,0.02958844,0.034144416,0.017598135
t_4698,25.1558,-20.80106,0.030299636,0.030127034,0.032067142,0.028715096,0.01767081,0.018729897,0.029563371,0.034113083,0.01758205
t_4699,25.065969999999993,-20.75906,0.02728529,0.027865043,0.030969154,0.027669176,0.017063307,0.018079005,0.028595574,0.03291191,0.016964749
t_47,21.562540000000013,-25.79063,0.00080389815,0.0066433484,0.0068398314,0.005638913,0.0038237353,0.0043034456,0.0043710205,0.006897734,0.0032594004
t_470,23.359170000000006,-24.28498,0.01701953,0.023174554,0.02223743,0.020534188,0.012248098,0.013032581,0.020535564,0.023396885,0.012088706
t_4700,25.1558,-20.75906,0.029022265,0.029658703,0.030942667,0.027711276,0.017048657,0.018063324,0.028572071,0.032882947,0.016949845
t_4701,25.20071999999999,-20.75906,0.027171979,0.02780319,0.030892279,0.027700735,0.017020788,0.018033493,0.028527334,0.032827847,0.016921494
t_4702,25.11088000000001,-20.75906,0.033182442,0.03388819,0.030968336,0.027700735,0.017062854,0.01807852,0.02859485,0.032911018,0.016964288
t_4703,25.11088000000001,-20.71706,0.025816217,0.027107218,0.029901521,0.026750913,0.01647302,0.017447673,0.027642168,0.031744838,0.016363636
t_4704,25.20071999999999,-20.71706,0.022410318,0.023575725,0.029831044,0.026750913,0.016434068,0.017406054,0.027578797,0.03166783,0.016323924
t_4705,24.88631000000001,-20.80106,0.029934876,0.029930316,0.03183277,0.028311329,0.017541097,0.018590827,0.029357858,0.033856608,0.017450359
t_4706,24.84138999999999,-20.80106,0.02847743,0.028562432,0.031702153,0.028168548,0.017468818,0.018513352,0.029243074,0.03371369,0.017376948
t_4707,24.79647,-20.80106,0.027717454,0.027904874,0.03154678,0.02800574,0.017382845,0.018421225,0.029106302,0.033543706,0.01728961
t_4708,24.88631000000001,-20.75906,0.026133198,0.026853666,0.030725792,0.027337292,0.016928716,0.01793496,0.028379332,0.032645807,0.016827803
t_4709,24.84138999999999,-20.75906,0.026152914,0.026957383,0.030604862,0.027204884,0.016861845,0.01786341,0.02827164,0.03251359,0.016759736
t_471,23.449000000000012,-24.28498,0.016391966,0.021438127,0.023136115,0.021451173,0.012742353,0.013560197,0.021427628,0.024372661,0.01260657
t_4710,24.79647,-20.75906,0.029864281,0.030897643,0.03046095,0.027053801,0.01678227,0.017778289,0.02814328,0.032356262,0.01667872
t_4711,24.79647,-20.71706,0.02411697,0.025650147,0.029431066,0.026149651,0.01621304,0.017169978,0.027218116,0.031230854,0.016098477
t_4712,24.84138999999999,-20.71706,0.02484853,0.026331097,0.029564576,0.02629022,0.01628681,0.017248753,0.027338704,0.031376697,0.016173743
t_4713,24.88631000000001,-20.71706,0.02144696,0.022656944,0.029676722,0.026413336,0.016348781,0.017314943,0.027439844,0.031499214,0.016236955
t_4714,24.79647,-20.67504,0.022835368,0.024975596,0.028452786,0.025288738,0.015672693,0.016593544,0.026328519,0.030162638,0.015546557
t_4715,24.976139999999987,-20.75906,0.028369613,0.029025655,0.030896354,0.027543705,0.017023042,0.018035907,0.028530953,0.032832306,0.016923787
t_4716,25.021050000000002,-20.75906,0.026349902,0.026926076,0.030945113,0.02761674,0.01705001,0.018064773,0.028574241,0.032885622,0.016951222
t_4717,24.931219999999996,-20.71706,0.02532874,0.026692173,0.029766938,0.026518445,0.016398638,0.017368201,0.027521107,0.031597786,0.016287798
t_4718,25.021050000000002,-20.71706,0.025301855,0.026582517,0.029880004,0.026672943,0.016461127,0.017434966,0.027622826,0.031721327,0.016351512
t_4719,24.976139999999987,-20.71706,0.025142856,0.026447665,0.029834822,0.026605124,0.016436156,0.017408283,0.027582195,0.031671956,0.016326053
t_472,23.359170000000006,-24.24403,0.016059507,0.021404218,0.022707019,0.020971814,0.012506322,0.013308003,0.021002743,0.02390664,0.012359286
t_4720,25.021050000000002,-20.67504,0.02324744,0.025119767,0.028869696,0.025776388,0.015902927,0.016839033,0.026708933,0.030617777,0.015781855
t_4721,24.931219999999996,-20.67504,0.023270719,0.025221033,0.02876475,0.025632527,0.015844965,0.016777214,0.026613355,0.030503195,0.015722638
t_4722,24.976139999999987,-20.67504,0.022939699,0.024817131,0.028827764,0.02571325,0.015879767,0.01681433,0.026670758,0.030571993,0.015758196
t_4723,24.931219999999996,-20.63301,0.01935387,0.021579532,0.027813021,0.024788875,0.015319515,0.016217332,0.025740987,0.029464504,0.015185223
t_4724,25.021050000000002,-20.63301,0.019052027,0.021179551,0.027910577,0.024923151,0.01537336,0.01627466,0.025830874,0.029570937,0.015240342
t_4725,25.1558,-20.71706,0.02315036,0.024323609,0.029877737,0.026760696,0.016459873,0.017433627,0.027620789,0.03171885,0.016350234
t_4726,25.065969999999993,-20.71706,0.022283765,0.023397641,0.029902278,0.026721621,0.016473437,0.01744812,0.027642848,0.031745665,0.016364062
t_4727,25.1558,-20.67504,0.021116048,0.022818094,0.028867593,0.025858054,0.015901765,0.016837794,0.026707018,0.03061548,0.015780669
t_4728,25.065969999999993,-20.67504,0.029489027,0.03184516,0.028890366,0.025821693,0.015914343,0.016851211,0.026727742,0.030640347,0.01579352
t_4729,25.11088000000001,-20.67504,0.023107577,0.024954343,0.028889664,0.025848953,0.015913956,0.016850796,0.026727103,0.03063958,0.015793122
t_473,23.449000000000012,-24.24403,0.01762514,0.022554899,0.023648033,0.02192693,0.013024033,0.013861508,0.02193165,0.0249289,0.012901417
t_4730,25.20071999999999,-20.67504,0.024525318,0.026535198,0.028824257,0.025848953,0.015877832,0.016812265,0.026667565,0.030568166,0.015756218
t_4731,25.11088000000001,-20.63301,0.022862975,0.025401669,0.027929137,0.024990851,0.015383604,0.016285568,0.025847962,0.029591186,0.015250827
t_4732,25.1558,-20.63301,0.019532325,0.021714782,0.027908623,0.024999341,0.015372282,0.016273512,0.025829075,0.029568804,0.015239238
t_4733,25.065969999999993,-20.63301,0.019496404,0.021660842,0.027929788,0.024965422,0.015383964,0.016285952,0.025848564,0.029591898,0.015251195
t_4734,25.245630000000006,-20.63301,0.021243101,0.023689318,0.027808495,0.024965422,0.015317017,0.016214674,0.025736814,0.029459566,0.015182666
t_4735,24.88631000000001,-20.67504,0.018632779,0.02024346,0.028680986,0.0255346,0.015798707,0.016727883,0.026536983,0.030411746,0.015675368
t_4736,24.84138999999999,-20.67504,0.022758665,0.024801191,0.02857683,0.025419839,0.015741188,0.01666656,0.026441906,0.030298043,0.01561658
t_4737,24.84138999999999,-20.63301,0.02162655,0.02424426,0.027638253,0.024590205,0.015223062,0.016114667,0.025579687,0.029273853,0.015086461
t_4738,24.79647,-20.63301,0.022715207,0.025556637,0.027522834,0.024467656,0.015159369,0.01604689,0.025472974,0.029147958,0.0150212245
t_4739,24.88631000000001,-20.63301,0.020221729,0.022601398,0.027735133,0.024697425,0.015276527,0.01617157,0.025669143,0.029379532,0.0151412105
t_474,23.404089999999997,-24.24403,0.016257405,0.02122762,0.023173824,0.021445554,0.012763098,0.013582328,0.02146478,0.024413625,0.012628247
t_4740,24.84138999999999,-20.59097,0.020784672,0.023976944,0.026745534,0.023797994,0.014730557,0.0155909695,0.024750372,0.02830043,0.014581622
t_4741,24.79647,-20.59097,0.020790689,0.024069559,0.02663799,0.0236832,0.0146712465,0.015527965,0.024649857,0.028183216,0.014520764
t_4742,24.88631000000001,-20.59097,0.020233627,0.023271998,0.026835773,0.023898385,0.014780327,0.01564385,0.024834612,0.028398795,0.0146326795
t_4743,24.751560000000012,-20.63301,0.02209229,0.02496044,0.027389418,0.024330286,0.015085752,0.01596857,0.025349434,0.02900245,0.014945804
t_4744,24.661730000000006,-20.63301,0.021315737,0.024329577,0.027070874,0.02401308,0.014910009,0.015781682,0.025053654,0.028655097,0.014765673
t_4745,24.661730000000006,-20.59097,0.020751605,0.024368666,0.0262165,0.023256872,0.014438834,0.015281203,0.024254628,0.027723921,0.014282164
t_4746,24.706639999999993,-20.59097,0.020421896,0.02385401,0.026372919,0.023412151,0.014525077,0.015372747,0.024401538,0.02789435,0.014370726
t_4747,24.751560000000012,-20.59097,0.020773627,0.02414997,0.02651363,0.023554448,0.014602667,0.015455129,0.024533456,0.028047685,0.01445038
t_4748,24.79647,-20.50686,0.019478278,0.023897568,0.02499205,0.022213105,0.013764052,0.014565957,0.023094881,0.026390629,0.013588267
t_4749,24.79647,-20.33849,0.014951185,0.020667562,0.022125984,0.019608833,0.012186828,0.012901588,0.020312205,0.023275945,0.011959824
t_475,23.404089999999997,-24.20307,0.017592447,0.022488726,0.023674157,0.02190843,0.01303841,0.0138768535,0.021957215,0.024957294,0.012916416
t_4750,24.79647,-20.16993,0.009270976,0.014494834,0.019722754,0.017388891,0.010866749,0.0115173645,0.017905654,0.020671748,0.01059016
t_4751,24.79647,-20.0012,0.009427065,0.016725978,0.017685909,0.01549708,0.009749666,0.010352941,0.015815787,0.018470777,0.009426861
t_4752,24.79647,-19.83228,0.00747373,0.0150928525,0.015942877,0.013882322,0.008794971,0.009363274,0.013994093,0.01659248,0.008430158
t_4753,24.976139999999987,-20.63301,0.01871735,0.020832328,0.027871601,0.02486423,0.015351848,0.016251756,0.025794975,0.029528413,0.015218321
t_4754,24.931219999999996,-20.59097,0.019168954,0.021995137,0.026908303,0.023983974,0.014820333,0.015686363,0.024902256,0.028477859,0.014673714
