# 2023_M6.9_Marrakesh median gmf, Stations:All, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRjb2014,AtkinsonBoore2006Modified2011,ChiouYoungs2014,PezeshkEtAl2011NEHRPBC.NRCan15SiteTerm
t_215,-5.78589,30.36895,0.026958376,0.033121772,0.02480202,0.023980942
t_2150,-9.10965,29.74695,0.026380304,0.03403327,0.030793734,0.0467174
t_2151,-8.75033,29.74695,0.029297665,0.03811131,0.0354163,0.052169256
t_2152,-9.28932,29.74695,0.024732873,0.031157184,0.028026817,0.04238131
t_2153,-9.19948,29.74695,0.026654761,0.033888128,0.030992653,0.044726446
t_2154,-8.66049,29.82491,0.032601465,0.039972283,0.040473554,0.05471434
t_2155,-9.28932,29.82491,0.029604016,0.037039053,0.035165597,0.045126844
t_2156,-8.92999,29.82491,0.030075306,0.03855538,0.03656632,0.0534634
t_2157,-9.19948,29.82491,0.027491104,0.035072748,0.032374345,0.04789738
t_2158,-8.75033,29.82491,0.032250267,0.03994233,0.039921805,0.054415252
t_2159,-9.37915,29.82491,0.02511731,0.030724984,0.028450508,0.04177022
t_216,-5.69605,30.36895,0.015296342,0.017984759,0.011923832,0.022349285
t_2160,-8.84016,29.82491,0.035434924,0.044503108,0.044728544,0.054000966
t_2161,-9.10965,29.82491,0.0339024,0.04364105,0.042029083,0.050269406
t_2162,-9.01982,29.82491,0.028949406,0.037574086,0.03481031,0.052338324
t_2163,-8.75033,29.90281,0.03488836,0.04044721,0.043864366,0.055846706
t_2164,-8.92999,29.90281,0.033585902,0.040269494,0.04183008,0.05471779
t_2165,-9.19948,29.90281,0.028619299,0.036611404,0.03405313,0.051448733
t_2166,-9.01982,29.90281,0.032402594,0.0396938,0.039965235,0.053932782
t_2167,-9.28932,29.90281,0.028645087,0.03585123,0.03385195,0.048373654
t_2168,-9.37915,28.72793,0.016077707,0.019597182,0.012210809,0.020424979
t_2169,-9.28932,28.72793,0.013604921,0.016695617,0.010040801,0.020747801
t_217,-5.96555,30.36895,0.017406704,0.020751428,0.01528851,0.026095828
t_2170,-9.19948,28.72793,0.015664713,0.019117557,0.012067888,0.021046316
t_2171,-9.01982,28.72793,0.018623203,0.023008896,0.015178841,0.021559121
t_2172,-8.75033,28.72793,0.019146586,0.023741461,0.015947305,0.022080699
t_2173,-9.10965,28.72793,0.013895796,0.017110627,0.010495839,0.021317642
t_2174,-8.92999,28.72793,0.0226105,0.029426888,0.019504275,0.021768242
t_2175,-8.84016,28.72793,0.017124414,0.021069644,0.013843018,0.02194275
t_2176,-8.66049,28.72793,0.017459076,0.021522501,0.014274055,0.022180526
t_2177,-8.75033,28.80668,0.023383705,0.029916357,0.021143017,0.02329698
t_2178,-9.37915,28.80668,0.0139624,0.017204007,0.010599215,0.021446425
t_2179,-9.28932,28.80668,0.014145054,0.017464368,0.010887449,0.021805543
t_218,-5.60622,30.36895,0.014224319,0.016991183,0.0105705075,0.021015767
t_2180,-9.19948,28.80668,0.014314019,0.017705036,0.011155236,0.022138342
t_2181,-9.01982,28.80668,0.018619228,0.023080671,0.015677927,0.022711685
t_2182,-9.10965,28.80668,0.016620532,0.02045041,0.013530294,0.02244144
t_2183,-8.84016,28.80668,0.021208506,0.026603077,0.018615775,0.023141967
t_2184,-8.92999,28.80668,0.02008437,0.025053302,0.017316805,0.022946093
t_2185,-8.66049,28.80668,0.024069956,0.031909276,0.022019861,0.023409247
t_2186,-9.10965,28.88536,0.015082209,0.018794525,0.012383367,0.02365544
t_2187,-9.19948,28.88536,0.014911123,0.0185515,0.012107644,0.023315733
t_2188,-8.75033,28.88536,0.023150975,0.029383887,0.02148016,0.024618285
t_2189,-9.28932,28.88536,0.014723419,0.018284613,0.011806083,0.022943584
t_219,-5.87572,30.36895,0.017586885,0.020136613,0.015012439,0.025280723
t_2190,-9.37915,28.88536,0.015495777,0.019027295,0.012440641,0.02254299
t_2191,-9.01982,28.88536,0.018008476,0.02235393,0.015525905,0.023958951
t_2192,-8.84016,28.88536,0.01952491,0.02438351,0.017342307,0.0244434
t_2193,-8.66049,28.88536,0.018130437,0.022559421,0.015937448,0.024745068
t_2194,-8.92999,28.88536,0.023473265,0.029856954,0.021677773,0.024222685
t_2195,-8.92999,28.96399,0.019519009,0.024433376,0.017771306,0.025610039
t_2196,-9.37915,28.96399,0.017128818,0.021185333,0.014510091,0.023722162
t_2197,-9.28932,28.96399,0.015344151,0.019161059,0.012803063,0.024170285
t_2198,-9.10965,28.96399,0.019359395,0.024187818,0.01736018,0.024969889
t_2199,-8.75033,28.96399,0.02437624,0.031158064,0.023565818,0.026057992
t_22,-6.14521,32.81719,0.016775042,0.020184541,0.01223782,0.019254044
t_220,-6.14521,30.36895,0.020378074,0.025274923,0.019606058,0.028515955
t_2200,-9.01982,28.96399,0.015915122,0.019971007,0.013733818,0.025312085
t_2201,-8.84016,28.96399,0.02537048,0.032851733,0.024712333,0.025859812
t_2202,-9.19948,28.96399,0.015553165,0.01945791,0.013143083,0.02458778
t_2203,-8.66049,28.96399,0.016358877,0.020597974,0.014460662,0.026201814
t_2204,-9.10965,29.04256,0.016466543,0.020741206,0.014629651,0.026395796
t_2205,-8.66049,29.04256,0.018040594,0.02267173,0.016777845,0.027795073
t_2206,-8.92999,29.04256,0.022150816,0.028032113,0.021345375,0.02712143
t_2207,-9.28932,29.04256,0.01603421,0.020122489,0.013908899,0.025494317
t_2208,-9.37915,29.04256,0.015949482,0.019944193,0.01367276,0.024991605
t_2209,-9.01982,29.04256,0.016650852,0.0210046,0.014937875,0.026783276
t_221,-6.14521,30.44642,0.01844759,0.02304893,0.017495332,0.029076535
t_2210,-8.84016,29.04256,0.026686223,0.035005096,0.02703362,0.027405433
t_2211,-8.75033,29.04256,0.023118442,0.029377637,0.02268614,0.02763111
t_2212,-9.19948,29.04256,0.016252529,0.020437762,0.014276911,0.025964295
t_2213,-8.92999,29.12106,0.017637936,0.022386875,0.01656639,0.028772095
t_2214,-9.28932,29.12106,0.0205556,0.025849275,0.019403301,0.026924802
t_2215,-9.10965,29.12106,0.020080347,0.025267668,0.019187849,0.02794537
t_2216,-9.37915,29.12106,0.016453588,0.020704566,0.014595736,0.026359256
t_2217,-8.66049,29.12106,0.020524882,0.025923636,0.020189447,0.029543094
t_2218,-9.19948,29.12106,0.017938491,0.02249343,0.016562458,0.027455885
t_2219,-9.01982,29.12106,0.0174566,0.022128318,0.016260907,0.028386313
t_222,-5.87572,30.44642,0.023391295,0.02807499,0.021577861,0.025166988
t_2220,-8.84016,29.12106,0.017797459,0.022611413,0.016831327,0.02909675
t_2221,-8.75033,29.12106,0.017924447,0.022789791,0.017042166,0.029355135
t_2222,-9.37915,29.19951,0.017281568,0.021817021,0.015900848,0.027833095
t_2223,-8.84016,29.19951,0.019786919,0.025054784,0.019653348,0.030953677
t_2224,-9.10965,29.19951,0.01809572,0.023004113,0.017305031,0.029632585
t_2225,-8.75033,29.19951,0.01885796,0.024087813,0.018590163,0.031251337
t_2226,-9.01982,29.19951,0.018341158,0.02335232,0.017716022,0.03013741
t_2227,-9.19948,29.19951,0.017833253,0.02262689,0.016859822,0.029074186
t_2228,-9.28932,29.19951,0.019748645,0.02481772,0.018941008,0.02847125
t_2229,-8.66049,29.19951,0.018963724,0.024235798,0.018766174,0.031468138
t_223,-5.60622,30.44642,0.014166943,0.017061066,0.010624294,0.021251824
t_2230,-8.92999,29.19951,0.018539542,0.023637928,0.018055558,0.030580256
t_2231,-8.66049,29.27789,0.020003926,0.025674138,0.020492325,0.033595625
t_2232,-8.92999,29.27789,0.01950626,0.024976553,0.019662699,0.032565992
t_2233,-9.28932,29.27789,0.01922929,0.024270857,0.018757515,0.030140713
t_2234,-9.37915,29.27789,0.019345384,0.024263063,0.018695025,0.029417867
t_2235,-9.19948,29.27789,0.018762944,0.023885338,0.018368714,0.030829666
t_2236,-9.01982,29.27789,0.024148976,0.030842004,0.025409486,0.03205388
t_2237,-8.75033,29.27789,0.020674715,0.02637318,0.02128987,0.033343848
t_2238,-9.01982,31.064,0.12944941,0.08617075,0.15527846,0.10556484
t_2239,-9.19948,31.064,0.09247051,0.057097044,0.11712704,0.068407044
t_224,-5.96555,30.44642,0.018447354,0.022178056,0.016590178,0.026344929
t_2240,-8.92999,31.064,0.14265257,0.098113246,0.16185921,0.13685298
t_2241,-9.28932,31.064,0.07726311,0.05374685,0.09906746,0.063958645
t_2242,-8.84016,31.064,0.16633111,0.12224786,0.17758895,0.18246074
t_2243,-9.10965,31.064,0.10658647,0.06784049,0.13162585,0.08371303
t_2244,-8.66049,31.064,0.3171198,0.2523208,0.29123318,0.34380972
t_2245,-9.46898,31.064,0.04925979,0.04144443,0.062192008,0.054582506
t_2246,-9.46898,31.14092,0.05015457,0.041901723,0.06201797,0.056707397
t_2247,-8.66049,31.14092,0.3090012,0.23059097,0.26872864,0.31108427
t_2248,-8.84016,31.14092,0.17339256,0.12320082,0.17582166,0.18143009
t_2249,-9.28932,31.14092,0.06864792,0.04689505,0.08511183,0.06492781
t_225,-5.69605,30.44642,0.021556465,0.026002513,0.018403243,0.022507556
t_2250,-9.10965,31.14092,0.10069151,0.06184843,0.12095942,0.08257959
t_2251,-9.19948,31.14092,0.08231341,0.04995053,0.10095072,0.069234245
t_2252,-8.92999,31.14092,0.13776472,0.092332885,0.14888626,0.13572651
t_2253,-9.01982,31.14092,0.11896524,0.075981155,0.1370591,0.10413498
t_2254,-9.37915,31.14092,0.06256203,0.0478667,0.078795105,0.060879365
t_2255,-8.75033,31.14092,0.2628636,0.19196984,0.25588405,0.24166018
t_2256,-8.66049,31.21777,0.31697246,0.23962627,0.28465074,0.2842283
t_2257,-8.75033,31.21777,0.2776808,0.20558682,0.26367474,0.23582242
t_2258,-9.46898,31.21777,0.04913337,0.04108593,0.05911083,0.058665913
t_2259,-9.37915,31.21777,0.05708223,0.043712325,0.06969745,0.061812907
t_226,-6.05538,30.44642,0.01785575,0.022010121,0.016383225,0.027618513
t_2260,-9.28932,31.21777,0.06318526,0.04365813,0.0763099,0.06534321
t_2261,-9.19948,31.21777,0.08201425,0.0510238,0.09971438,0.06940893
t_2262,-8.84016,31.21777,0.24217944,0.18181646,0.24794358,0.18018366
t_2263,-9.10965,31.21777,0.09693408,0.058111113,0.1146306,0.07929569
t_2264,-8.92999,31.21777,0.17597717,0.12090627,0.1925425,0.13121705
t_2265,-9.01982,31.21777,0.12373642,0.078009486,0.14150348,0.099661775
t_2266,-9.37915,31.29457,0.068773165,0.05503424,0.08612704,0.0620497
t_2267,-9.28932,31.29457,0.07311627,0.05279405,0.09061678,0.06515737
t_2268,-8.84016,31.29457,0.24103853,0.18618156,0.24096733,0.17584299
t_2269,-9.10965,31.29457,0.09203605,0.05414561,0.10842656,0.074219346
t_227,-5.78589,30.44642,0.016217131,0.019192113,0.013347135,0.02387664
t_2270,-9.46898,31.29457,0.04993841,0.04235049,0.05941713,0.05943074
t_2271,-8.92999,31.29457,0.16601734,0.11348367,0.18061946,0.12098975
t_2272,-8.75033,31.29457,0.3129152,0.26434666,0.29489067,0.23191355
t_2273,-9.19948,31.29457,0.081922114,0.053236086,0.099755116,0.06888352
t_2274,-9.01982,31.29457,0.11322584,0.06992921,0.12852246,0.092062384
t_2275,-9.01982,31.3713,0.104325846,0.06366697,0.12032262,0.08161093
t_2276,-9.37915,31.3713,0.063487455,0.051904865,0.07853295,0.06157207
t_2277,-8.84016,31.3713,0.1775361,0.12945417,0.1857796,0.13326125
t_2278,-9.19948,31.3713,0.091296665,0.06524691,0.11385095,0.06767808
t_2279,-8.75033,31.3713,0.21626735,0.1702946,0.2180877,0.16131291
t_228,-6.14521,30.52384,0.021449754,0.026859641,0.021219324,0.029577227
t_2280,-9.28932,31.3713,0.07015026,0.052676022,0.086787514,0.06439898
t_2281,-9.10965,31.3713,0.1030101,0.06688452,0.12524007,0.071849465
t_2282,-8.92999,31.3713,0.12860085,0.08390263,0.14170043,0.10206576
t_2283,-9.46898,31.3713,0.068224214,0.06276693,0.085331134,0.058986947
t_2284,-9.01982,31.44796,0.10963351,0.07740303,0.13346772,0.073009945
t_2285,-9.28932,31.44796,0.07724785,0.06323149,0.097872026,0.063235514
t_2286,-8.84016,31.44796,0.12237221,0.08699526,0.13685173,0.095040336
t_2287,-9.19948,31.44796,0.07422448,0.053995326,0.091440566,0.06600327
t_2288,-8.75033,31.44796,0.13330106,0.09827926,0.14479685,0.10779343
t_2289,-9.37915,31.44796,0.06114542,0.05198651,0.075620964,0.060628153
t_229,-5.87572,30.52384,0.021332715,0.026057351,0.01945817,0.025227454
t_2290,-9.10965,31.44796,0.097499706,0.07024728,0.121103585,0.06917408
t_2291,-8.92999,31.44796,0.09610638,0.06101374,0.1087422,0.08208204
t_2292,-9.46898,31.44796,0.058806535,0.05377933,0.07180319,0.057932954
t_2293,-9.01982,31.52457,0.09619852,0.07562134,0.12039507,0.06853799
t_2294,-8.84016,31.52457,0.089811236,0.06576054,0.10704736,0.07101093
t_2295,-9.46898,31.52457,0.05693665,0.054348353,0.06993151,0.056791462
t_2296,-9.37915,31.52457,0.060266078,0.053942103,0.07520802,0.05950918
t_2297,-8.92999,31.52457,0.09582696,0.067181066,0.11621501,0.06986105
t_2298,-8.75033,31.52457,0.08395358,0.063976675,0.0974643,0.07543389
t_2299,-9.19948,31.52457,0.074292414,0.058421712,0.09328637,0.064167775
t_23,-6.05538,32.81719,0.015905138,0.019039793,0.011166075,0.018595485
t_230,-5.96555,30.52384,0.025520662,0.03199331,0.024958085,0.026565086
t_2300,-9.10965,31.52457,0.08500765,0.06374994,0.106246896,0.06642993
t_2301,-9.28932,31.52457,0.06375545,0.053083356,0.07967856,0.061888576
t_2302,-9.19948,31.60111,0.074381605,0.06418987,0.09549181,0.062406354
t_2303,-9.28932,31.60111,0.06604749,0.05946678,0.08430154,0.060530797
t_2304,-8.75033,31.60111,0.08308567,0.07074177,0.10411124,0.06462341
t_2305,-9.10965,31.60111,0.08032494,0.06620128,0.102618344,0.06406073
t_2306,-9.37915,31.60111,0.055791423,0.05235696,0.069869384,0.058419075
t_2307,-8.92999,31.60111,0.08449918,0.064696915,0.105558306,0.065578856
t_2308,-9.37915,30.52384,0.03992995,0.036979787,0.04562285,0.04742216
t_2309,-8.92999,30.52384,0.06914683,0.054679867,0.08266344,0.06113382
t_231,-5.60622,30.52384,0.014234339,0.017270641,0.010783743,0.021444041
t_2310,-8.66049,30.52384,0.123212114,0.10097537,0.14936575,0.09499819
t_2311,-9.19948,30.52384,0.05483778,0.04670952,0.06753542,0.05243559
t_2312,-9.01982,30.52384,0.06967797,0.055501617,0.08699684,0.058972448
t_2313,-8.75033,30.52384,0.11300792,0.094892144,0.1274415,0.09299985
t_2314,-9.28932,30.52384,0.050724253,0.045747057,0.06137155,0.049624566
t_2315,-8.84016,30.52384,0.08764996,0.07593893,0.09826642,0.0772706
t_2316,-9.28932,30.60119,0.0431931,0.03647118,0.05218534,0.050679035
t_2317,-9.46898,30.60119,0.037043415,0.035396893,0.04305026,0.046328936
t_2318,-9.10965,30.60119,0.057251465,0.0411034,0.07020587,0.059424035
t_2319,-9.37915,30.60119,0.039393775,0.03579686,0.04694207,0.047405522
t_232,-5.69605,30.52384,0.020066958,0.024426613,0.017003236,0.02263995
t_2320,-8.66049,30.60119,0.12876353,0.10059185,0.15328944,0.11267884
t_2321,-8.92999,30.60119,0.07454721,0.054377384,0.088138126,0.07518856
t_2322,-9.19948,30.60119,0.04701041,0.03658471,0.056804113,0.05509936
t_2323,-8.84016,30.60119,0.08848368,0.068060756,0.10111068,0.090690345
t_2324,-9.01982,30.60119,0.075145796,0.052148424,0.09338725,0.06371813
t_2325,-8.75033,30.60119,0.111514196,0.08741907,0.12858297,0.10494165
t_2326,-9.01982,30.67848,0.073724374,0.049770597,0.09018254,0.073255554
t_2327,-9.10965,30.67848,0.058929235,0.03902465,0.072008036,0.062122405
t_2328,-9.28932,30.67848,0.03916575,0.03237892,0.047357194,0.049649466
t_2329,-8.75033,30.67848,0.11024243,0.085305475,0.12683643,0.12081153
t_233,-6.05538,30.52384,0.019391052,0.023966648,0.018282872,0.027995534
t_2330,-8.84016,30.67848,0.09113874,0.0685465,0.10488517,0.1047662
t_2331,-9.19948,30.67848,0.053601723,0.03932387,0.066751115,0.05655799
t_2332,-8.92999,30.67848,0.07795303,0.055893324,0.091616645,0.08792362
t_2333,-8.66049,30.67848,0.12379145,0.09817158,0.14312452,0.13256358
t_2334,-9.37915,30.67848,0.034305625,0.031190999,0.041492432,0.04360966
t_2335,-9.46898,30.67848,0.038076434,0.036584526,0.046660773,0.045191083
t_2336,-9.01982,30.75571,0.07574071,0.051645953,0.09171089,0.08255227
t_2337,-9.28932,30.75571,0.046980895,0.03717231,0.05933628,0.050599325
t_2338,-8.75033,30.75571,0.122631624,0.09775096,0.14024773,0.14373767
t_2339,-9.19948,30.75571,0.05219173,0.036499426,0.06434734,0.058471255
t_234,-5.78589,30.52384,0.021834409,0.026674021,0.019444672,0.023918059
t_2340,-8.84016,30.75571,0.106304534,0.08014791,0.12388015,0.122074224
t_2341,-8.92999,30.75571,0.08981793,0.06430273,0.10675506,0.100820616
t_2342,-9.37915,30.75571,0.03463979,0.031028708,0.042858664,0.042605575
t_2343,-8.66049,30.75571,0.14853954,0.124827564,0.1704392,0.15877995
t_2344,-9.46898,30.75571,0.039185416,0.037164714,0.04941206,0.04574672
t_2345,-9.10965,30.75571,0.07120371,0.046239562,0.08940171,0.067226835
t_2346,-8.84016,30.83287,0.122844644,0.09382206,0.14330775,0.14240184
t_2347,-9.10965,30.83287,0.09811882,0.06731329,0.1276585,0.07354189
t_2348,-9.46898,30.83287,0.039477374,0.035705168,0.0496561,0.04958574
t_2349,-8.66049,30.83287,0.17827645,0.15463783,0.19564551,0.21405828
t_235,-6.14521,30.60119,0.019071193,0.023972495,0.018472033,0.030033385
t_2350,-8.92999,30.83287,0.101198636,0.07298482,0.12067487,0.11388581
t_2351,-9.28932,30.83287,0.052988503,0.03971648,0.06755419,0.055418488
t_2352,-9.01982,30.83287,0.09968009,0.06830254,0.12518592,0.091359794
t_2353,-8.75033,30.83287,0.16628565,0.13362557,0.19282638,0.17684561
t_2354,-9.37915,30.83287,0.04493933,0.037606,0.057227477,0.050755728
t_2355,-9.19948,30.83287,0.063845254,0.042108167,0.081006065,0.061514296
t_2356,-8.84016,30.90998,0.13865438,0.10758519,0.16086616,0.1626104
t_2357,-9.19948,30.90998,0.070369996,0.04450211,0.08950489,0.06457848
t_2358,-8.75033,30.90998,0.1781897,0.14781108,0.20017885,0.21504605
t_2359,-9.37915,30.90998,0.051018253,0.040709816,0.0653396,0.055449527
t_236,-5.87572,30.60119,0.016701223,0.02055833,0.01451001,0.02539316
t_2360,-9.01982,30.90998,0.103584476,0.07088445,0.12860276,0.09881647
t_2361,-9.10965,30.90998,0.093352795,0.061510243,0.11924053,0.0789253
t_2362,-9.28932,30.90998,0.067035384,0.04868068,0.087500624,0.059641346
t_2363,-9.46898,30.90998,0.045095418,0.039478328,0.05773276,0.052248962
t_2364,-8.92999,30.90998,0.122059934,0.08807818,0.14752458,0.12558353
t_2365,-8.66049,30.90998,0.24017848,0.20988998,0.25397378,0.29063118
t_2366,-9.19948,30.98702,0.07876551,0.04849322,0.099635735,0.06689319
t_2367,-8.75033,30.98702,0.22507548,0.18440348,0.2519374,0.242707
t_2368,-8.84016,30.98702,0.1565098,0.11982567,0.17745191,0.17707556
t_2369,-9.01982,30.98702,0.09755841,0.065918416,0.11567688,0.10378599
t_237,-5.96555,30.60119,0.017533058,0.021714045,0.015840286,0.026813634
t_2370,-9.37915,30.98702,0.053056914,0.040936463,0.06713294,0.057958327
t_2371,-9.28932,30.98702,0.065002054,0.045061074,0.08264452,0.062329657
t_2372,-9.46898,30.98702,0.043991897,0.03733523,0.055284426,0.053366847
t_2373,-8.92999,30.98702,0.1352383,0.096325584,0.16039465,0.13366881
t_2374,-9.10965,30.98702,0.10231776,0.066635825,0.12899962,0.08247842
t_2375,-8.66049,30.98702,0.2941845,0.26015857,0.30402222,0.34581837
t_2376,-9.37915,31.064,0.0689158,0.054056436,0.08945177,0.05955591
t_2377,-8.75033,31.064,0.22642381,0.17548704,0.22966863,0.24906446
t_2378,-8.66049,29.90281,0.0355402,0.04068465,0.0448639,0.056209326
t_2379,-9.37915,29.90281,0.027455205,0.03358306,0.03183767,0.044993103
t_238,-5.69605,30.60119,0.016166562,0.019627232,0.013128852,0.022796514
t_2380,-9.10965,29.90281,0.030558689,0.0383626,0.037084565,0.052960943
t_2381,-8.84016,29.90281,0.036292035,0.04264269,0.046008594,0.055350818
t_2382,-8.92999,29.98066,0.035835996,0.04034528,0.045054,0.0559597
t_2383,-9.19948,29.98066,0.030904865,0.037445337,0.037246484,0.052635495
t_2384,-9.01982,29.98066,0.035047915,0.04032451,0.04378866,0.055038232
t_2385,-8.66049,29.98066,0.038688466,0.041195948,0.04939928,0.057793044
t_2386,-9.28932,29.98066,0.03121807,0.03828235,0.03742264,0.05109504
t_2387,-8.75033,29.98066,0.040530346,0.04373268,0.05230197,0.05733793
t_2388,-9.37915,29.98066,0.035400316,0.04376757,0.043129466,0.048372783
t_2389,-9.10965,29.98066,0.032276127,0.038259212,0.03948109,0.05394157
t_239,-5.60622,30.60119,0.014301549,0.017457332,0.010931529,0.021622
t_2390,-8.84016,29.98066,0.04433415,0.04919846,0.058235515,0.056725036
t_2391,-8.84016,30.05844,0.044565603,0.045881305,0.0580781,0.05808035
t_2392,-9.10965,30.05844,0.0363351,0.04028742,0.045143012,0.05471252
t_2393,-9.37915,30.05844,0.04535308,0.05918192,0.05730493,0.049793325
t_2394,-8.75033,30.05844,0.042136796,0.04218824,0.05418699,0.05887309
t_2395,-8.92999,30.05844,0.038108584,0.040227164,0.048081025,0.05711666
t_2396,-9.28932,30.05844,0.032056652,0.037101377,0.038108177,0.05159936
t_2397,-8.66049,30.05844,0.043083336,0.042367984,0.05559144,0.059470523
t_2398,-9.01982,30.05844,0.037693657,0.040694553,0.047387507,0.05599495
t_2399,-9.19948,30.05844,0.038281903,0.04375423,0.047748987,0.05325586
t_24,-5.78589,32.81719,0.015805658,0.018767465,0.010194533,0.016765688
t_240,-6.05538,30.60119,0.018190267,0.02271734,0.017012816,0.02834822
t_2400,-8.84016,30.13616,0.045040343,0.04305723,0.05787469,0.059345078
t_2401,-9.10965,30.13616,0.04072254,0.042747166,0.050975177,0.055075146
t_2402,-9.37915,30.13616,0.045423545,0.052174103,0.055253588,0.049401693
t_2403,-8.75033,30.13616,0.044998974,0.041886967,0.05763921,0.06043096
t_2404,-8.66049,30.13616,0.04638799,0.042183015,0.059663013,0.061256967
t_2405,-9.01982,30.13616,0.040590383,0.04122757,0.051066697,0.056646552
t_2406,-9.28932,30.13616,0.046181828,0.052041966,0.05735978,0.051572982
t_2407,-8.92999,30.13616,0.04190941,0.04125943,0.05314129,0.058071665
t_2408,-9.19948,30.13616,0.035731398,0.038269848,0.043003343,0.05338862
t_2409,-8.75033,30.21382,0.053218033,0.04601932,0.068787076,0.062001184
t_241,-5.78589,30.60119,0.020495262,0.025252117,0.018132534,0.024056656
t_2410,-8.84016,30.21382,0.046446543,0.041549556,0.058685698,0.060405694
t_2411,-9.19948,30.21382,0.04752823,0.049562514,0.058561884,0.052703112
t_2412,-9.10965,30.21382,0.037863053,0.037595578,0.045555267,0.05475482
t_2413,-9.37915,30.21382,0.04712696,0.05040791,0.05424852,0.049326804
t_2414,-8.66049,30.21382,0.05431792,0.04535855,0.070269056,0.06320374
t_2415,-9.01982,30.21382,0.042038146,0.040269338,0.05220119,0.05678945
t_2416,-9.28932,30.21382,0.04670268,0.04971308,0.055788983,0.050905857
t_2417,-8.92999,30.21382,0.047786947,0.044466767,0.061018668,0.058647193
t_2418,-8.84016,30.29141,0.046799086,0.039784603,0.057380408,0.061084785
t_2419,-9.19948,30.29141,0.048985276,0.04947528,0.05828337,0.05064446
t_242,-5.78589,30.67848,0.015499934,0.019204803,0.0129354205,0.024231598
t_2420,-9.01982,30.29141,0.055397343,0.052007414,0.0706772,0.056289073
t_2421,-8.66049,30.29141,0.05893755,0.045068398,0.07464362,0.065471515
t_2422,-9.37915,30.29141,0.0491372,0.051592212,0.05379102,0.047997694
t_2423,-9.10965,30.29141,0.057117593,0.06064609,0.07264035,0.05351866
t_2424,-8.75033,30.29141,0.05421531,0.043491684,0.06776417,0.063666545
t_2425,-9.28932,30.29141,0.047993213,0.049648564,0.054988194,0.04889588
t_2426,-8.92999,30.29141,0.05759697,0.052014217,0.07406627,0.058583435
t_2427,-9.19948,30.36895,0.048004042,0.048295084,0.054911662,0.04669976
t_2428,-9.01982,30.36895,0.060349632,0.056283794,0.07677962,0.055489562
t_2429,-8.66049,30.36895,0.067448124,0.04717455,0.0833414,0.0684644
t_243,-5.87572,30.67848,0.016814956,0.020831162,0.014724401,0.025596544
t_2430,-9.37915,30.36895,0.041531775,0.041076712,0.043607984,0.044359677
t_2431,-9.10965,30.36895,0.057746716,0.06282321,0.07301431,0.05193275
t_2432,-8.75033,30.36895,0.059662722,0.045009095,0.071945526,0.06597897
t_2433,-8.84016,30.36895,0.05443287,0.044696577,0.06596137,0.06112463
t_2434,-9.28932,30.36895,0.046303324,0.046710342,0.050807063,0.045884766
t_2435,-8.92999,30.36895,0.062175144,0.056387488,0.07896135,0.05747074
t_2436,-9.46898,30.44642,0.03643226,0.035456903,0.037663095,0.042083982
t_2437,-9.10965,30.44642,0.057315256,0.05120291,0.070934534,0.052757267
t_2438,-9.37915,30.44642,0.043886207,0.04234846,0.04838533,0.045557514
t_2439,-8.92999,30.44642,0.058644596,0.05249681,0.07191616,0.05547071
t_244,-5.69605,30.67848,0.014837815,0.018299138,0.011888071,0.022964122
t_2440,-8.66049,30.44642,0.09172846,0.065396465,0.11219874,0.07812002
t_2441,-9.19948,30.44642,0.049849924,0.046652224,0.05963075,0.047763977
t_2442,-9.01982,30.44642,0.061994977,0.05445438,0.07772427,0.055835795
t_2443,-8.75033,30.44642,0.08628356,0.066235535,0.101589434,0.07325105
t_2444,-9.28932,30.44642,0.048529636,0.046821777,0.056124672,0.04671308
t_2445,-8.84016,30.44642,0.0639439,0.054199938,0.07471193,0.06114122
t_2446,-9.46898,30.52384,0.038102213,0.03669072,0.04208936,0.045440976
t_2447,-9.10965,30.52384,0.06252608,0.050769437,0.07815617,0.056075845
t_2448,-9.01982,32.81719,0.021275325,0.025672698,0.02132498,0.029646887
t_2449,-8.75033,32.81719,0.026709745,0.03200625,0.0284763,0.030778952
t_245,-6.05538,30.67848,0.024193645,0.030643167,0.02426488,0.028679404
t_2450,-8.84016,32.81719,0.026397044,0.0317229,0.028140934,0.029864311
t_2451,-8.92999,32.81719,0.025090462,0.030257486,0.026308436,0.02958087
t_2452,-8.92999,32.89265,0.02083022,0.025220612,0.020429103,0.028774276
t_2453,-8.75033,32.89265,0.026798718,0.032842565,0.02797627,0.029814988
t_2454,-8.84016,32.89265,0.02446099,0.029788908,0.024978787,0.029182311
t_2455,-8.84016,32.96805,0.020578746,0.025030714,0.019735694,0.0281063
t_2456,-8.75033,32.96805,0.02178441,0.026465083,0.021237154,0.02860746
t_2457,-8.84016,33.04338,0.019934395,0.02430761,0.018516885,0.026884638
t_2458,-8.75033,33.04338,0.020241778,0.024550728,0.01895856,0.027322927
t_2459,-8.75033,33.11865,0.019535631,0.023588095,0.01770459,0.026049552
t_246,-5.60622,30.67848,0.014735817,0.017999759,0.011417239,0.02178933
t_2460,-9.10965,32.21118,0.035920497,0.04114792,0.042031705,0.043483343
t_2461,-9.01982,32.21118,0.040755436,0.049070213,0.049515955,0.048294917
