# 2023_M6.9_Marrakesh median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRjb2014,AtkinsonBoore2006Modified2011,ChiouYoungs2014,"NRCan15SiteTerm
gmpe_name = 'PezeshkEtAl2011NEHRPBC'"
t_2259,-9.37915,31.21777,0.02891544,0.033242103,0.049027517,0.03880898
t_226,-6.05538,30.44642,0.008456949,0.015938362,0.010446025,0.015351093
t_2260,-9.28932,31.21777,0.03157052,0.0323991,0.052462306,0.038733512
t_2261,-9.19948,31.21777,0.040336404,0.036797766,0.06736084,0.045134097
t_2262,-8.84016,31.21777,0.098697506,0.09162284,0.14353527,0.10815884
t_2263,-9.10965,31.21777,0.046659004,0.040252183,0.07570411,0.04955968
t_2264,-8.92999,31.21777,0.07722535,0.070518695,0.11849458,0.084684364
t_2265,-9.01982,31.21777,0.05752625,0.050630532,0.09063845,0.06171482
t_2266,-9.37915,31.29457,0.034158077,0.04117907,0.06011126,0.04773515
t_2267,-9.28932,31.29457,0.036114085,0.03878194,0.062022828,0.045961004
t_2268,-8.84016,31.29457,0.08736683,0.07966508,0.1299001,0.09511124
t_2269,-9.10965,31.29457,0.044116493,0.03720935,0.07146401,0.045985628
t_227,-5.78589,30.44642,0.0073831338,0.0137097435,0.008116209,0.012984709
t_2270,-9.46898,31.29457,0.024734557,0.03206328,0.041804463,0.036439538
t_2271,-8.92999,31.29457,0.07085369,0.06315988,0.10976643,0.07643198
t_2272,-8.75033,31.29457,0.10602177,0.09728397,0.14955783,0.114477314
t_2273,-9.19948,31.29457,0.040028248,0.03811293,0.06715167,0.046264797
t_2274,-9.01982,31.29457,0.05226995,0.044671778,0.082055345,0.054749273
t_2275,-9.01982,31.3713,0.049420007,0.041599285,0.078921616,0.05124629
t_2276,-9.37915,31.3713,0.031286407,0.03865102,0.054383915,0.04445471
t_2277,-8.84016,31.3713,0.07366194,0.064546265,0.11160598,0.07803428
t_2278,-9.19948,31.3713,0.04468376,0.046784896,0.07803377,0.05607923
t_2279,-8.75033,31.3713,0.08717273,0.078007296,0.12800623,0.0933101
t_228,-6.14521,30.52384,0.010340199,0.019567978,0.0138391005,0.019005058
t_2280,-9.28932,31.3713,0.034516096,0.038595002,0.05925151,0.045299027
t_2281,-9.10965,31.3713,0.04988488,0.046361197,0.08483166,0.056862682
t_2282,-8.92999,31.3713,0.058104444,0.049326394,0.08980718,0.060281083
t_2283,-9.46898,31.3713,0.03350354,0.04740625,0.061092768,0.053491935
t_2284,-9.01982,31.44796,0.054469246,0.05308807,0.09389284,0.065355755
t_2285,-9.28932,31.44796,0.038074635,0.046463374,0.06785709,0.053925604
t_2286,-8.84016,31.44796,0.06349902,0.054838933,0.09950609,0.066969566
t_2287,-9.19948,31.44796,0.036595065,0.039034374,0.0621875,0.04621317
t_2288,-8.75033,31.44796,0.069832325,0.059931524,0.105637446,0.0727369
t_2289,-9.37915,31.44796,0.030140778,0.03879861,0.052456778,0.0442225
t_229,-5.87572,30.52384,0.0100320745,0.018823177,0.012322216,0.01795059
t_2290,-9.10965,31.44796,0.048159778,0.049700797,0.08410518,0.05999078
t_2291,-8.92999,31.44796,0.048467062,0.040134504,0.0756822,0.049432144
t_2292,-9.46898,31.44796,0.028992783,0.040944833,0.05123058,0.045859862
t_2293,-9.01982,31.52457,0.04984228,0.05434694,0.08777572,0.06563676
t_2294,-8.84016,31.52457,0.05721458,0.0498104,0.093794465,0.06135445
t_2295,-9.46898,31.52457,0.028310161,0.041703172,0.050176475,0.046319403
t_2296,-9.37915,31.52457,0.02982501,0.040424637,0.05237057,0.045623124
t_2297,-8.92999,31.52457,0.053038683,0.048630722,0.08950527,0.059846427
t_2298,-8.75033,31.52457,0.058727212,0.049782217,0.09252668,0.06106234
t_2299,-9.19948,31.52457,0.036933243,0.042668782,0.06422984,0.049818892
t_23,-6.05538,32.81719,0.0077722203,0.013957786,0.0073854886,0.012949444
t_230,-5.96555,30.52384,0.012092759,0.023171348,0.016013745,0.022224497
t_2300,-9.10965,31.52457,0.04278341,0.04610954,0.074341156,0.05478877
t_2301,-9.28932,31.52457,0.031552516,0.03920362,0.05468888,0.04499334
t_2302,-9.19948,31.60111,0.03717629,0.047285486,0.06658043,0.05443557
t_2303,-9.28932,31.60111,0.032804158,0.044116944,0.0583601,0.05001981
t_2304,-8.75033,31.60111,0.056239627,0.05704145,0.097112,0.070265196
t_2305,-9.10965,31.60111,0.04080825,0.0486491,0.07269597,0.056872375
t_2306,-9.37915,31.60111,0.027722102,0.039338116,0.048522893,0.04394194
t_2307,-8.92999,31.60111,0.047739774,0.048867352,0.082591645,0.058860533
t_2308,-9.37915,30.52384,0.024207886,0.033557124,0.043390147,0.037982143
t_2309,-8.92999,30.52384,0.0480387,0.046047688,0.08862437,0.05684733
t_231,-5.60622,30.52384,0.0068229428,0.012558577,0.006969736,0.011793546
t_2310,-8.66049,30.52384,0.063906044,0.06894338,0.11728619,0.08338902
t_2311,-9.19948,30.52384,0.03508105,0.042455062,0.06549884,0.049817435
t_2312,-9.01982,30.52384,0.04522354,0.047401346,0.08492148,0.05781462
t_2313,-8.75033,30.52384,0.058367003,0.0594256,0.10646436,0.072413996
t_2314,-9.28932,30.52384,0.032054815,0.04208005,0.05992904,0.04846696
t_2315,-8.84016,30.52384,0.053689208,0.05335881,0.09872091,0.0654291
t_2316,-9.28932,30.60119,0.027357085,0.033146203,0.048861347,0.038666084
t_2317,-9.46898,30.60119,0.022058127,0.031569827,0.038974207,0.035450093
t_2318,-9.10965,30.60119,0.03437759,0.03445794,0.06109803,0.041973975
t_2319,-9.37915,30.60119,0.024984898,0.03303476,0.044661507,0.037783064
t_232,-5.69605,30.52384,0.009521544,0.017699936,0.010881327,0.016702322
t_2320,-8.66049,30.60119,0.068866774,0.07097835,0.119041175,0.08508398
t_2321,-8.92999,30.60119,0.044470992,0.042072173,0.07791983,0.05164498
t_2322,-9.19948,30.60119,0.028881242,0.03193449,0.050901588,0.038048517
t_2323,-8.84016,30.60119,0.04988384,0.048370972,0.08626939,0.058973618
t_2324,-9.01982,30.60119,0.044987336,0.042235155,0.08178361,0.052155133
t_2325,-8.75033,30.60119,0.0595736,0.059585217,0.103118986,0.07202857
t_2326,-9.01982,30.67848,0.041627858,0.039046418,0.072317496,0.04800899
t_2327,-9.10965,30.67848,0.034034476,0.03183118,0.058976047,0.03942423
t_2328,-9.28932,30.67848,0.026177462,0.03044838,0.04570569,0.035921037
t_2329,-8.75033,30.67848,0.060959585,0.062111054,0.09950826,0.074634634
t_233,-6.05538,30.52384,0.009277552,0.01741562,0.011805619,0.016805919
t_2330,-8.84016,30.67848,0.050181635,0.05026174,0.082643464,0.06087321
t_2331,-9.19948,30.67848,0.03257211,0.03391443,0.057900082,0.04095069
t_2332,-8.92999,30.67848,0.043467917,0.04233637,0.07287935,0.05167787
t_2333,-8.66049,30.67848,0.070647545,0.07331064,0.113639295,0.087394245
t_2334,-9.37915,30.67848,0.025134902,0.031846676,0.04455326,0.036769215
t_2335,-9.46898,30.67848,0.024878249,0.0345753,0.04485416,0.039128844
t_2336,-9.01982,30.75571,0.04125268,0.03978301,0.06950679,0.048691906
t_2337,-9.28932,30.75571,0.031451955,0.03487918,0.05644759,0.041536476
t_2338,-8.75033,30.75571,0.069444895,0.07351141,0.10865394,0.08733867
t_2339,-9.19948,30.75571,0.031058356,0.030944237,0.053748082,0.037812486
t_234,-5.78589,30.52384,0.010273653,0.01927246,0.012332876,0.018279625
t_2340,-8.84016,30.75571,0.05794709,0.059612025,0.093391106,0.07160031
t_2341,-8.92999,30.75571,0.048516333,0.048363786,0.080110736,0.0586678
t_2342,-9.37915,30.75571,0.027000839,0.033063248,0.04814737,0.038475968
t_2343,-8.66049,30.75571,0.09179663,0.09810304,0.14197037,0.11502366
t_2344,-9.46898,30.75571,0.026398774,0.035711467,0.047842264,0.04068177
t_2345,-9.10965,30.75571,0.039872807,0.03694367,0.069934405,0.045571208
t_2346,-8.84016,30.83287,0.066138834,0.06952551,0.104235865,0.08284848
t_2347,-9.10965,30.83287,0.05324052,0.052564748,0.097186506,0.064445
t_2348,-9.46898,30.83287,0.02482541,0.032514635,0.043959223,0.0372354
t_2349,-8.66049,30.83287,0.10857748,0.1197866,0.1549091,0.1380261
t_235,-6.14521,30.60119,0.009224961,0.017484462,0.012097721,0.017013317
t_2350,-8.92999,30.83287,0.05351118,0.05432934,0.08706425,0.06554372
t_2351,-9.28932,30.83287,0.032340046,0.034653578,0.057633493,0.04158051
t_2352,-9.01982,30.83287,0.052865755,0.051746067,0.09145512,0.06293605
t_2353,-8.75033,30.83287,0.093762144,0.1003006,0.14481173,0.11743782
t_2354,-9.37915,30.83287,0.028926587,0.034516413,0.051813107,0.040411115
t_2355,-9.19948,30.83287,0.03630864,0.034459706,0.06393623,0.042495865
t_2356,-8.84016,30.90998,0.073273905,0.078123435,0.112856254,0.09250931
t_2357,-9.19948,30.90998,0.03817272,0.03508593,0.066840164,0.043536548
t_2358,-8.75033,30.90998,0.098418504,0.10802309,0.14304714,0.12539066
t_2359,-9.37915,30.90998,0.0298994,0.034799125,0.053194366,0.04090674
t_236,-5.87572,30.60119,0.00799797,0.014944134,0.0093728965,0.014271434
t_2360,-9.01982,30.90998,0.053627156,0.052634783,0.09077726,0.06387765
t_2361,-9.10965,30.90998,0.04910742,0.04684894,0.08630672,0.057389524
t_2362,-9.28932,30.90998,0.03787279,0.040005147,0.0686702,0.048216123
t_2363,-9.46898,30.90998,0.027069436,0.03485627,0.048297003,0.04004605
t_2364,-8.92999,30.90998,0.06321601,0.06434063,0.10315955,0.0772302
t_2365,-8.66049,30.90998,0.14116257,0.15573253,0.18600677,0.17559029
t_2366,-9.19948,30.98702,0.04119875,0.037100296,0.071517356,0.045962326
t_2367,-8.75033,30.98702,0.12161078,0.12889564,0.17233716,0.14842403
t_2368,-8.84016,30.98702,0.08060723,0.08379728,0.11993991,0.0989343
t_2369,-9.01982,30.98702,0.049286768,0.047716018,0.07913624,0.057931267
t_237,-5.96555,30.60119,0.008419417,0.015798904,0.010269685,0.015176737
t_2370,-9.37915,30.98702,0.029651223,0.03379062,0.05182421,0.039792843
t_2371,-9.28932,30.98702,0.035013556,0.035674743,0.061280016,0.043106508
t_2372,-9.46898,30.98702,0.025926113,0.032721005,0.045222063,0.03765093
t_2373,-8.92999,30.98702,0.06831767,0.06826214,0.1087803,0.08170278
t_2374,-9.10965,30.98702,0.05235367,0.04949442,0.090665914,0.060538355
t_2375,-8.66049,30.98702,0.17241982,0.18432282,0.2112852,0.20501384
t_2376,-9.37915,31.064,0.03722841,0.04345237,0.06739144,0.051100075
t_2377,-8.75033,31.064,0.11763234,0.113817945,0.14891066,0.1317424
t_2378,-8.66049,29.90281,0.017488124,0.029887166,0.029973265,0.032271534
t_2379,-9.37915,29.90281,0.014065555,0.027187092,0.022814998,0.028119436
t_238,-5.69605,30.60119,0.0077730934,0.014287369,0.008519134,0.013497925
t_2380,-9.10965,29.90281,0.015236222,0.028895311,0.02535487,0.030497355
t_2381,-8.84016,29.90281,0.01792855,0.0314751,0.030944925,0.033762358
t_2382,-8.92999,29.98066,0.017884238,0.030051371,0.030772928,0.032569442
t_2383,-9.19948,29.98066,0.015646825,0.02892952,0.026207713,0.030712022
t_2384,-9.01982,29.98066,0.01755933,0.030276068,0.030139843,0.032608103
t_2385,-8.66049,29.98066,0.019106437,0.03029857,0.033183668,0.033270806
t_2386,-9.28932,29.98066,0.015931517,0.030298056,0.026769442,0.031913444
t_2387,-8.75033,29.98066,0.020081144,0.032257438,0.035325717,0.03530512
t_2388,-9.37915,29.98066,0.018220987,0.035650194,0.031491913,0.037224475
t_2389,-9.10965,29.98066,0.016244432,0.029059213,0.027431533,0.031080944
t_239,-5.60622,30.60119,0.0069098407,0.012729191,0.007132392,0.011966613
t_2390,-8.84016,29.98066,0.022043949,0.03643834,0.03965688,0.039702773
t_2391,-8.84016,30.05844,0.022412272,0.03416559,0.040126868,0.037864447
t_2392,-9.10965,30.05844,0.018586056,0.031009955,0.032243542,0.033637024
t_2393,-9.37915,30.05844,0.023771102,0.049773943,0.044170875,0.052576844
t_2394,-8.75033,30.05844,0.021057814,0.03121756,0.0370437,0.034779824
t_2395,-8.92999,30.05844,0.019279987,0.030201195,0.03350042,0.033262488
t_2396,-9.28932,30.05844,0.016630195,0.030015282,0.028238215,0.031997472
t_2397,-8.66049,30.05844,0.021403857,0.031207986,0.03768561,0.034903836
t_2398,-9.01982,30.05844,0.019175695,0.030877408,0.033395212,0.033761565
t_2399,-9.19948,30.05844,0.019701915,0.034370087,0.034720503,0.03696475
t_24,-5.78589,32.81719,0.0077316184,0.013747981,0.0067564077,0.012645674
t_240,-6.05538,30.60119,0.00876989,0.016551092,0.0110885715,0.015998816
t_2400,-8.84016,30.13616,0.02310485,0.032337833,0.041073944,0.036505383
t_2401,-9.10965,30.13616,0.021422043,0.033609148,0.03812196,0.03699972
t_2402,-9.37915,30.13616,0.024454681,0.046132695,0.045448706,0.049285747
t_2403,-8.75033,30.13616,0.022816593,0.031134099,0.040235825,0.035364322
t_2404,-8.66049,30.13616,0.023262825,0.031120606,0.041024964,0.03551241
t_2405,-9.01982,30.13616,0.021204151,0.03182061,0.037427496,0.0353561
t_2406,-9.28932,30.13616,0.024564208,0.043413084,0.04540974,0.04685389
t_2407,-8.92999,30.13616,0.021716628,0.03137776,0.038303442,0.035160393
t_2408,-9.19948,30.13616,0.018905865,0.030828267,0.0328616,0.033611715
t_2409,-8.75033,30.21382,0.027626706,0.034394767,0.049764305,0.039897196
t_241,-5.78589,30.60119,0.009819122,0.018359063,0.0117380805,0.017435653
t_2410,-8.84016,30.21382,0.024659699,0.031625457,0.04365209,0.036421128
t_2411,-9.19948,30.21382,0.026383761,0.04148269,0.048948217,0.04586404
t_2412,-9.10965,30.21382,0.020886714,0.03057602,0.03658404,0.03419233
t_2413,-9.37915,30.21382,0.025508177,0.045238513,0.047631953,0.048891548
t_2414,-8.66049,30.21382,0.027615052,0.033478208,0.04942687,0.039053164
t_2415,-9.01982,30.21382,0.022959808,0.031938925,0.040712446,0.036099307
t_2416,-9.28932,30.21382,0.025779385,0.04290948,0.047900263,0.04690604
t_2417,-8.92999,30.21382,0.025808897,0.03453202,0.046561286,0.039414227
t_2418,-8.84016,30.29141,0.026362482,0.030912817,0.046242207,0.036379375
t_2419,-9.19948,30.29141,0.029612109,0.044154488,0.055790894,0.049531996
t_242,-5.78589,30.67848,0.0074976753,0.014008878,0.0084545445,0.013319071
t_2420,-9.01982,30.29141,0.032403935,0.04294266,0.06079886,0.049396805
t_2421,-8.66049,30.29141,0.030473897,0.03312551,0.054094654,0.039600138
t_2422,-9.37915,30.29141,0.027552042,0.04723436,0.05221401,0.05164481
t_2423,-9.10965,30.29141,0.033949174,0.051948417,0.06590591,0.058989193
t_2424,-8.75033,30.29141,0.029152486,0.032631252,0.051689085,0.038745455
t_2425,-9.28932,30.29141,0.02849351,0.045287002,0.053810537,0.05015327
t_2426,-8.92999,30.29141,0.033373453,0.041781567,0.062243666,0.04862501
t_2427,-9.19948,30.36895,0.033507146,0.04807655,0.064325176,0.054733172
t_2428,-9.01982,30.36895,0.038455296,0.04871003,0.073746584,0.057080902
t_2429,-8.66049,30.36895,0.035327137,0.034102134,0.062420327,0.04188904
t_243,-5.87572,30.67848,0.008129824,0.015192436,0.009622196,0.014526258
t_2430,-9.37915,30.36895,0.026179349,0.04096146,0.04846913,0.045316957
t_2431,-9.10965,30.36895,0.037515763,0.057200253,0.074082114,0.06600261
t_2432,-8.75033,30.36895,0.033391267,0.03342505,0.05897104,0.04071306
t_2433,-8.84016,30.36895,0.03390889,0.035824727,0.061006077,0.043148484
t_2434,-9.28932,30.36895,0.03062396,0.046117038,0.05822824,0.051749073
t_2435,-8.92999,30.36895,0.040509313,0.047868688,0.07707523,0.056874134
t_2436,-9.46898,30.44642,0.02128731,0.033185307,0.037802055,0.036578823
t_2437,-9.10965,30.44642,0.038162895,0.04702513,0.072571896,0.055270735
t_2438,-9.37915,30.44642,0.027012894,0.040009916,0.04996925,0.044776656
t_2439,-8.92999,30.44642,0.04481882,0.04803015,0.08455522,0.05835301
t_244,-5.69605,30.67848,0.0071897632,0.013356297,0.007784328,0.012631125
t_2440,-8.66049,30.44642,0.047864467,0.045641273,0.08618685,0.056095798
t_2441,-9.19948,30.44642,0.035171937,0.04654619,0.06697802,0.05379789
t_2442,-9.01982,30.44642,0.041771445,0.04820726,0.07943127,0.057616424
t_2443,-8.75033,30.44642,0.04805165,0.045926783,0.08793085,0.05661101
t_2444,-9.28932,30.44642,0.03228515,0.045740947,0.0613287,0.05200531
t_2445,-8.84016,30.44642,0.045632575,0.04457125,0.08425564,0.055006173
t_2446,-9.46898,30.52384,0.021566467,0.0321456,0.038170945,0.03577606
t_2447,-9.10965,30.52384,0.039643202,0.044476066,0.074175425,0.053200435
t_2448,-9.01982,32.81719,0.011031913,0.020722542,0.0150795365,0.020259354
t_2449,-8.75033,32.81719,0.014042088,0.026919754,0.020646542,0.026465794
t_245,-6.05538,30.67848,0.011717368,0.022360016,0.015961584,0.0216458
t_2450,-8.84016,32.81719,0.014131485,0.02715009,0.020727176,0.026643226
t_2451,-8.92999,32.81719,0.013317006,0.025398994,0.01913857,0.02487768
t_2452,-8.92999,32.89265,0.010651378,0.01996083,0.01422362,0.019419849
t_2453,-8.75033,32.89265,0.013611225,0.026073845,0.019500265,0.025454922
t_2454,-8.84016,32.89265,0.012532672,0.02377542,0.017492726,0.023172328
t_2455,-8.84016,32.96805,0.010294186,0.019240402,0.013417934,0.018631622
t_2456,-8.75033,32.96805,0.010837944,0.020323941,0.0143762175,0.019710654
t_2457,-8.84016,33.04338,0.009837399,0.018315546,0.01239068,0.01762814
t_2458,-8.75033,33.04338,0.009939455,0.018522015,0.012619219,0.01785133
t_2459,-8.75033,33.11865,0.009506374,0.017641032,0.011647701,0.01690238
t_246,-5.60622,30.67848,0.007157243,0.013148576,0.0074965446,0.012372369
t_2460,-9.10965,32.21118,0.020211201,0.03888096,0.034525245,0.040587753
t_2461,-9.01982,32.21118,0.021633828,0.04184395,0.037537172,0.04392953
t_2462,-9.37915,32.21118,0.01543105,0.029244944,0.024710024,0.030046307
t_2463,-9.19948,32.21118,0.018768247,0.035920694,0.031519257,0.037311196
t_2464,-8.92999,32.21118,0.023664525,0.04630244,0.04209753,0.04882785
t_2465,-8.75033,32.28716,0.023184625,0.047268208,0.041173268,0.049511854
t_2466,-9.01982,32.28716,0.022331381,0.04746883,0.039529227,0.04924822
t_2467,-8.84016,32.28716,0.023350473,0.050104346,0.0418281,0.052325364
t_2468,-9.28932,32.28716,0.015090413,0.0286017,0.023988387,0.02928404
t_2469,-9.10965,32.28716,0.020011226,0.03892723,0.034107592,0.04022446
t_247,-6.14521,30.67848,0.011735662,0.022413915,0.016379746,0.02184545
t_2470,-9.19948,32.28716,0.019832911,0.038761053,0.033724096,0.0398756
t_2471,-8.92999,32.28716,0.023494106,0.05349585,0.042615667,0.055697422
t_2472,-9.01982,32.36307,0.021445112,0.047698013,0.0377731,0.048989676
t_2473,-8.75033,32.36307,0.022603216,0.050233103,0.040409368,0.05204614
t_2474,-8.84016,32.36307,0.021107089,0.042363793,0.036594123,0.043769106
t_2475,-9.28932,32.36307,0.014259363,0.027026026,0.02221391,0.027432308
t_2476,-9.19948,32.36307,0.017331246,0.033369087,0.028337741,0.034015846
t_2477,-9.10965,32.36307,0.018821983,0.036604434,0.03149468,0.037461724
t_2478,-8.92999,32.36307,0.022771502,0.057618227,0.042108566,0.059363652
t_2479,-8.92999,32.43891,0.020570649,0.045669448,0.035726484,0.046592146
t_248,-5.96555,30.67848,0.011959132,0.022869643,0.015973901,0.02199847
t_2480,-9.10965,32.43891,0.018996298,0.038836237,0.03184632,0.039385602
t_2481,-9.19948,32.43891,0.019740568,0.04567036,0.033968728,0.04615289
t_2482,-9.28932,32.43891,0.013499683,0.025569025,0.020566324,0.025740158
t_2483,-8.84016,32.43891,0.019726276,0.039263796,0.033494785,0.040161215
t_2484,-8.75033,32.43891,0.021364529,0.048105385,0.03765876,0.04933485
t_2485,-9.01982,32.43891,0.019366035,0.039540097,0.03269659,0.040227182
t_2486,-8.92999,32.51469,0.018517993,0.037534013,0.030727971,0.037940867
t_2487,-9.19948,32.51469,0.017455548,0.035099614,0.02824583,0.035179406
t_2488,-8.75033,32.51469,0.019909272,0.043613594,0.034116663,0.04430293
t_2489,-9.10965,32.51469,0.017262489,0.03369445,0.027881892,0.033878334
t_249,-5.78589,30.75571,0.007930717,0.014728709,0.009107877,0.01401648
t_2490,-9.28932,32.51469,0.01280401,0.024220696,0.019038176,0.024192017
t_2491,-8.84016,32.51469,0.018305212,0.035861053,0.030263767,0.03633802
t_2492,-9.01982,32.51469,0.019405236,0.04447859,0.033100475,0.044848695
t_2493,-9.01982,32.59041,0.018367859,0.04182054,0.030535517,0.041814767
t_2494,-8.84016,32.59041,0.01818738,0.03829628,0.02995524,0.038465966
t_2495,-9.19948,32.59041,0.015304539,0.029506337,0.023556387,0.029343318
t_2496,-8.92999,32.59041,0.017483678,0.035281207,0.028301895,0.035356823
t_2497,-9.10965,32.59041,0.014751183,0.028245062,0.022603303,0.028169239
t_2498,-8.75033,32.59041,0.017688641,0.034728345,0.028824551,0.03496305
t_2499,-9.01982,32.66607,0.015206359,0.029339746,0.023260405,0.02910367
t_25,-5.87572,32.89265,0.009529627,0.018762494,0.008928256,0.017266734
t_250,-5.87572,30.75571,0.009365443,0.017524296,0.011520692,0.016772956
t_2500,-8.84016,32.66607,0.018430237,0.04503428,0.031033315,0.044862363
t_2501,-9.19948,32.66607,0.011810244,0.022269633,0.016826771,0.02198327
t_2502,-8.92999,32.66607,0.016626911,0.033639383,0.026253423,0.033439305
t_2503,-8.75033,32.66607,0.017051086,0.034360718,0.027274461,0.034303732
t_2504,-9.10965,32.66607,0.013007359,0.024679223,0.019063357,0.024424586
t_2505,-9.10965,32.74166,0.011428779,0.021512672,0.015970724,0.021136684
t_2506,-8.92999,32.74166,0.01535145,0.029833753,0.023330364,0.029431373
t_2507,-8.84016,32.74166,0.015877932,0.031633023,0.024489472,0.03126923
t_2508,-8.75033,32.74166,0.016624872,0.034941554,0.026181864,0.03460902
t_2509,-9.01982,32.74166,0.013166812,0.025040481,0.019120801,0.024653794
t_251,-5.69605,30.75571,0.010535555,0.019803174,0.012583662,0.018743884
t_2510,-8.84016,31.60111,0.048855208,0.045264713,0.08161725,0.055274874
t_2511,-9.01982,31.60111,0.04463797,0.050483678,0.078872286,0.059904397
t_2512,-9.46898,31.60111,0.026196731,0.040016286,0.046064124,0.044052698
t_2513,-8.75033,31.67759,0.0485572,0.0514484,0.08452142,0.06193683
t_2514,-8.84016,31.67759,0.045112696,0.047906082,0.07828707,0.057177044
t_2515,-9.10965,31.67759,0.030313049,0.03671319,0.051660888,0.042268757
t_2516,-9.19948,31.67759,0.0309672,0.040658794,0.054186434,0.04617214
t_2517,-9.37915,31.67759,0.026864279,0.040289827,0.047283553,0.044527337
t_2518,-8.92999,31.67759,0.043720353,0.051895037,0.07787846,0.061215416
t_2519,-9.01982,31.67759,0.029279048,0.032870516,0.048302345,0.038358316
t_252,-5.96555,30.75571,0.008681377,0.016294697,0.010780973,0.015691549
t_2520,-9.46898,31.67759,0.024461359,0.038962323,0.04275626,0.04249455
t_2521,-9.28932,31.67759,0.029663416,0.041888233,0.052461743,0.046922114
t_2522,-9.19948,31.75401,0.02437878,0.033610404,0.04133286,0.037652366
t_2523,-9.10965,31.75401,0.035771854,0.05392906,0.066024065,0.06107385
t_2524,-9.28932,31.75401,0.024888474,0.036684614,0.043035414,0.040596433
t_2525,-8.75033,31.75401,0.0442053,0.057581797,0.080468036,0.06771033
t_2526,-9.01982,31.75401,0.03624232,0.04696711,0.06489989,0.053826876
t_2527,-8.92999,31.75401,0.03634283,0.043757875,0.063609,0.050683763
t_2528,-9.37915,31.75401,0.026277337,0.041809157,0.046552867,0.045704514
t_2529,-9.46898,31.75401,0.022216242,0.036861703,0.03832083,0.039817084
t_253,-6.05538,30.75571,0.009771059,0.018421438,0.012806435,0.017855035
t_2530,-8.84016,31.75401,0.036541343,0.041494574,0.0628481,0.048516206
t_2531,-9.46898,31.83036,0.022849413,0.04016443,0.0398831,0.042957902
t_2532,-8.84016,31.83036,0.035008904,0.044570263,0.061920147,0.05109896
t_2533,-9.37915,31.83036,0.01807238,0.029621849,0.029740393,0.032031752
t_2534,-8.92999,31.83036,0.03286652,0.043210946,0.058055602,0.049155775
t_2535,-9.01982,31.83036,0.031784862,0.043856535,0.056549784,0.049442653
t_2536,-9.19948,31.83036,0.029108897,0.04455782,0.052234337,0.04922708
t_2537,-8.75033,31.83036,0.03918979,0.053603318,0.07145725,0.06179601
t_2538,-9.10965,31.83036,0.028951483,0.041477073,0.051128037,0.04630545
t_2539,-9.28932,31.83036,0.022685021,0.035386194,0.03892565,0.038682435
t_254,-5.60622,30.75571,0.008370597,0.015405569,0.009149496,0.014507395
t_2540,-9.10965,31.90665,0.02569561,0.039208136,0.044974472,0.043141536
t_2541,-9.19948,31.90665,0.023537066,0.037350904,0.040789034,0.04072464
t_2542,-9.37915,31.90665,0.025546096,0.046990823,0.046028975,0.05025242
t_2543,-8.84016,31.90665,0.033400513,0.047609955,0.060524493,0.053594034
t_2544,-9.01982,31.90665,0.02707607,0.03967194,0.047465935,0.04402709
t_2545,-8.92999,31.90665,0.029753864,0.04241413,0.052720338,0.04743368
t_2546,-9.28932,31.90665,0.02491995,0.042114824,0.044079263,0.045480706
t_2547,-9.46898,31.90665,0.020557597,0.037593305,0.03519569,0.039812524
t_2548,-8.75033,31.90665,0.033565767,0.045924768,0.060165852,0.051981475
t_2549,-9.19948,31.98288,0.025210913,0.043600645,0.044858523,0.046927746
t_255,-6.14521,30.75571,0.009179368,0.017496673,0.012145984,0.017076157
t_2550,-9.10965,31.98288,0.023415007,0.038113255,0.040679734,0.041355386
t_2551,-9.37915,31.98288,0.022524346,0.042024836,0.03939105,0.044461876
t_2552,-9.01982,31.98288,0.024066178,0.037726626,0.041789662,0.04124352
t_2553,-8.84016,31.98288,0.02526423,0.037193093,0.043756,0.041171886
t_2554,-8.92999,31.98288,0.025958696,0.039604627,0.04550313,0.043587126
t_2555,-9.28932,31.98288,0.024644544,0.044665087,0.04393373,0.047668435
t_2556,-8.75033,31.98288,0.030688176,0.04578508,0.055307433,0.050914943
t_2557,-8.92999,32.05904,0.02616519,0.0437259,0.04666767,0.04739796
t_2558,-9.28932,32.05904,0.022718308,0.04317107,0.039875895,0.04555012
t_2559,-9.19948,32.05904,0.024817793,0.047180235,0.044562034,0.050154414
t_256,-5.78589,30.83287,0.007885837,0.014680015,0.009080019,0.013980456
t_2560,-8.84016,32.05904,0.026085708,0.042241752,0.04623502,0.04601832
t_2561,-9.10965,32.05904,0.024252785,0.042867362,0.042890415,0.045896057
t_2562,-9.37915,32.05904,0.017310778,0.032723777,0.0285787,0.034229796
t_2563,-9.01982,32.05904,0.022170415,0.037191853,0.038242612,0.040082965
t_2564,-8.75033,32.05904,0.026623651,0.042223085,0.04720873,0.04619395
t_2565,-9.28932,32.13514,0.01943665,0.037224397,0.03291664,0.03882543
t_2566,-9.19948,32.13514,0.023416648,0.047555294,0.041688465,0.04995765
t_2567,-8.84016,32.13514,0.023348283,0.040322963,0.040816974,0.043281216
t_2568,-8.92999,32.13514,0.021965433,0.03850971,0.03798179,0.04115678
t_2569,-9.37915,32.13514,0.016332619,0.030925237,0.026586236,0.03205434
t_257,-5.87572,30.83287,0.008139932,0.015263942,0.009722295,0.014621335
