STATION_ID,STATION_NAME,PGA_VALUE,PGA_LN_SIGMA,LATITUDE,LONGITUDE,STATION_ID,STATION_TYPE,REFERENCES
WKY011,WKY0111604160125,0.001379676,0,33.5948,135.9462,WKY011,seismic,Stations_NIED
SZO012,SZO0121604160125,0.00136438,0,35.1257,138.6222,SZO012,seismic,Stations_NIED
NGN020,NGN0201604160125,0.001360301,0,35.8278,137.9548,NGN020,seismic,Stations_NIED
IBRH10,IBRH101604160125,0.001358262,0,36.1112,139.9889,IBRH10,seismic,Stations_NIED
HYGH08,HYGH081604160125,0.001340927,0,35.101,134.9036,HYGH08,seismic,Stations_NIED
YMNH12,YMNH121604160125,0.001338887,0,35.5623,138.449,YMNH12,seismic,Stations_NIED
KYTH04,KYTH041604160125,0.001303197,0,35.2685,135.5508,KYTH04,seismic,Stations_NIED
GIFH03,GIFH031604160125,0.001288921,0,35.6325,136.6134,GIFH03,seismic,Stations_NIED
MIEH09,MIEH091604160125,0.001283823,0,33.7644,135.9969,MIEH09,seismic,Stations_NIED
IBR017,IBR0171604160125,0.001277704,0,35.9538,140.3196,IBR017,seismic,Stations_NIED
KYTH03,KYTH031604160125,0.00125629,0,35.313,135.1334,KYTH03,seismic,Stations_NIED
HYGH04,HYGH041604160125,0.001248133,0,35.0708,135.2811,HYGH04,seismic,Stations_NIED
TKY017,TKY0171604160125,0.001232837,0,35.6473,139.8092,TKY017,seismic,Stations_NIED
CHBH11,CHBH111604160125,0.001228758,0,35.2867,140.1529,CHBH11,seismic,Stations_NIED
CHBH19,CHBH191604160125,0.001205305,0,35.5943,140.5107,CHBH19,seismic,Stations_NIED
TCGH16,TCGH161604160125,0.001200206,0,36.548,140.0751,TCGH16,seismic,Stations_NIED
MIEH01,MIEH011604160125,0.001183891,0,34.9849,136.4563,MIEH01,seismic,Stations_NIED
FKI004,FKI0041604160125,0.001179812,0,35.9793,136.4867,FKI004,seismic,Stations_NIED
GIFH18,GIFH181604160125,0.001177772,0,35.8991,137.1495,GIFH18,seismic,Stations_NIED
GIFH21,GIFH211604160125,0.001159417,0,35.6665,136.9618,GIFH21,seismic,Stations_NIED
TCGH12,TCGH121604160125,0.001143102,0,36.6959,139.9842,TCGH12,seismic,Stations_NIED
MIEH02,MIEH021604160125,0.001119648,0,34.7662,136.2835,MIEH02,seismic,Stations_NIED
NARH06,NARH061604160125,0.001119648,0,34.6413,136.0512,NARH06,seismic,Stations_NIED
NGNH03,NGNH031604160125,0.00111353,0,35.4786,137.7346,NGNH03,seismic,Stations_NIED
SZOH42,SZOH421604160125,0.001110471,0,34.9756,138.9128,SZOH42,seismic,Stations_NIED
NGNH31,NGNH311604160125,0.001102313,0,36.1184,137.9389,NGNH31,seismic,Stations_NIED
IBRH17,IBRH171604160125,0.001088037,0,36.0864,140.314,IBRH17,seismic,Stations_NIED
SZOH53,SZOH531604160125,0.001085998,0,34.8768,138.0174,SZOH53,seismic,Stations_NIED
TYMH06,TYMH061604160125,0.001082939,0,36.5711,137.1595,TYMH06,seismic,Stations_NIED
AICH19,AICH191604160125,0.001058465,0,34.9512,137.4114,AICH19,seismic,Stations_NIED
SIGH03,SIGH031604160125,0.001023795,0,34.853,136.0316,SIGH03,seismic,Stations_NIED
GIFH08,GIFH081604160125,0.000999322,0,35.8323,136.9621,GIFH08,seismic,Stations_NIED
GIFH06,GIFH061604160125,0.000992184,0,35.5038,136.7939,GIFH06,seismic,Stations_NIED
NIGH11,NIGH111604160125,0.000984026,0,37.1728,138.744,NIGH11,seismic,Stations_NIED
MIEH03,MIEH031604160125,0.000977908,0,34.547,136.3692,MIEH03,seismic,Stations_NIED
GIFH11,GIFH111604160125,0.000974849,0,35.4865,137.2464,GIFH11,seismic,Stations_NIED
MIEH07,MIEH071604160125,0.00097077,0,34.2544,136.8216,MIEH07,seismic,Stations_NIED
FKIH02,FKIH021604160125,0.000956494,0,35.9483,136.0556,FKIH02,seismic,Stations_NIED
GIFH07,GIFH071604160125,0.000953435,0,35.4179,136.4347,GIFH07,seismic,Stations_NIED
SZOH36,SZOH361604160125,0.000950376,0,34.9142,138.2008,SZOH36,seismic,Stations_NIED
GIFH26,GIFH261604160125,0.000947316,0,35.4121,136.8764,GIFH26,seismic,Stations_NIED
MIEH06,MIEH061604160125,0.000942218,0,34.358,136.3293,MIEH06,seismic,Stations_NIED
NAR004,NAR0041604160125,0.00093508,0,34.5277,135.9511,NAR004,seismic,Stations_NIED
SZOH34,SZOH341604160125,0.000929981,0,35.1304,138.4243,SZOH34,seismic,Stations_NIED
AICH17,AICH171604160125,0.000920804,0,35.184,137.7268,AICH17,seismic,Stations_NIED
NGNH16,NGNH161604160125,0.000912646,0,35.9465,138.1848,NGNH16,seismic,Stations_NIED
GIFH12,GIFH121604160125,0.000907547,0,35.6033,136.4134,GIFH12,seismic,Stations_NIED
GIFH19,GIFH191604160125,0.000902449,0,36.0216,137.3906,GIFH19,seismic,Stations_NIED
GIFH15,GIFH151604160125,0.000901429,0,36.1338,137.2208,GIFH15,seismic,Stations_NIED
MIEH05,MIEH051604160125,0.000890212,0,34.0637,136.1689,MIEH05,seismic,Stations_NIED
GIFH25,GIFH251604160125,0.000872877,0,35.5214,136.6127,GIFH25,seismic,Stations_NIED
SZOH31,SZOH311604160125,0.000850443,0,34.9398,138.0767,SZOH31,seismic,Stations_NIED
NGNH18,NGNH181604160125,0.00082597,0,35.9324,137.595,NGNH18,seismic,Stations_NIED
GIFH23,GIFH231604160125,0.000816793,0,35.7235,136.7847,GIFH23,seismic,Stations_NIED
TCGH10,TCGH101604160125,0.000816793,0,36.8578,140.0225,TCGH10,seismic,Stations_NIED
AICH22,AICH221604160125,0.000816793,0,34.7853,137.4393,AICH22,seismic,Stations_NIED
TYMH04,TYMH041604160125,0.000813734,0,36.7914,137.4689,TYMH04,seismic,Stations_NIED
KNGH23,KNGH231604160125,0.000812714,0,35.2624,139.611,KNGH23,seismic,Stations_NIED
YMNH13,YMNH131604160125,0.000812714,0,35.3509,138.4203,YMNH13,seismic,Stations_NIED
GIFH24,GIFH241604160125,0.000802517,0,35.6401,137.3187,GIFH24,seismic,Stations_NIED
SZOH37,SZOH371604160125,0.000792319,0,35.2028,138.5659,SZOH37,seismic,Stations_NIED
NGNH23,NGNH231604160125,0.000787221,0,35.6056,137.6105,NGNH23,seismic,Stations_NIED
SZOH54,SZOH541604160125,0.000786201,0,35.0417,139.1685,SZOH54,seismic,Stations_NIED
AICH15,AICH151604160125,0.000786201,0,35.1392,137.3359,AICH15,seismic,Stations_NIED
GIFH27,GIFH271604160125,0.000781103,0,35.4527,137.004,GIFH27,seismic,Stations_NIED
ISKH09,ISKH091604160125,0.000781103,0,36.2667,136.7168,ISKH09,seismic,Stations_NIED
KNGH20,KNGH201604160125,0.000766827,0,35.3663,139.126,KNGH20,seismic,Stations_NIED
YMNH15,YMNH151604160125,0.000765807,0,35.5323,138.6045,YMNH15,seismic,Stations_NIED
AICH11,AICH111604160125,0.000764787,0,35.3059,137.057,AICH11,seismic,Stations_NIED
AICH16,AICH161604160125,0.000763767,0,35.1543,137.535,AICH16,seismic,Stations_NIED
NIGH17,NIGH171604160125,0.000757649,0,36.8569,138.0966,NIGH17,seismic,Stations_NIED
NGNH33,NGNH331604160125,0.00075459,0,36.4598,137.9637,NGNH33,seismic,Stations_NIED
ISKH08,ISKH081604160125,0.000749491,0,36.738,136.7906,ISKH08,seismic,Stations_NIED
FKIH01,FKIH011604160125,0.000747452,0,36.0955,136.3617,FKIH01,seismic,Stations_NIED
NIGH05,NIGH051604160125,0.000743373,0,37.9759,139.2788,NIGH05,seismic,Stations_NIED
YMNH16,YMNH161604160125,0.000738275,0,35.7421,138.5653,YMNH16,seismic,Stations_NIED
GIFH16,GIFH161604160125,0.000720939,0,36.094,137.3438,GIFH16,seismic,Stations_NIED
NGNH25,NGNH251604160125,0.00071992,0,35.2986,137.9268,NGNH25,seismic,Stations_NIED
TYMH07,TYMH071604160125,0.000708703,0,36.4406,137.0392,TYMH07,seismic,Stations_NIED
NGNH54,NGNH541604160125,0.000704624,0,35.4489,138.0058,NGNH54,seismic,Stations_NIED
NGNH30,NGNH301604160125,0.000687289,0,36.064,137.6849,NGNH30,seismic,Stations_NIED
YMNH11,YMNH111604160125,0.000687289,0,35.6247,138.9777,YMNH11,seismic,Stations_NIED
ISKH01,ISKH011604160125,0.000674032,0,37.5266,137.2844,ISKH01,seismic,Stations_NIED
AICH20,AICH201604160125,0.000665875,0,34.8976,137.4876,AICH20,seismic,Stations_NIED
NGNH34,NGNH341604160125,0.000660776,0,36.5327,137.8201,NGNH34,seismic,Stations_NIED
SZOH30,SZOH301604160125,0.000658737,0,35.2233,137.9181,SZOH30,seismic,Stations_NIED
YMNH10,YMNH101604160125,0.000644461,0,35.5351,138.3087,YMNH10,seismic,Stations_NIED
NGNH07,NGNH071604160125,0.000606731,0,36.7434,138.376,NGNH07,seismic,Stations_NIED
ISKH03,ISKH031604160125,0.000602652,0,37.3458,137.2436,ISKH03,seismic,Stations_NIED
SZOH32,SZOH321604160125,0.000594495,0,35.0086,137.8409,SZOH32,seismic,Stations_NIED
ISKH05,ISKH051604160125,0.000590416,0,37.2224,136.9689,ISKH05,seismic,Stations_NIED
FKSH11,FKSH111604160125,0.000586337,0,37.2006,140.3386,FKSH11,seismic,Stations_NIED
YMNH08,YMNH081604160125,0.000585317,0,35.6895,138.734,YMNH08,seismic,Stations_NIED
NIGH03,NIGH031604160125,0.000581238,0,38.1327,139.4289,NIGH03,seismic,Stations_NIED
SITH08,SITH081604160125,0.000581238,0,36.0274,138.9691,SITH08,seismic,Stations_NIED
YMNH14,YMNH141604160125,0.000557785,0,35.5115,138.9675,YMNH14,seismic,Stations_NIED
GIFH14,GIFH141604160125,0.000555745,0,36.2493,137.5174,GIFH14,seismic,Stations_NIED
NGNH19,NGNH191604160125,0.000548607,0,35.9735,138.5845,NGNH19,seismic,Stations_NIED
GNMH12,GNMH121604160125,0.000545548,0,36.144,138.9129,GNMH12,seismic,Stations_NIED
SITH07,SITH071604160125,0.000541469,0,35.9118,139.1485,SITH07,seismic,Stations_NIED
KNGH21,KNGH211604160125,0.00053739,0,35.4628,139.2146,KNGH21,seismic,Stations_NIED
SZOH24,SZOH241604160125,0.000533312,0,34.8343,137.6616,SZOH24,seismic,Stations_NIED
SZOH35,SZOH351604160125,0.000532292,0,34.9467,139.0855,SZOH35,seismic,Stations_NIED
KNGH18,KNGH181604160125,0.000519036,0,35.6437,139.1283,KNGH18,seismic,Stations_NIED
SZOH39,SZOH391604160125,0.00050476,0,34.7988,138.7724,SZOH39,seismic,Stations_NIED
GIFH10,GIFH101604160125,0.0005017,0,36.3779,137.3716,GIFH10,seismic,Stations_NIED
CHBH15,CHBH151604160125,0.000492523,0,34.9591,139.7885,CHBH15,seismic,Stations_NIED
TKYH12,TKYH121604160125,0.000491503,0,35.6701,139.265,TKYH12,seismic,Stations_NIED
SITH11,SITH111604160125,0.000490483,0,35.8637,139.2726,SITH11,seismic,Stations_NIED
AICH18,AICH181604160125,0.000488444,0,34.9635,137.2377,AICH18,seismic,Stations_NIED
GNMH09,GNMH091604160125,0.000486405,0,36.6212,138.9068,GNMH09,seismic,Stations_NIED
NIGH02,NIGH021604160125,0.000470089,0,38.2799,139.5486,NIGH02,seismic,Stations_NIED
SZOH38,SZOH381604160125,0.000470089,0,35.0854,138.9779,SZOH38,seismic,Stations_NIED
FKSH14,FKSH141604160125,0.00043134,0,37.0264,140.9702,FKSH14,seismic,Stations_NIED
GNMH14,GNMH141604160125,0.000424202,0,36.4931,139.3219,GNMH14,seismic,Stations_NIED
IBRH11,IBRH111604160125,0.000417064,0,36.3701,140.1401,IBRH11,seismic,Stations_NIED
IBRH18,IBRH181604160125,0.000412985,0,36.3631,140.6198,IBRH18,seismic,Stations_NIED
KNGH19,KNGH191604160125,0.000401768,0,35.4173,139.0436,KNGH19,seismic,Stations_NIED
NIGH04,NIGH041604160125,0.000401768,0,38.1313,139.5428,NIGH04,seismic,Stations_NIED
FKSH03,FKSH031604160125,0.000390551,0,37.6078,139.7533,FKSH03,seismic,Stations_NIED
NIGH08,NIGH081604160125,0.000388512,0,37.6708,139.4648,NIGH08,seismic,Stations_NIED
MYGH07,MYGH071604160125,0.000386472,0,38.1802,140.6405,MYGH07,seismic,Stations_NIED
IBRH19,IBRH191604160125,0.000381374,0,36.2137,140.0893,IBRH19,seismic,Stations_NIED
CHBH20,CHBH201604160125,0.000375256,0,35.0882,140.0997,CHBH20,seismic,Stations_NIED
YMTH02,YMTH021604160125,0.000369137,0,38.2693,140.2583,YMTH02,seismic,Stations_NIED
TCGH11,TCGH111604160125,0.00035894,0,36.7084,139.7694,TCGH11,seismic,Stations_NIED
IBRH16,IBRH161604160125,0.000352822,0,36.6405,140.3976,IBRH16,seismic,Stations_NIED
TCGH09,TCGH091604160125,0.000341605,0,36.8625,139.8364,TCGH09,seismic,Stations_NIED
IBRH15,IBRH151604160125,0.000335487,0,36.5566,140.3013,IBRH15,seismic,Stations_NIED
IWTH24,IWTH241604160125,0.00032325,0,39.1979,141.0118,IWTH24,seismic,Stations_NIED
TCGH14,TCGH141604160125,0.000314073,0,36.5509,139.6154,TCGH14,seismic,Stations_NIED
IBRH12,IBRH121604160125,0.000297757,0,36.8369,140.3181,IBRH12,seismic,Stations_NIED
YMTH07,YMTH071604160125,0.000274304,0,37.896,140.0278,YMTH07,seismic,Stations_NIED
IBRH13,IBRH131604160125,0.000254929,0,36.7955,140.575,IBRH13,seismic,Stations_NIED
FKSH20,FKSH201604160125,0.000248811,0,37.4911,140.9871,FKSH20,seismic,Stations_NIED
YMTH15,YMTH151604160125,0.000240653,0,38.4257,140.1249,YMTH15,seismic,Stations_NIED
MYGH10,MYGH101604160125,0.000225357,0,37.9411,140.8924,MYGH10,seismic,Stations_NIED
GNMH13,GNMH131604160125,0.000224338,0,36.862,139.0627,GNMH13,seismic,Stations_NIED
